"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Finland (FI)","Actual Total Load [MW] - Finland (FI)"
"18.01.2023 16:00 - 18.01.2023 17:00","10655","10277"
"18.01.2023 17:00 - 18.01.2023 18:00","10664","10205"
"18.01.2023 18:00 - 18.01.2023 19:00","10643","10211"
"18.01.2023 19:00 - 18.01.2023 20:00","10478","9987"
"18.01.2023 20:00 - 18.01.2023 21:00","10076","9583"
"18.01.2023 21:00 - 18.01.2023 22:00","10128","9660"
"18.01.2023 22:00 - 18.01.2023 23:00","9933","9445"
"18.01.2023 23:00 - 19.01.2023 00:00","9564","9097"
"19.01.2023 00:00 - 19.01.2023 01:00","8884","8853"
"19.01.2023 01:00 - 19.01.2023 02:00","8801","8674"
"19.01.2023 02:00 - 19.01.2023 03:00","8749","8598"
"19.01.2023 03:00 - 19.01.2023 04:00","8856","8710"
"19.01.2023 04:00 - 19.01.2023 05:00","9142","9020"
"19.01.2023 05:00 - 19.01.2023 06:00","9820","9757"
"19.01.2023 06:00 - 19.01.2023 07:00","10222","10268"
"19.01.2023 07:00 - 19.01.2023 08:00","10426","10514"
"19.01.2023 08:00 - 19.01.2023 09:00","10383","10437"
"19.01.2023 09:00 - 19.01.2023 10:00","10495","10339"
"19.01.2023 10:00 - 19.01.2023 11:00","10555","10411"
"19.01.2023 11:00 - 19.01.2023 12:00","10550","10375"
"19.01.2023 12:00 - 19.01.2023 13:00","10489","10257"
"19.01.2023 13:00 - 19.01.2023 14:00","10448","10184"
"19.01.2023 14:00 - 19.01.2023 15:00","10424","10222"
"19.01.2023 15:00 - 19.01.2023 16:00","10557","10457"
"19.01.2023 16:00 - 19.01.2023 17:00","10687","10473"
"19.01.2023 17:00 - 19.01.2023 18:00","10703","10420"
"19.01.2023 18:00 - 19.01.2023 19:00","10677","10368"
"19.01.2023 19:00 - 19.01.2023 20:00","10514","10287"
"19.01.2023 20:00 - 19.01.2023 21:00","10112","10003"
"19.01.2023 21:00 - 19.01.2023 22:00","10164","10112"
"19.01.2023 22:00 - 19.01.2023 23:00","9990","9880"
"19.01.2023 23:00 - 20.01.2023 00:00","9557","9480"
"20.01.2023 00:00 - 20.01.2023 01:00","9150","9197"
"20.01.2023 01:00 - 20.01.2023 02:00","9031","9066"
"20.01.2023 02:00 - 20.01.2023 03:00","8963","9020"
"20.01.2023 03:00 - 20.01.2023 04:00","9043","9044"
"20.01.2023 04:00 - 20.01.2023 05:00","9324","9313"
"20.01.2023 05:00 - 20.01.2023 06:00","9979","10004"
"20.01.2023 06:00 - 20.01.2023 07:00","10403","10523"
"20.01.2023 07:00 - 20.01.2023 08:00","10608","10786"
"20.01.2023 08:00 - 20.01.2023 09:00","10574","10662"
"20.01.2023 09:00 - 20.01.2023 10:00","10604","10668"
"20.01.2023 10:00 - 20.01.2023 11:00","10602","10625"
"20.01.2023 11:00 - 20.01.2023 12:00","10594","10600"
"20.01.2023 12:00 - 20.01.2023 13:00","10521","10473"
"20.01.2023 13:00 - 20.01.2023 14:00","10466","10401"
"20.01.2023 14:00 - 20.01.2023 15:00","10485","10411"
"20.01.2023 15:00 - 20.01.2023 16:00","10658","10671"
"20.01.2023 16:00 - 20.01.2023 17:00","10795","10847"
"20.01.2023 17:00 - 20.01.2023 18:00","10849","10817"
"20.01.2023 18:00 - 20.01.2023 19:00","10740","10813"
"20.01.2023 19:00 - 20.01.2023 20:00","10553","10664"
"20.01.2023 20:00 - 20.01.2023 21:00","10167","10350"
"20.01.2023 21:00 - 20.01.2023 22:00","10296","10438"
"20.01.2023 22:00 - 20.01.2023 23:00","10110","10232"
"20.01.2023 23:00 - 21.01.2023 00:00","9724","9821"
"21.01.2023 00:00 - 21.01.2023 01:00","9310","9629"
"21.01.2023 01:00 - 21.01.2023 02:00","9182","9436"
"21.01.2023 02:00 - 21.01.2023 03:00","9080","9326"
"21.01.2023 03:00 - 21.01.2023 04:00","9097","9336"
"21.01.2023 04:00 - 21.01.2023 05:00","9172","9407"
"21.01.2023 05:00 - 21.01.2023 06:00","9409","9590"
"21.01.2023 06:00 - 21.01.2023 07:00","9526","9685"
"21.01.2023 07:00 - 21.01.2023 08:00","9828","9867"
"21.01.2023 08:00 - 21.01.2023 09:00","9886","9907"
"21.01.2023 09:00 - 21.01.2023 10:00","10062","9995"
"21.01.2023 10:00 - 21.01.2023 11:00","10114","10051"
"21.01.2023 11:00 - 21.01.2023 12:00","10092","10069"
"21.01.2023 12:00 - 21.01.2023 13:00","10028","10031"
"21.01.2023 13:00 - 21.01.2023 14:00","10040","10036"
"21.01.2023 14:00 - 21.01.2023 15:00","10170","10099"
"21.01.2023 15:00 - 21.01.2023 16:00","10506","10375"
"21.01.2023 16:00 - 21.01.2023 17:00","10806","10659"
"21.01.2023 17:00 - 21.01.2023 18:00","10943","10670"
"21.01.2023 18:00 - 21.01.2023 19:00","10884","10595"
"21.01.2023 19:00 - 21.01.2023 20:00","10605","10340"
"21.01.2023 20:00 - 21.01.2023 21:00","10226","9980"
"21.01.2023 21:00 - 21.01.2023 22:00","10349","10139"
"21.01.2023 22:00 - 21.01.2023 23:00","10219","10004"
"21.01.2023 23:00 - 22.01.2023 00:00","9856","9641"
"22.01.2023 00:00 - 22.01.2023 01:00","9321","9366"
"22.01.2023 01:00 - 22.01.2023 02:00","9212","9192"
"22.01.2023 02:00 - 22.01.2023 03:00","9109","9060"
"22.01.2023 03:00 - 22.01.2023 04:00","9114","9056"
"22.01.2023 04:00 - 22.01.2023 05:00","9187","9104"
"22.01.2023 05:00 - 22.01.2023 06:00","9363","9296"
"22.01.2023 06:00 - 22.01.2023 07:00","9434","9391"
"22.01.2023 07:00 - 22.01.2023 08:00","9624","9604"
"22.01.2023 08:00 - 22.01.2023 09:00","9729","9717"
"22.01.2023 09:00 - 22.01.2023 10:00","9977","9930"
"22.01.2023 10:00 - 22.01.2023 11:00","10096","10081"
"22.01.2023 11:00 - 22.01.2023 12:00","10149","10088"
"22.01.2023 12:00 - 22.01.2023 13:00","10128","10084"
"22.01.2023 13:00 - 22.01.2023 14:00","10141","10078"
"22.01.2023 14:00 - 22.01.2023 15:00","10226","10132"
"22.01.2023 15:00 - 22.01.2023 16:00","10488","10410"
"22.01.2023 16:00 - 22.01.2023 17:00","10681","10706"
"22.01.2023 17:00 - 22.01.2023 18:00","10759","10704"
"22.01.2023 18:00 - 22.01.2023 19:00","10763","10671"
"22.01.2023 19:00 - 22.01.2023 20:00","10562","10554"
"22.01.2023 20:00 - 22.01.2023 21:00","10246","10311"
"22.01.2023 21:00 - 22.01.2023 22:00","10416","10508"
"22.01.2023 22:00 - 22.01.2023 23:00","10282","10310"
"22.01.2023 23:00 - 23.01.2023 00:00","9961","10022"
"23.01.2023 00:00 - 23.01.2023 01:00","9614","9816"
"23.01.2023 01:00 - 23.01.2023 02:00","9476","9686"
"23.01.2023 02:00 - 23.01.2023 03:00","9389","9620"
"23.01.2023 03:00 - 23.01.2023 04:00","9465","9672"
"23.01.2023 04:00 - 23.01.2023 05:00","9744","10012"
"23.01.2023 05:00 - 23.01.2023 06:00","10359","10772"
"23.01.2023 06:00 - 23.01.2023 07:00","10829","11275"
"23.01.2023 07:00 - 23.01.2023 08:00","11013","11469"
"23.01.2023 08:00 - 23.01.2023 09:00","11002","11330"
"23.01.2023 09:00 - 23.01.2023 10:00","11052","11260"
"23.01.2023 10:00 - 23.01.2023 11:00","11057","11250"
"23.01.2023 11:00 - 23.01.2023 12:00","11033","11223"
"23.01.2023 12:00 - 23.01.2023 13:00","10973","11087"
"23.01.2023 13:00 - 23.01.2023 14:00","10901","11004"
"23.01.2023 14:00 - 23.01.2023 15:00","10861","10971"
"23.01.2023 15:00 - 23.01.2023 16:00","10942","11017"
"23.01.2023 16:00 - 23.01.2023 17:00","11008","11105"
"23.01.2023 17:00 - 23.01.2023 18:00","10953","11100"
"23.01.2023 18:00 - 23.01.2023 19:00","10902","11065"
"23.01.2023 19:00 - 23.01.2023 20:00","10708","10892"
"23.01.2023 20:00 - 23.01.2023 21:00","10312","10577"
"23.01.2023 21:00 - 23.01.2023 22:00","10358","10728"
"23.01.2023 22:00 - 23.01.2023 23:00","10170","10468"
"23.01.2023 23:00 - 24.01.2023 00:00","9828","10044"
"24.01.2023 00:00 - 24.01.2023 01:00","9707","9819"
"24.01.2023 01:00 - 24.01.2023 02:00","9545","9596"
"24.01.2023 02:00 - 24.01.2023 03:00","9489","9472"
"24.01.2023 03:00 - 24.01.2023 04:00","9529","9526"
"24.01.2023 04:00 - 24.01.2023 05:00","9793","9770"
"24.01.2023 05:00 - 24.01.2023 06:00","10420","10393"
"24.01.2023 06:00 - 24.01.2023 07:00","10786","10745"
"24.01.2023 07:00 - 24.01.2023 08:00","10895","10879"
"24.01.2023 08:00 - 24.01.2023 09:00","10826","10708"
"24.01.2023 09:00 - 24.01.2023 10:00","10755","10585"
"24.01.2023 10:00 - 24.01.2023 11:00","10765","10598"
"24.01.2023 11:00 - 24.01.2023 12:00","10722","10570"
"24.01.2023 12:00 - 24.01.2023 13:00","10647","10370"
"24.01.2023 13:00 - 24.01.2023 14:00","10572","10351"
"24.01.2023 14:00 - 24.01.2023 15:00","10539","10333"
"24.01.2023 15:00 - 24.01.2023 16:00","10654","10520"
"24.01.2023 16:00 - 24.01.2023 17:00","10772","10587"
"24.01.2023 17:00 - 24.01.2023 18:00","10765","10541"
"24.01.2023 18:00 - 24.01.2023 19:00","10725","10520"
"24.01.2023 19:00 - 24.01.2023 20:00","10524","10413"
"24.01.2023 20:00 - 24.01.2023 21:00","10088","10164"
"24.01.2023 21:00 - 24.01.2023 22:00","10105","10246"
"24.01.2023 22:00 - 24.01.2023 23:00","9883","10069"
"24.01.2023 23:00 - 25.01.2023 00:00","9475","9661"
"25.01.2023 00:00 - 25.01.2023 01:00","9238","9369"
"25.01.2023 01:00 - 25.01.2023 02:00","9128","9219"
"25.01.2023 02:00 - 25.01.2023 03:00","9055","9163"
"25.01.2023 03:00 - 25.01.2023 04:00","9089","9173"
"25.01.2023 04:00 - 25.01.2023 05:00","9318","9440"
"25.01.2023 05:00 - 25.01.2023 06:00","9935","10141"
"25.01.2023 06:00 - 25.01.2023 07:00","10326","10576"
"25.01.2023 07:00 - 25.01.2023 08:00","10431","10778"
"25.01.2023 08:00 - 25.01.2023 09:00","10374","10635"
"25.01.2023 09:00 - 25.01.2023 10:00","10369","10588"
"25.01.2023 10:00 - 25.01.2023 11:00","10397","10567"
"25.01.2023 11:00 - 25.01.2023 12:00","10350","10451"
"25.01.2023 12:00 - 25.01.2023 13:00","10269","10359"
"25.01.2023 13:00 - 25.01.2023 14:00","10208","10294"
"25.01.2023 14:00 - 25.01.2023 15:00","10168","10243"
"25.01.2023 15:00 - 25.01.2023 16:00","10280","10338"
"25.01.2023 16:00 - 25.01.2023 17:00","10404","10481"
"25.01.2023 17:00 - 25.01.2023 18:00","10419","10436"
"25.01.2023 18:00 - 25.01.2023 19:00","10392","10471"
"25.01.2023 19:00 - 25.01.2023 20:00","10221","10269"
"25.01.2023 20:00 - 25.01.2023 21:00","9799","9788"
"25.01.2023 21:00 - 25.01.2023 22:00","9842","9813"
"25.01.2023 22:00 - 25.01.2023 23:00","9641","9520"
"25.01.2023 23:00 - 26.01.2023 00:00","9268","9130"
"26.01.2023 00:00 - 26.01.2023 01:00","9064","8899"
"26.01.2023 01:00 - 26.01.2023 02:00","8966","8699"
"26.01.2023 02:00 - 26.01.2023 03:00","8930","8614"
"26.01.2023 03:00 - 26.01.2023 04:00","9001","8598"
"26.01.2023 04:00 - 26.01.2023 05:00","9254","8913"
"26.01.2023 05:00 - 26.01.2023 06:00","9854","9581"
"26.01.2023 06:00 - 26.01.2023 07:00","10220","10045"
"26.01.2023 07:00 - 26.01.2023 08:00","10372","10269"
"26.01.2023 08:00 - 26.01.2023 09:00","10329","10160"
"26.01.2023 09:00 - 26.01.2023 10:00","10279","10123"
"26.01.2023 10:00 - 26.01.2023 11:00","10316","10163"
"26.01.2023 11:00 - 26.01.2023 12:00","10293","10127"
"26.01.2023 12:00 - 26.01.2023 13:00","10226","10000"
"26.01.2023 13:00 - 26.01.2023 14:00","10207","10037"
"26.01.2023 14:00 - 26.01.2023 15:00","10234","10033"
"26.01.2023 15:00 - 26.01.2023 16:00","10401","10194"
"26.01.2023 16:00 - 26.01.2023 17:00","10576","10421"
"26.01.2023 17:00 - 26.01.2023 18:00","10625","10395"
"26.01.2023 18:00 - 26.01.2023 19:00","10657","10379"
"26.01.2023 19:00 - 26.01.2023 20:00","10536","10252"
"26.01.2023 20:00 - 26.01.2023 21:00","10201","9951"
"26.01.2023 21:00 - 26.01.2023 22:00","10268","10095"
"26.01.2023 22:00 - 26.01.2023 23:00","10122","9973"
"26.01.2023 23:00 - 27.01.2023 00:00","9742","9577"
"27.01.2023 00:00 - 27.01.2023 01:00","9334","9341"
"27.01.2023 01:00 - 27.01.2023 02:00","9276","9229"
"27.01.2023 02:00 - 27.01.2023 03:00","9281","9202"
"27.01.2023 03:00 - 27.01.2023 04:00","9364","9313"
"27.01.2023 04:00 - 27.01.2023 05:00","9640","9665"
"27.01.2023 05:00 - 27.01.2023 06:00","10307","10332"
"27.01.2023 06:00 - 27.01.2023 07:00","10699","10800"
"27.01.2023 07:00 - 27.01.2023 08:00","10895","10904"
"27.01.2023 08:00 - 27.01.2023 09:00","10840","10864"
"27.01.2023 09:00 - 27.01.2023 10:00","10928","10875"
"27.01.2023 10:00 - 27.01.2023 11:00","10927","10758"
"27.01.2023 11:00 - 27.01.2023 12:00","10884","10714"
"27.01.2023 12:00 - 27.01.2023 13:00","10775","10578"
"27.01.2023 13:00 - 27.01.2023 14:00","10705","10469"
"27.01.2023 14:00 - 27.01.2023 15:00","10668","10507"
"27.01.2023 15:00 - 27.01.2023 16:00","10823","10733"
"27.01.2023 16:00 - 27.01.2023 17:00","10994","11111"
"27.01.2023 17:00 - 27.01.2023 18:00","11037","11091"
"27.01.2023 18:00 - 27.01.2023 19:00","10929","10995"
"27.01.2023 19:00 - 27.01.2023 20:00","10759","10801"
"27.01.2023 20:00 - 27.01.2023 21:00","10361","10547"
"27.01.2023 21:00 - 27.01.2023 22:00","10449","10644"
"27.01.2023 22:00 - 27.01.2023 23:00","10260","10425"
"27.01.2023 23:00 - 28.01.2023 00:00","9819","10059"
"28.01.2023 00:00 - 28.01.2023 01:00","9536","9722"
"28.01.2023 01:00 - 28.01.2023 02:00","9342","9513"
"28.01.2023 02:00 - 28.01.2023 03:00","9223","9334"
"28.01.2023 03:00 - 28.01.2023 04:00","9234","9277"
"28.01.2023 04:00 - 28.01.2023 05:00","9340","9363"
"28.01.2023 05:00 - 28.01.2023 06:00","9535","9536"
"28.01.2023 06:00 - 28.01.2023 07:00","9659","9647"
"28.01.2023 07:00 - 28.01.2023 08:00","9837","9831"
"28.01.2023 08:00 - 28.01.2023 09:00","9906","9846"
"28.01.2023 09:00 - 28.01.2023 10:00","10016","9940"
"28.01.2023 10:00 - 28.01.2023 11:00","10064","10127"
"28.01.2023 11:00 - 28.01.2023 12:00","10057","10116"
"28.01.2023 12:00 - 28.01.2023 13:00","10010","10154"
"28.01.2023 13:00 - 28.01.2023 14:00","9984","10062"
"28.01.2023 14:00 - 28.01.2023 15:00","10051","10119"
"28.01.2023 15:00 - 28.01.2023 16:00","10311","10432"
"28.01.2023 16:00 - 28.01.2023 17:00","10570","10767"
"28.01.2023 17:00 - 28.01.2023 18:00","10644","10838"
"28.01.2023 18:00 - 28.01.2023 19:00","10555","10673"
"28.01.2023 19:00 - 28.01.2023 20:00","10247","10300"
"28.01.2023 20:00 - 28.01.2023 21:00","9877","9908"
"28.01.2023 21:00 - 28.01.2023 22:00","9986","10071"
"28.01.2023 22:00 - 28.01.2023 23:00","9902","9913"
"28.01.2023 23:00 - 29.01.2023 00:00","9554","9540"
"29.01.2023 00:00 - 29.01.2023 01:00","9219","9214"
"29.01.2023 01:00 - 29.01.2023 02:00","9119","9032"
"29.01.2023 02:00 - 29.01.2023 03:00","9001","8868"
"29.01.2023 03:00 - 29.01.2023 04:00","9021","8839"
"29.01.2023 04:00 - 29.01.2023 05:00","9074","8875"
"29.01.2023 05:00 - 29.01.2023 06:00","9231","9058"
"29.01.2023 06:00 - 29.01.2023 07:00","9293","9155"
"29.01.2023 07:00 - 29.01.2023 08:00","9451","9338"
"29.01.2023 08:00 - 29.01.2023 09:00","9551","9427"
"29.01.2023 09:00 - 29.01.2023 10:00","9723","9518"
"29.01.2023 10:00 - 29.01.2023 11:00","9771","9671"
"29.01.2023 11:00 - 29.01.2023 12:00","9761","9699"
"29.01.2023 12:00 - 29.01.2023 13:00","9733","9714"
"29.01.2023 13:00 - 29.01.2023 14:00","9707","9668"
"29.01.2023 14:00 - 29.01.2023 15:00","9755","9675"
"29.01.2023 15:00 - 29.01.2023 16:00","9959","9849"
"29.01.2023 16:00 - 29.01.2023 17:00","10207","10153"
"29.01.2023 17:00 - 29.01.2023 18:00","10303","10169"
"29.01.2023 18:00 - 29.01.2023 19:00","10296","10186"
"29.01.2023 19:00 - 29.01.2023 20:00","10115","9977"
"29.01.2023 20:00 - 29.01.2023 21:00","9798","9635"
"29.01.2023 21:00 - 29.01.2023 22:00","9940","9921"
"29.01.2023 22:00 - 29.01.2023 23:00","9824","9809"
"29.01.2023 23:00 - 30.01.2023 00:00","9458","9411"
"30.01.2023 00:00 - 30.01.2023 01:00","8951","9158"
"30.01.2023 01:00 - 30.01.2023 02:00","8853","9025"
"30.01.2023 02:00 - 30.01.2023 03:00","8768","8930"
"30.01.2023 03:00 - 30.01.2023 04:00","8872","9029"
"30.01.2023 04:00 - 30.01.2023 05:00","9170","9272"
"30.01.2023 05:00 - 30.01.2023 06:00","9832","9848"
"30.01.2023 06:00 - 30.01.2023 07:00","10253","10224"
"30.01.2023 07:00 - 30.01.2023 08:00","10409","10412"
"30.01.2023 08:00 - 30.01.2023 09:00","10406","10296"
"30.01.2023 09:00 - 30.01.2023 10:00","10440","10384"
"30.01.2023 10:00 - 30.01.2023 11:00","10444","10347"
"30.01.2023 11:00 - 30.01.2023 12:00","10409","10232"
"30.01.2023 12:00 - 30.01.2023 13:00","10315","10119"
"30.01.2023 13:00 - 30.01.2023 14:00","10277","10096"
"30.01.2023 14:00 - 30.01.2023 15:00","10280","10092"
"30.01.2023 15:00 - 30.01.2023 16:00","10360","10304"
"30.01.2023 16:00 - 30.01.2023 17:00","10531","10540"
"30.01.2023 17:00 - 30.01.2023 18:00","10546","10567"
"30.01.2023 18:00 - 30.01.2023 19:00","10526","10592"
"30.01.2023 19:00 - 30.01.2023 20:00","10338","10417"
"30.01.2023 20:00 - 30.01.2023 21:00","9991","10079"
"30.01.2023 21:00 - 30.01.2023 22:00","10075","10152"
"30.01.2023 22:00 - 30.01.2023 23:00","9925","9929"
"30.01.2023 23:00 - 31.01.2023 00:00","9553","9517"
"31.01.2023 00:00 - 31.01.2023 01:00","9309","9238"
"31.01.2023 01:00 - 31.01.2023 02:00","9199","9082"
"31.01.2023 02:00 - 31.01.2023 03:00","9157","8958"
"31.01.2023 03:00 - 31.01.2023 04:00","9230","8973"
"31.01.2023 04:00 - 31.01.2023 05:00","9503","9223"
"31.01.2023 05:00 - 31.01.2023 06:00","10153","9944"
"31.01.2023 06:00 - 31.01.2023 07:00","10516","10366"
"31.01.2023 07:00 - 31.01.2023 08:00","10671","10539"
"31.01.2023 08:00 - 31.01.2023 09:00","10622","10464"
"31.01.2023 09:00 - 31.01.2023 10:00","10631","10485"
"31.01.2023 10:00 - 31.01.2023 11:00","10649","10476"
"31.01.2023 11:00 - 31.01.2023 12:00","10582","10380"
"31.01.2023 12:00 - 31.01.2023 13:00","10515","10342"
"31.01.2023 13:00 - 31.01.2023 14:00","10462","10256"
"31.01.2023 14:00 - 31.01.2023 15:00","10441","10234"
"31.01.2023 15:00 - 31.01.2023 16:00","10545","10316"
"31.01.2023 16:00 - 31.01.2023 17:00","10745","10576"
"31.01.2023 17:00 - 31.01.2023 18:00","10810","10555"
"31.01.2023 18:00 - 31.01.2023 19:00","10842","10510"
"31.01.2023 19:00 - 31.01.2023 20:00","10693","10339"
"31.01.2023 20:00 - 31.01.2023 21:00","10331","9947"
"31.01.2023 21:00 - 31.01.2023 22:00","10426","10023"
"31.01.2023 22:00 - 31.01.2023 23:00","10237","9764"
"31.01.2023 23:00 - 01.02.2023 00:00","9867","9354"
"01.02.2023 00:00 - 01.02.2023 01:00","9274","9083"
"01.02.2023 01:00 - 01.02.2023 02:00","9202","8947"
"01.02.2023 02:00 - 01.02.2023 03:00","9166","8896"
"01.02.2023 03:00 - 01.02.2023 04:00","9267","8977"
"01.02.2023 04:00 - 01.02.2023 05:00","9571","9260"
"01.02.2023 05:00 - 01.02.2023 06:00","10202","9967"
"01.02.2023 06:00 - 01.02.2023 07:00","10576","10374"
"01.02.2023 07:00 - 01.02.2023 08:00","10721","10464"
"01.02.2023 08:00 - 01.02.2023 09:00","10676","10417"
"01.02.2023 09:00 - 01.02.2023 10:00","10727","10388"
"01.02.2023 10:00 - 01.02.2023 11:00","10738","10360"
"01.02.2023 11:00 - 01.02.2023 12:00","10703","10265"
"01.02.2023 12:00 - 01.02.2023 13:00","10631","10167"
"01.02.2023 13:00 - 01.02.2023 14:00","10593","10100"
"01.02.2023 14:00 - 01.02.2023 15:00","10563","10075"
"01.02.2023 15:00 - 01.02.2023 16:00","10669","10209"
"01.02.2023 16:00 - 01.02.2023 17:00","10848","10495"
"01.02.2023 17:00 - 01.02.2023 18:00","10894","10501"
"01.02.2023 18:00 - 01.02.2023 19:00","10906","10520"
"01.02.2023 19:00 - 01.02.2023 20:00","10738","10344"
"01.02.2023 20:00 - 01.02.2023 21:00","10349","9884"
"01.02.2023 21:00 - 01.02.2023 22:00","10397","9934"
"01.02.2023 22:00 - 01.02.2023 23:00","10213","9673"
"01.02.2023 23:00 - 02.02.2023 00:00","9818","9270"
"02.02.2023 00:00 - 02.02.2023 01:00","9177","9034"
"02.02.2023 01:00 - 02.02.2023 02:00","9116","8933"
"02.02.2023 02:00 - 02.02.2023 03:00","9076","8869"
"02.02.2023 03:00 - 02.02.2023 04:00","9190","8899"
"02.02.2023 04:00 - 02.02.2023 05:00","9490","9213"
"02.02.2023 05:00 - 02.02.2023 06:00","10113","9957"
"02.02.2023 06:00 - 02.02.2023 07:00","10484","10355"
"02.02.2023 07:00 - 02.02.2023 08:00","10632","10463"
"02.02.2023 08:00 - 02.02.2023 09:00","10600","10334"
"02.02.2023 09:00 - 02.02.2023 10:00","10691","10254"
"02.02.2023 10:00 - 02.02.2023 11:00","10714","10297"
"02.02.2023 11:00 - 02.02.2023 12:00","10697","10212"
"02.02.2023 12:00 - 02.02.2023 13:00","10649","10100"
"02.02.2023 13:00 - 02.02.2023 14:00","10618","9958"
"02.02.2023 14:00 - 02.02.2023 15:00","10611","10016"
"02.02.2023 15:00 - 02.02.2023 16:00","10702","10143"
"02.02.2023 16:00 - 02.02.2023 17:00","10875","10375"
"02.02.2023 17:00 - 02.02.2023 18:00","10936","10326"
"02.02.2023 18:00 - 02.02.2023 19:00","10936","10312"
"02.02.2023 19:00 - 02.02.2023 20:00","10789","10167"
"02.02.2023 20:00 - 02.02.2023 21:00","10456","9865"
"02.02.2023 21:00 - 02.02.2023 22:00","10524","9996"
"02.02.2023 22:00 - 02.02.2023 23:00","10359","9786"
"02.02.2023 23:00 - 03.02.2023 00:00","10032","9509"
"03.02.2023 00:00 - 03.02.2023 01:00","9232","9306"
"03.02.2023 01:00 - 03.02.2023 02:00","9203","9167"
"03.02.2023 02:00 - 03.02.2023 03:00","9172","9160"
"03.02.2023 03:00 - 03.02.2023 04:00","9294","9233"
"03.02.2023 04:00 - 03.02.2023 05:00","9608","9623"
"03.02.2023 05:00 - 03.02.2023 06:00","10223","10189"
"03.02.2023 06:00 - 03.02.2023 07:00","10615","10595"
"03.02.2023 07:00 - 03.02.2023 08:00","10742","10701"
"03.02.2023 08:00 - 03.02.2023 09:00","10748","10655"
"03.02.2023 09:00 - 03.02.2023 10:00","10845","10652"
"03.02.2023 10:00 - 03.02.2023 11:00","10842","10628"
"03.02.2023 11:00 - 03.02.2023 12:00","10840","10540"
"03.02.2023 12:00 - 03.02.2023 13:00","10786","10398"
"03.02.2023 13:00 - 03.02.2023 14:00","10743","10591"
"03.02.2023 14:00 - 03.02.2023 15:00","10739","10617"
"03.02.2023 15:00 - 03.02.2023 16:00","10848","10742"
"03.02.2023 16:00 - 03.02.2023 17:00","11039","11042"
"03.02.2023 17:00 - 03.02.2023 18:00","11130","11042"
"03.02.2023 18:00 - 03.02.2023 19:00","11067","11027"
"03.02.2023 19:00 - 03.02.2023 20:00","10896","10796"
"03.02.2023 20:00 - 03.02.2023 21:00","10582","10429"
"03.02.2023 21:00 - 03.02.2023 22:00","10709","10493"
"03.02.2023 22:00 - 03.02.2023 23:00","10536","10282"
"03.02.2023 23:00 - 04.02.2023 00:00","10217","9937"
"04.02.2023 00:00 - 04.02.2023 01:00","9708","9688"
"04.02.2023 01:00 - 04.02.2023 02:00","9597","9511"
"04.02.2023 02:00 - 04.02.2023 03:00","9532","9419"
"04.02.2023 03:00 - 04.02.2023 04:00","9585","9427"
"04.02.2023 04:00 - 04.02.2023 05:00","9716","9566"
"04.02.2023 05:00 - 04.02.2023 06:00","9920","9815"
"04.02.2023 06:00 - 04.02.2023 07:00","10011","10023"
"04.02.2023 07:00 - 04.02.2023 08:00","10252","10153"
"04.02.2023 08:00 - 04.02.2023 09:00","10361","10255"
"04.02.2023 09:00 - 04.02.2023 10:00","10519","10360"
"04.02.2023 10:00 - 04.02.2023 11:00","10528","10386"
"04.02.2023 11:00 - 04.02.2023 12:00","10472","10236"
"04.02.2023 12:00 - 04.02.2023 13:00","10391","10274"
"04.02.2023 13:00 - 04.02.2023 14:00","10350","10290"
"04.02.2023 14:00 - 04.02.2023 15:00","10391","10394"
"04.02.2023 15:00 - 04.02.2023 16:00","10597","10629"
"04.02.2023 16:00 - 04.02.2023 17:00","10988","11146"
"04.02.2023 17:00 - 04.02.2023 18:00","11201","11356"
"04.02.2023 18:00 - 04.02.2023 19:00","11166","11358"
"04.02.2023 19:00 - 04.02.2023 20:00","10932","11147"
"04.02.2023 20:00 - 04.02.2023 21:00","10619","10840"
"04.02.2023 21:00 - 04.02.2023 22:00","10733","11030"
"04.02.2023 22:00 - 04.02.2023 23:00","10661","10927"
"04.02.2023 23:00 - 05.02.2023 00:00","10356","10585"
"05.02.2023 00:00 - 05.02.2023 01:00","10155","10356"
"05.02.2023 01:00 - 05.02.2023 02:00","9967","10192"
