"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Austria (AT)","Actual Total Load [MW] - Austria (AT)"
"14.05.2023 19:15 - 14.05.2023 19:30","5748","5996"
"14.05.2023 19:30 - 14.05.2023 19:45","5788","5999"
"14.05.2023 19:45 - 14.05.2023 20:00","5824","6012"
"14.05.2023 20:00 - 14.05.2023 20:15","5872","6004"
"14.05.2023 20:15 - 14.05.2023 20:30","5880","5934"
"14.05.2023 20:30 - 14.05.2023 20:45","5856","5917"
"14.05.2023 20:45 - 14.05.2023 21:00","5796","5845"
"14.05.2023 21:00 - 14.05.2023 21:15","5724","5791"
"14.05.2023 21:15 - 14.05.2023 21:30","5652","5718"
"14.05.2023 21:30 - 14.05.2023 21:45","5576","5650"
"14.05.2023 21:45 - 14.05.2023 22:00","5528","5599"
"14.05.2023 22:00 - 14.05.2023 22:15","5700","5823"
"14.05.2023 22:15 - 14.05.2023 22:30","5636","5774"
"14.05.2023 22:30 - 14.05.2023 22:45","5504","5642"
"14.05.2023 22:45 - 14.05.2023 23:00","5400","5577"
"14.05.2023 23:00 - 14.05.2023 23:15","5344","5478"
"14.05.2023 23:15 - 14.05.2023 23:30","5212","5353"
"14.05.2023 23:30 - 14.05.2023 23:45","5104","5267"
"14.05.2023 23:45 - 15.05.2023 00:00","5016","5232"
"15.05.2023 00:00 - 15.05.2023 00:15","5552","5245"
"15.05.2023 00:15 - 15.05.2023 00:30","5456","5143"
"15.05.2023 00:30 - 15.05.2023 00:45","5364","5046"
"15.05.2023 00:45 - 15.05.2023 01:00","5280","4992"
"15.05.2023 01:00 - 15.05.2023 01:15","5252","4906"
"15.05.2023 01:15 - 15.05.2023 01:30","5188","4853"
"15.05.2023 01:30 - 15.05.2023 01:45","5132","4817"
"15.05.2023 01:45 - 15.05.2023 02:00","5076","4759"
"15.05.2023 02:00 - 15.05.2023 02:15","5136","4850"
"15.05.2023 02:15 - 15.05.2023 02:30","5096","4768"
"15.05.2023 02:30 - 15.05.2023 02:45","5044","4732"
"15.05.2023 02:45 - 15.05.2023 03:00","5016","4709"
"15.05.2023 03:00 - 15.05.2023 03:15","5012","4750"
"15.05.2023 03:15 - 15.05.2023 03:30","4996","4726"
"15.05.2023 03:30 - 15.05.2023 03:45","4992","4696"
"15.05.2023 03:45 - 15.05.2023 04:00","5000","4707"
"15.05.2023 04:00 - 15.05.2023 04:15","5044","4817"
"15.05.2023 04:15 - 15.05.2023 04:30","5096","4831"
"15.05.2023 04:30 - 15.05.2023 04:45","5172","4902"
"15.05.2023 04:45 - 15.05.2023 05:00","5288","5025"
"15.05.2023 05:00 - 15.05.2023 05:15","5504","5281"
"15.05.2023 05:15 - 15.05.2023 05:30","5680","5456"
"15.05.2023 05:30 - 15.05.2023 05:45","5876","5676"
"15.05.2023 05:45 - 15.05.2023 06:00","6120","5873"
"15.05.2023 06:00 - 15.05.2023 06:15","6488","6335"
"15.05.2023 06:15 - 15.05.2023 06:30","6752","6592"
"15.05.2023 06:30 - 15.05.2023 06:45","6944","6764"
"15.05.2023 06:45 - 15.05.2023 07:00","7112","7007"
"15.05.2023 07:00 - 15.05.2023 07:15","7312","7244"
"15.05.2023 07:15 - 15.05.2023 07:30","7420","7397"
"15.05.2023 07:30 - 15.05.2023 07:45","7504","7518"
"15.05.2023 07:45 - 15.05.2023 08:00","7564","7567"
"15.05.2023 08:00 - 15.05.2023 08:15","7636","7663"
"15.05.2023 08:15 - 15.05.2023 08:30","7636","7678"
"15.05.2023 08:30 - 15.05.2023 08:45","7632","7694"
"15.05.2023 08:45 - 15.05.2023 09:00","7612","7685"
"15.05.2023 09:00 - 15.05.2023 09:15","7544","7632"
"15.05.2023 09:15 - 15.05.2023 09:30","7536","7640"
"15.05.2023 09:30 - 15.05.2023 09:45","7528","7673"
"15.05.2023 09:45 - 15.05.2023 10:00","7496","7656"
"15.05.2023 10:00 - 15.05.2023 10:15","7464","7657"
"15.05.2023 10:15 - 15.05.2023 10:30","7432","7686"
"15.05.2023 10:30 - 15.05.2023 10:45","7400","7716"
"15.05.2023 10:45 - 15.05.2023 11:00","7392","7734"
"15.05.2023 11:00 - 15.05.2023 11:15","7372","7785"
"15.05.2023 11:15 - 15.05.2023 11:30","7356","7850"
"15.05.2023 11:30 - 15.05.2023 11:45","7328","7860"
"15.05.2023 11:45 - 15.05.2023 12:00","7264","7816"
"15.05.2023 12:00 - 15.05.2023 12:15","7176","7756"
"15.05.2023 12:15 - 15.05.2023 12:30","7084","7589"
"15.05.2023 12:30 - 15.05.2023 12:45","7032","7487"
"15.05.2023 12:45 - 15.05.2023 13:00","7020","7405"
"15.05.2023 13:00 - 15.05.2023 13:15","7056","7374"
"15.05.2023 13:15 - 15.05.2023 13:30","7024","7263"
"15.05.2023 13:30 - 15.05.2023 13:45","6984","7180"
"15.05.2023 13:45 - 15.05.2023 14:00","6936","7154"
"15.05.2023 14:00 - 15.05.2023 14:15","6920","7150"
"15.05.2023 14:15 - 15.05.2023 14:30","6912","7070"
"15.05.2023 14:30 - 15.05.2023 14:45","6884","7032"
"15.05.2023 14:45 - 15.05.2023 15:00","6880","6960"
"15.05.2023 15:00 - 15.05.2023 15:15","6880","6898"
"15.05.2023 15:15 - 15.05.2023 15:30","6848","6891"
"15.05.2023 15:30 - 15.05.2023 15:45","6832","6822"
"15.05.2023 15:45 - 15.05.2023 16:00","6844","6716"
"15.05.2023 16:00 - 15.05.2023 16:15","6836","6699"
"15.05.2023 16:15 - 15.05.2023 16:30","6836","6709"
"15.05.2023 16:30 - 15.05.2023 16:45","6836","6703"
"15.05.2023 16:45 - 15.05.2023 17:00","6860","6686"
"15.05.2023 17:00 - 15.05.2023 17:15","6876","6706"
"15.05.2023 17:15 - 15.05.2023 17:30","6952","6778"
"15.05.2023 17:30 - 15.05.2023 17:45","7024","6841"
"15.05.2023 17:45 - 15.05.2023 18:00","7080","6932"
"15.05.2023 18:00 - 15.05.2023 18:15","7092","6927"
"15.05.2023 18:15 - 15.05.2023 18:30","7144","6961"
"15.05.2023 18:30 - 15.05.2023 18:45","7192","7008"
"15.05.2023 18:45 - 15.05.2023 19:00","7232","6966"
"15.05.2023 19:00 - 15.05.2023 19:15","7240","6987"
"15.05.2023 19:15 - 15.05.2023 19:30","7232","6943"
"15.05.2023 19:30 - 15.05.2023 19:45","7220","6934"
"15.05.2023 19:45 - 15.05.2023 20:00","7192","6962"
"15.05.2023 20:00 - 15.05.2023 20:15","7168","6933"
"15.05.2023 20:15 - 15.05.2023 20:30","7132","6890"
"15.05.2023 20:30 - 15.05.2023 20:45","7088","6888"
"15.05.2023 20:45 - 15.05.2023 21:00","6988","6854"
"15.05.2023 21:00 - 15.05.2023 21:15","6884","6753"
"15.05.2023 21:15 - 15.05.2023 21:30","6772","6627"
"15.05.2023 21:30 - 15.05.2023 21:45","6628","6518"
"15.05.2023 21:45 - 15.05.2023 22:00","6492","6398"
"15.05.2023 22:00 - 15.05.2023 22:15","6560","6464"
"15.05.2023 22:15 - 15.05.2023 22:30","6460","6380"
"15.05.2023 22:30 - 15.05.2023 22:45","6300","6253"
"15.05.2023 22:45 - 15.05.2023 23:00","6172","6103"
"15.05.2023 23:00 - 15.05.2023 23:15","6072","5990"
"15.05.2023 23:15 - 15.05.2023 23:30","5920","5907"
"15.05.2023 23:30 - 15.05.2023 23:45","5796","5737"
"15.05.2023 23:45 - 16.05.2023 00:00","5696","5675"
"16.05.2023 00:00 - 16.05.2023 00:15","5552","5680"
"16.05.2023 00:15 - 16.05.2023 00:30","5456","5582"
"16.05.2023 00:30 - 16.05.2023 00:45","5364","5502"
"16.05.2023 00:45 - 16.05.2023 01:00","5280","5371"
"16.05.2023 01:00 - 16.05.2023 01:15","5252","5314"
"16.05.2023 01:15 - 16.05.2023 01:30","5188","5240"
"16.05.2023 01:30 - 16.05.2023 01:45","5132","5199"
"16.05.2023 01:45 - 16.05.2023 02:00","5076","5162"
"16.05.2023 02:00 - 16.05.2023 02:15","5136","5164"
"16.05.2023 02:15 - 16.05.2023 02:30","5096","5129"
"16.05.2023 02:30 - 16.05.2023 02:45","5044","5102"
"16.05.2023 02:45 - 16.05.2023 03:00","5016","5032"
"16.05.2023 03:00 - 16.05.2023 03:15","5012","4980"
"16.05.2023 03:15 - 16.05.2023 03:30","4996","4984"
"16.05.2023 03:30 - 16.05.2023 03:45","4992","4967"
"16.05.2023 03:45 - 16.05.2023 04:00","5000","4985"
"16.05.2023 04:00 - 16.05.2023 04:15","5044","5098"
"16.05.2023 04:15 - 16.05.2023 04:30","5096","5137"
"16.05.2023 04:30 - 16.05.2023 04:45","5172","5171"
"16.05.2023 04:45 - 16.05.2023 05:00","5288","5239"
"16.05.2023 05:00 - 16.05.2023 05:15","5504","5458"
"16.05.2023 05:15 - 16.05.2023 05:30","5680","5603"
"16.05.2023 05:30 - 16.05.2023 05:45","5876","5788"
"16.05.2023 05:45 - 16.05.2023 06:00","6120","5988"
"16.05.2023 06:00 - 16.05.2023 06:15","6488","6367"
"16.05.2023 06:15 - 16.05.2023 06:30","6752","6653"
"16.05.2023 06:30 - 16.05.2023 06:45","6944","6868"
"16.05.2023 06:45 - 16.05.2023 07:00","7112","7054"
"16.05.2023 07:00 - 16.05.2023 07:15","7312","7296"
"16.05.2023 07:15 - 16.05.2023 07:30","7420","7382"
"16.05.2023 07:30 - 16.05.2023 07:45","7504","7492"
"16.05.2023 07:45 - 16.05.2023 08:00","7564","7607"
"16.05.2023 08:00 - 16.05.2023 08:15","7636","7662"
"16.05.2023 08:15 - 16.05.2023 08:30","7636","7730"
"16.05.2023 08:30 - 16.05.2023 08:45","7632","7804"
"16.05.2023 08:45 - 16.05.2023 09:00","7612","7852"
"16.05.2023 09:00 - 16.05.2023 09:15","7544","7820"
"16.05.2023 09:15 - 16.05.2023 09:30","7536","7859"
"16.05.2023 09:30 - 16.05.2023 09:45","7528","7957"
"16.05.2023 09:45 - 16.05.2023 10:00","7496","8021"
"16.05.2023 10:00 - 16.05.2023 10:15","7464","8072"
"16.05.2023 10:15 - 16.05.2023 10:30","7432","8170"
"16.05.2023 10:30 - 16.05.2023 10:45","7400","8272"
"16.05.2023 10:45 - 16.05.2023 11:00","7392","8338"
"16.05.2023 11:00 - 16.05.2023 11:15","7372","8379"
"16.05.2023 11:15 - 16.05.2023 11:30","7356","8449"
"16.05.2023 11:30 - 16.05.2023 11:45","7328","8475"
"16.05.2023 11:45 - 16.05.2023 12:00","7264","8509"
"16.05.2023 12:00 - 16.05.2023 12:15","7176","8514"
"16.05.2023 12:15 - 16.05.2023 12:30","7084","8461"
"16.05.2023 12:30 - 16.05.2023 12:45","7032","8484"
"16.05.2023 12:45 - 16.05.2023 13:00","7020","8454"
"16.05.2023 13:00 - 16.05.2023 13:15","7056","8457"
"16.05.2023 13:15 - 16.05.2023 13:30","7024","8412"
"16.05.2023 13:30 - 16.05.2023 13:45","6984","8331"
"16.05.2023 13:45 - 16.05.2023 14:00","6936","8235"
"16.05.2023 14:00 - 16.05.2023 14:15","6920","8214"
"16.05.2023 14:15 - 16.05.2023 14:30","6912","8150"
"16.05.2023 14:30 - 16.05.2023 14:45","6884","8040"
"16.05.2023 14:45 - 16.05.2023 15:00","6880","7978"
"16.05.2023 15:00 - 16.05.2023 15:15","6880","7919"
"16.05.2023 15:15 - 16.05.2023 15:30","6848","7922"
"16.05.2023 15:30 - 16.05.2023 15:45","6832","7916"
"16.05.2023 15:45 - 16.05.2023 16:00","6844","7874"
"16.05.2023 16:00 - 16.05.2023 16:15","6836","7873"
"16.05.2023 16:15 - 16.05.2023 16:30","6836","7871"
"16.05.2023 16:30 - 16.05.2023 16:45","6836","7862"
"16.05.2023 16:45 - 16.05.2023 17:00","6860","7851"
"16.05.2023 17:00 - 16.05.2023 17:15","6876","7784"
"16.05.2023 17:15 - 16.05.2023 17:30","6952","7773"
"16.05.2023 17:30 - 16.05.2023 17:45","7024","7820"
"16.05.2023 17:45 - 16.05.2023 18:00","7080","7811"
"16.05.2023 18:00 - 16.05.2023 18:15","7092","7790"
"16.05.2023 18:15 - 16.05.2023 18:30","7144","7770"
"16.05.2023 18:30 - 16.05.2023 18:45","7192","7730"
"16.05.2023 18:45 - 16.05.2023 19:00","7232","7704"
"16.05.2023 19:00 - 16.05.2023 19:15","7240","7608"
"16.05.2023 19:15 - 16.05.2023 19:30","7232","7564"
"16.05.2023 19:30 - 16.05.2023 19:45","7220","7470"
"16.05.2023 19:45 - 16.05.2023 20:00","7192","7390"
"16.05.2023 20:00 - 16.05.2023 20:15","7168","7350"
"16.05.2023 20:15 - 16.05.2023 20:30","7132","7255"
"16.05.2023 20:30 - 16.05.2023 20:45","7088","7158"
"16.05.2023 20:45 - 16.05.2023 21:00","6988","7035"
"16.05.2023 21:00 - 16.05.2023 21:15","6884","6968"
"16.05.2023 21:15 - 16.05.2023 21:30","6772","6827"
"16.05.2023 21:30 - 16.05.2023 21:45","6628","6682"
"16.05.2023 21:45 - 16.05.2023 22:00","6492","6559"
"16.05.2023 22:00 - 16.05.2023 22:15","6560","6654"
"16.05.2023 22:15 - 16.05.2023 22:30","6460","6586"
"16.05.2023 22:30 - 16.05.2023 22:45","6300","6432"
"16.05.2023 22:45 - 16.05.2023 23:00","6172","6331"
"16.05.2023 23:00 - 16.05.2023 23:15","6072","6225"
"16.05.2023 23:15 - 16.05.2023 23:30","5920","6066"
"16.05.2023 23:30 - 16.05.2023 23:45","5796","5935"
"16.05.2023 23:45 - 17.05.2023 00:00","5696","5846"
"17.05.2023 00:00 - 17.05.2023 00:15","5664","5907"
"17.05.2023 00:15 - 17.05.2023 00:30","5568","5823"
"17.05.2023 00:30 - 17.05.2023 00:45","5464","5728"
"17.05.2023 00:45 - 17.05.2023 01:00","5380","5660"
"17.05.2023 01:00 - 17.05.2023 01:15","5360","5619"
"17.05.2023 01:15 - 17.05.2023 01:30","5292","5563"
"17.05.2023 01:30 - 17.05.2023 01:45","5232","5511"
"17.05.2023 01:45 - 17.05.2023 02:00","5172","5488"
"17.05.2023 02:00 - 17.05.2023 02:15","5228","5522"
"17.05.2023 02:15 - 17.05.2023 02:30","5188","5473"
"17.05.2023 02:30 - 17.05.2023 02:45","5136","5466"
"17.05.2023 02:45 - 17.05.2023 03:00","5112","5444"
"17.05.2023 03:00 - 17.05.2023 03:15","5108","5392"
"17.05.2023 03:15 - 17.05.2023 03:30","5084","5376"
"17.05.2023 03:30 - 17.05.2023 03:45","5072","5386"
"17.05.2023 03:45 - 17.05.2023 04:00","5088","5398"
"17.05.2023 04:00 - 17.05.2023 04:15","5132","5446"
"17.05.2023 04:15 - 17.05.2023 04:30","5180","5447"
"17.05.2023 04:30 - 17.05.2023 04:45","5252","5524"
"17.05.2023 04:45 - 17.05.2023 05:00","5372","5619"
"17.05.2023 05:00 - 17.05.2023 05:15","5580","5868"
"17.05.2023 05:15 - 17.05.2023 05:30","5712","6038"
"17.05.2023 05:30 - 17.05.2023 05:45","5900","6210"
"17.05.2023 05:45 - 17.05.2023 06:00","6132","6381"
"17.05.2023 06:00 - 17.05.2023 06:15","6492","6761"
"17.05.2023 06:15 - 17.05.2023 06:30","6748","6985"
"17.05.2023 06:30 - 17.05.2023 06:45","6936","7247"
"17.05.2023 06:45 - 17.05.2023 07:00","7104","7446"
"17.05.2023 07:00 - 17.05.2023 07:15","7300","7682"
"17.05.2023 07:15 - 17.05.2023 07:30","7420","7828"
"17.05.2023 07:30 - 17.05.2023 07:45","7512","7979"
"17.05.2023 07:45 - 17.05.2023 08:00","7584","8111"
"17.05.2023 08:00 - 17.05.2023 08:15","7648","8200"
"17.05.2023 08:15 - 17.05.2023 08:30","7664","8270"
"17.05.2023 08:30 - 17.05.2023 08:45","7652","8334"
"17.05.2023 08:45 - 17.05.2023 09:00","7656","8421"
"17.05.2023 09:00 - 17.05.2023 09:15","7600","8389"
"17.05.2023 09:15 - 17.05.2023 09:30","7612","8430"
"17.05.2023 09:30 - 17.05.2023 09:45","7632","8555"
"17.05.2023 09:45 - 17.05.2023 10:00","7624","8544"
"17.05.2023 10:00 - 17.05.2023 10:15","7592","8584"
"17.05.2023 10:15 - 17.05.2023 10:30","7580","8592"
"17.05.2023 10:30 - 17.05.2023 10:45","7584","8594"
"17.05.2023 10:45 - 17.05.2023 11:00","7588","8607"
"17.05.2023 11:00 - 17.05.2023 11:15","7580","8615"
"17.05.2023 11:15 - 17.05.2023 11:30","7584","8612"
"17.05.2023 11:30 - 17.05.2023 11:45","7584","8627"
"17.05.2023 11:45 - 17.05.2023 12:00","7564","8560"
"17.05.2023 12:00 - 17.05.2023 12:15","7476","8490"
"17.05.2023 12:15 - 17.05.2023 12:30","7388","8437"
"17.05.2023 12:30 - 17.05.2023 12:45","7348","8425"
"17.05.2023 12:45 - 17.05.2023 13:00","7308","8406"
"17.05.2023 13:00 - 17.05.2023 13:15","7356","8424"
"17.05.2023 13:15 - 17.05.2023 13:30","7332","8421"
"17.05.2023 13:30 - 17.05.2023 13:45","7288","8356"
"17.05.2023 13:45 - 17.05.2023 14:00","7232","8290"
"17.05.2023 14:00 - 17.05.2023 14:15","7224","8304"
"17.05.2023 14:15 - 17.05.2023 14:30","7208","8256"
"17.05.2023 14:30 - 17.05.2023 14:45","7180","8212"
"17.05.2023 14:45 - 17.05.2023 15:00","7172","8175"
"17.05.2023 15:00 - 17.05.2023 15:15","7176","8128"
"17.05.2023 15:15 - 17.05.2023 15:30","7168","8104"
"17.05.2023 15:30 - 17.05.2023 15:45","7160","8056"
"17.05.2023 15:45 - 17.05.2023 16:00","7180","7940"
"17.05.2023 16:00 - 17.05.2023 16:15","7196","7873"
"17.05.2023 16:15 - 17.05.2023 16:30","7188","7838"
"17.05.2023 16:30 - 17.05.2023 16:45","7172","7787"
"17.05.2023 16:45 - 17.05.2023 17:00","7192","7775"
"17.05.2023 17:00 - 17.05.2023 17:15","7204","7784"
"17.05.2023 17:15 - 17.05.2023 17:30","7252","7740"
"17.05.2023 17:30 - 17.05.2023 17:45","7316","7704"
"17.05.2023 17:45 - 17.05.2023 18:00","7344","7651"
"17.05.2023 18:00 - 17.05.2023 18:15","7316","7608"
"17.05.2023 18:15 - 17.05.2023 18:30","7336","7602"
"17.05.2023 18:30 - 17.05.2023 18:45","7356","7552"
"17.05.2023 18:45 - 17.05.2023 19:00","7360","7552"
"17.05.2023 19:00 - 17.05.2023 19:15","7352","7576"
"17.05.2023 19:15 - 17.05.2023 19:30","7320","7515"
"17.05.2023 19:30 - 17.05.2023 19:45","7284","7442"
"17.05.2023 19:45 - 17.05.2023 20:00","7232","7371"
"17.05.2023 20:00 - 17.05.2023 20:15","7176","7297"
"17.05.2023 20:15 - 17.05.2023 20:30","7116","7226"
"17.05.2023 20:30 - 17.05.2023 20:45","7052","7131"
"17.05.2023 20:45 - 17.05.2023 21:00","6944","7105"
"17.05.2023 21:00 - 17.05.2023 21:15","6832","6953"
"17.05.2023 21:15 - 17.05.2023 21:30","6704","6827"
"17.05.2023 21:30 - 17.05.2023 21:45","6576","6708"
"17.05.2023 21:45 - 17.05.2023 22:00","6448","6558"
"17.05.2023 22:00 - 17.05.2023 22:15","6528","6592"
"17.05.2023 22:15 - 17.05.2023 22:30","6428","6524"
"17.05.2023 22:30 - 17.05.2023 22:45","6260","6387"
"17.05.2023 22:45 - 17.05.2023 23:00","6120","6255"
"17.05.2023 23:00 - 17.05.2023 23:15","6024","6147"
"17.05.2023 23:15 - 17.05.2023 23:30","5876","5989"
"17.05.2023 23:30 - 17.05.2023 23:45","5748","5882"
"17.05.2023 23:45 - 18.05.2023 00:00","5656","5773"
"18.05.2023 00:00 - 18.05.2023 00:15","5052","5825"
"18.05.2023 00:15 - 18.05.2023 00:30","4964","5710"
"18.05.2023 00:30 - 18.05.2023 00:45","4860","5644"
"18.05.2023 00:45 - 18.05.2023 01:00","4776","5531"
"18.05.2023 01:00 - 18.05.2023 01:15","4752","5423"
"18.05.2023 01:15 - 18.05.2023 01:30","4672","5392"
"18.05.2023 01:30 - 18.05.2023 01:45","4604","5340"
"18.05.2023 01:45 - 18.05.2023 02:00","4564","5263"
"18.05.2023 02:00 - 18.05.2023 02:15","4636","5335"
"18.05.2023 02:15 - 18.05.2023 02:30","4580","5288"
"18.05.2023 02:30 - 18.05.2023 02:45","4524","5239"
"18.05.2023 02:45 - 18.05.2023 03:00","4484","5204"
"18.05.2023 03:00 - 18.05.2023 03:15","4480","5160"
"18.05.2023 03:15 - 18.05.2023 03:30","4456","5134"
"18.05.2023 03:30 - 18.05.2023 03:45","4428","5118"
"18.05.2023 03:45 - 18.05.2023 04:00","4416","5098"
"18.05.2023 04:00 - 18.05.2023 04:15","4420","5102"
"18.05.2023 04:15 - 18.05.2023 04:30","4412","5063"
"18.05.2023 04:30 - 18.05.2023 04:45","4424","5082"
"18.05.2023 04:45 - 18.05.2023 05:00","4444","5093"
"18.05.2023 05:00 - 18.05.2023 05:15","4488","5127"
"18.05.2023 05:15 - 18.05.2023 05:30","4520","5116"
"18.05.2023 05:30 - 18.05.2023 05:45","4548","5136"
"18.05.2023 05:45 - 18.05.2023 06:00","4580","5062"
"18.05.2023 06:00 - 18.05.2023 06:15","4632","5130"
"18.05.2023 06:15 - 18.05.2023 06:30","4672","5156"
"18.05.2023 06:30 - 18.05.2023 06:45","4724","5160"
"18.05.2023 06:45 - 18.05.2023 07:00","4768","5239"
"18.05.2023 07:00 - 18.05.2023 07:15","4840","5334"
"18.05.2023 07:15 - 18.05.2023 07:30","4908","5380"
"18.05.2023 07:30 - 18.05.2023 07:45","4964","5410"
"18.05.2023 07:45 - 18.05.2023 08:00","5028","5504"
"18.05.2023 08:00 - 18.05.2023 08:15","5120","5604"
"18.05.2023 08:15 - 18.05.2023 08:30","5184","5660"
"18.05.2023 08:30 - 18.05.2023 08:45","5248","5728"
"18.05.2023 08:45 - 18.05.2023 09:00","5300","5837"
"18.05.2023 09:00 - 18.05.2023 09:15","5376","5884"
"18.05.2023 09:15 - 18.05.2023 09:30","5420","5970"
"18.05.2023 09:30 - 18.05.2023 09:45","5480","6029"
"18.05.2023 09:45 - 18.05.2023 10:00","5516","6078"
"18.05.2023 10:00 - 18.05.2023 10:15","5584","6148"
"18.05.2023 10:15 - 18.05.2023 10:30","5620","6215"
"18.05.2023 10:30 - 18.05.2023 10:45","5664","6260"
"18.05.2023 10:45 - 18.05.2023 11:00","5708","6316"
"18.05.2023 11:00 - 18.05.2023 11:15","5764","6363"
"18.05.2023 11:15 - 18.05.2023 11:30","5832","6403"
"18.05.2023 11:30 - 18.05.2023 11:45","5852","6431"
"18.05.2023 11:45 - 18.05.2023 12:00","5816","6385"
"18.05.2023 12:00 - 18.05.2023 12:15","5768","6376"
"18.05.2023 12:15 - 18.05.2023 12:30","5708","6239"
"18.05.2023 12:30 - 18.05.2023 12:45","5640","6176"
"18.05.2023 12:45 - 18.05.2023 13:00","5592","6122"
"18.05.2023 13:00 - 18.05.2023 13:15","5536","6112"
"18.05.2023 13:15 - 18.05.2023 13:30","5476","6049"
"18.05.2023 13:30 - 18.05.2023 13:45","5424","5988"
"18.05.2023 13:45 - 18.05.2023 14:00","5360","5948"
"18.05.2023 14:00 - 18.05.2023 14:15","5292","5892"
"18.05.2023 14:15 - 18.05.2023 14:30","5240","5887"
"18.05.2023 14:30 - 18.05.2023 14:45","5192","5876"
"18.05.2023 14:45 - 18.05.2023 15:00","5168","5856"
"18.05.2023 15:00 - 18.05.2023 15:15","5176","5819"
"18.05.2023 15:15 - 18.05.2023 15:30","5168","5775"
"18.05.2023 15:30 - 18.05.2023 15:45","5172","5744"
"18.05.2023 15:45 - 18.05.2023 16:00","5180","5726"
"18.05.2023 16:00 - 18.05.2023 16:15","5212","5769"
"18.05.2023 16:15 - 18.05.2023 16:30","5244","5736"
"18.05.2023 16:30 - 18.05.2023 16:45","5296","5738"
"18.05.2023 16:45 - 18.05.2023 17:00","5352","5774"
"18.05.2023 17:00 - 18.05.2023 17:15","5412","5815"
"18.05.2023 17:15 - 18.05.2023 17:30","5500","5859"
"18.05.2023 17:30 - 18.05.2023 17:45","5572","5920"
"18.05.2023 17:45 - 18.05.2023 18:00","5636","5948"
"18.05.2023 18:00 - 18.05.2023 18:15","5684","6020"
"18.05.2023 18:15 - 18.05.2023 18:30","5744","6021"
"18.05.2023 18:30 - 18.05.2023 18:45","5784","6006"
"18.05.2023 18:45 - 18.05.2023 19:00","5832","6024"
"18.05.2023 19:00 - 18.05.2023 19:15","5872","6009"
"18.05.2023 19:15 - 18.05.2023 19:30","5900","5993"
"18.05.2023 19:30 - 18.05.2023 19:45","5920","6022"
"18.05.2023 19:45 - 18.05.2023 20:00","5936","6001"
"18.05.2023 20:00 - 18.05.2023 20:15","5940","6081"
"18.05.2023 20:15 - 18.05.2023 20:30","5908","6066"
"18.05.2023 20:30 - 18.05.2023 20:45","5876","6043"
"18.05.2023 20:45 - 18.05.2023 21:00","5828","6033"
"18.05.2023 21:00 - 18.05.2023 21:15","5768","5968"
"18.05.2023 21:15 - 18.05.2023 21:30","5692","5896"
"18.05.2023 21:30 - 18.05.2023 21:45","5612","5812"
"18.05.2023 21:45 - 18.05.2023 22:00","5568","5742"
"18.05.2023 22:00 - 18.05.2023 22:15","5740","5878"
"18.05.2023 22:15 - 18.05.2023 22:30","5672","5808"
"18.05.2023 22:30 - 18.05.2023 22:45","5544","5681"
"18.05.2023 22:45 - 18.05.2023 23:00","5440","5561"
"18.05.2023 23:00 - 18.05.2023 23:15","5372","5462"
"18.05.2023 23:15 - 18.05.2023 23:30","5248","5310"
"18.05.2023 23:30 - 18.05.2023 23:45","5136","5237"
"18.05.2023 23:45 - 19.05.2023 00:00","5060","5150"
"19.05.2023 00:00 - 19.05.2023 00:15","5596","5205"
"19.05.2023 00:15 - 19.05.2023 00:30","5512","5108"
"19.05.2023 00:30 - 19.05.2023 00:45","5400","4998"
"19.05.2023 00:45 - 19.05.2023 01:00","5312","4934"
"19.05.2023 01:00 - 19.05.2023 01:15","5276","4907"
"19.05.2023 01:15 - 19.05.2023 01:30","5204","4858"
"19.05.2023 01:30 - 19.05.2023 01:45","5140","4752"
"19.05.2023 01:45 - 19.05.2023 02:00","5076","4726"
"19.05.2023 02:00 - 19.05.2023 02:15","5124","4813"
"19.05.2023 02:15 - 19.05.2023 02:30","5072","4748"
"19.05.2023 02:30 - 19.05.2023 02:45","5012","4742"
"19.05.2023 02:45 - 19.05.2023 03:00","4968","4714"
"19.05.2023 03:00 - 19.05.2023 03:15","4944","4680"
"19.05.2023 03:15 - 19.05.2023 03:30","4912","4649"
"19.05.2023 03:30 - 19.05.2023 03:45","4896","4661"
"19.05.2023 03:45 - 19.05.2023 04:00","4880","4693"
"19.05.2023 04:00 - 19.05.2023 04:15","4900","4746"
"19.05.2023 04:15 - 19.05.2023 04:30","4920","4764"
"19.05.2023 04:30 - 19.05.2023 04:45","4940","4789"
"19.05.2023 04:45 - 19.05.2023 05:00","4976","4830"
"19.05.2023 05:00 - 19.05.2023 05:15","5056","5072"
"19.05.2023 05:15 - 19.05.2023 05:30","5116","5189"
"19.05.2023 05:30 - 19.05.2023 05:45","5188","5241"
"19.05.2023 05:45 - 19.05.2023 06:00","5268","5362"
"19.05.2023 06:00 - 19.05.2023 06:15","5368","5689"
"19.05.2023 06:15 - 19.05.2023 06:30","5452","5826"
"19.05.2023 06:30 - 19.05.2023 06:45","5520","5943"
"19.05.2023 06:45 - 19.05.2023 07:00","5584","6059"
