"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Spain (ES)","Generation - Solar  [MW] Current / Spain (ES)","Generation - Wind Offshore  [MW] Day Ahead/ Spain (ES)","Generation - Wind Offshore  [MW] Current / Spain (ES)","Generation - Wind Onshore  [MW] Day Ahead/ Spain (ES)","Generation - Wind Onshore  [MW] Current / Spain (ES)"
"13.01.2022 08:00 - 13.01.2022 09:00","100","107","n/e","n/e","5230","5994"
"13.01.2022 09:00 - 13.01.2022 10:00","2479","2252","n/e","n/e","5133","5752"
"13.01.2022 10:00 - 13.01.2022 11:00","5386","5010","n/e","n/e","4939","5120"
"13.01.2022 11:00 - 13.01.2022 12:00","7210","7074","n/e","n/e","4700","4584"
"13.01.2022 12:00 - 13.01.2022 13:00","8172","8366","n/e","n/e","4506","4223"
"13.01.2022 13:00 - 13.01.2022 14:00","8442","8897","n/e","n/e","4406","4116"
"13.01.2022 14:00 - 13.01.2022 15:00","8383","8673","n/e","n/e","4354","3989"
"13.01.2022 15:00 - 13.01.2022 16:00","7937","7938","n/e","n/e","4330","3802"
"13.01.2022 16:00 - 13.01.2022 17:00","6567","6214","n/e","n/e","4394","3771"
"13.01.2022 17:00 - 13.01.2022 18:00","3117","2777","n/e","n/e","4432","3606"
"13.01.2022 18:00 - 13.01.2022 19:00","329","312","n/e","n/e","4532","3642"
"13.01.2022 19:00 - 13.01.2022 20:00","45","68","n/e","n/e","4788","4149"
"13.01.2022 20:00 - 13.01.2022 21:00","36","38","n/e","n/e","5059","4426"
"13.01.2022 21:00 - 13.01.2022 22:00","29","17","n/e","n/e","5235","4842"
"13.01.2022 22:00 - 13.01.2022 23:00","25","18","n/e","n/e","5259","5062"
"13.01.2022 23:00 - 14.01.2022 00:00","23","14","n/e","n/e","5246","5118"
"14.01.2022 00:00 - 14.01.2022 01:00","12","9","n/e","n/e","4962","5128"
"14.01.2022 01:00 - 14.01.2022 02:00","12","8","n/e","n/e","4980","5006"
"14.01.2022 02:00 - 14.01.2022 03:00","11","9","n/e","n/e","4995","5035"
"14.01.2022 03:00 - 14.01.2022 04:00","14","8","n/e","n/e","5004","4956"
"14.01.2022 04:00 - 14.01.2022 05:00","24","11","n/e","n/e","4762","4752"
"14.01.2022 05:00 - 14.01.2022 06:00","24","17","n/e","n/e","4524","4518"
"14.01.2022 06:00 - 14.01.2022 07:00","24","19","n/e","n/e","4320","4497"
"14.01.2022 07:00 - 14.01.2022 08:00","27","21","n/e","n/e","4225","4389"
"14.01.2022 08:00 - 14.01.2022 09:00","119","114","n/e","n/e","4140","4262"
"14.01.2022 09:00 - 14.01.2022 10:00","2084","2019","n/e","n/e","4038","4075"
"14.01.2022 10:00 - 14.01.2022 11:00","5023","4891","n/e","n/e","3826","3905"
"14.01.2022 11:00 - 14.01.2022 12:00","7090","7243","n/e","n/e","3620","3578"
"14.01.2022 12:00 - 14.01.2022 13:00","7954","8122","n/e","n/e","3436","3334"
"14.01.2022 13:00 - 14.01.2022 14:00","8094","8221","n/e","n/e","3193","3053"
"14.01.2022 14:00 - 14.01.2022 15:00","8018","8217","n/e","n/e","2960","2894"
"14.01.2022 15:00 - 14.01.2022 16:00","7584","7608","n/e","n/e","2699","2647"
"14.01.2022 16:00 - 14.01.2022 17:00","6235","5682","n/e","n/e","2508","2367"
"14.01.2022 17:00 - 14.01.2022 18:00","3077","2609","n/e","n/e","2332","2287"
"14.01.2022 18:00 - 14.01.2022 19:00","335","330","n/e","n/e","2231","2270"
"14.01.2022 19:00 - 14.01.2022 20:00","50","55","n/e","n/e","2321","2358"
"14.01.2022 20:00 - 14.01.2022 21:00","37","41","n/e","n/e","2397","2415"
"14.01.2022 21:00 - 14.01.2022 22:00","18","32","n/e","n/e","2499","2460"
"14.01.2022 22:00 - 14.01.2022 23:00","14","18","n/e","n/e","2579","2527"
"14.01.2022 23:00 - 15.01.2022 00:00","11","14","n/e","n/e","2629","2554"
"15.01.2022 00:00 - 15.01.2022 01:00","19","11","n/e","n/e","3416","2600"
"15.01.2022 01:00 - 15.01.2022 02:00","18","12","n/e","n/e","3445","2908"
"15.01.2022 02:00 - 15.01.2022 03:00","19","15","n/e","n/e","3473","3062"
"15.01.2022 03:00 - 15.01.2022 04:00","18","15","n/e","n/e","3509","3234"
"15.01.2022 04:00 - 15.01.2022 05:00","24","16","n/e","n/e","3491","3308"
"15.01.2022 05:00 - 15.01.2022 06:00","17","16","n/e","n/e","3471","3153"
"15.01.2022 06:00 - 15.01.2022 07:00","17","16","n/e","n/e","3447","3004"
"15.01.2022 07:00 - 15.01.2022 08:00","17","17","n/e","n/e","3435","2972"
"15.01.2022 08:00 - 15.01.2022 09:00","114","115","n/e","n/e","3428","2964"
"15.01.2022 09:00 - 15.01.2022 10:00","2171","2028","n/e","n/e","3423","2746"
"15.01.2022 10:00 - 15.01.2022 11:00","5290","5014","n/e","n/e","3126","2589"
"15.01.2022 11:00 - 15.01.2022 12:00","7332","7481","n/e","n/e","2807","2256"
"15.01.2022 12:00 - 15.01.2022 13:00","8219","8366","n/e","n/e","2492","2097"
"15.01.2022 13:00 - 15.01.2022 14:00","8479","8439","n/e","n/e","2584","2101"
"15.01.2022 14:00 - 15.01.2022 15:00","8382","8097","n/e","n/e","2695","2108"
"15.01.2022 15:00 - 15.01.2022 16:00","7869","7690","n/e","n/e","2854","2010"
"15.01.2022 16:00 - 15.01.2022 17:00","6317","6010","n/e","n/e","2815","1977"
"15.01.2022 17:00 - 15.01.2022 18:00","2935","2760","n/e","n/e","2811","1825"
"15.01.2022 18:00 - 15.01.2022 19:00","326","332","n/e","n/e","2853","1923"
"15.01.2022 19:00 - 15.01.2022 20:00","54","76","n/e","n/e","2999","2346"
"15.01.2022 20:00 - 15.01.2022 21:00","41","40","n/e","n/e","3154","2326"
"15.01.2022 21:00 - 15.01.2022 22:00","32","27","n/e","n/e","3333","2347"
"15.01.2022 22:00 - 15.01.2022 23:00","20","19","n/e","n/e","3531","2386"
"15.01.2022 23:00 - 16.01.2022 00:00","17","14","n/e","n/e","3748","2645"
"16.01.2022 00:00 - 16.01.2022 01:00","25","10","n/e","n/e","3171","2867"
"16.01.2022 01:00 - 16.01.2022 02:00","26","9","n/e","n/e","3254","3041"
"16.01.2022 02:00 - 16.01.2022 03:00","25","9","n/e","n/e","3315","3200"
"16.01.2022 03:00 - 16.01.2022 04:00","23","9","n/e","n/e","3390","3113"
"16.01.2022 04:00 - 16.01.2022 05:00","21","10","n/e","n/e","3482","3187"
"16.01.2022 05:00 - 16.01.2022 06:00","11","8","n/e","n/e","3582","3207"
"16.01.2022 06:00 - 16.01.2022 07:00","9","8","n/e","n/e","3614","3084"
"16.01.2022 07:00 - 16.01.2022 08:00","12","9","n/e","n/e","3562","3028"
"16.01.2022 08:00 - 16.01.2022 09:00","125","133","n/e","n/e","3526","2976"
"16.01.2022 09:00 - 16.01.2022 10:00","2493","2260","n/e","n/e","3439","2815"
"16.01.2022 10:00 - 16.01.2022 11:00","5426","5263","n/e","n/e","3013","2396"
"16.01.2022 11:00 - 16.01.2022 12:00","7349","7392","n/e","n/e","2496","1786"
"16.01.2022 12:00 - 16.01.2022 13:00","7987","8494","n/e","n/e","2021","1502"
"16.01.2022 13:00 - 16.01.2022 14:00","8388","8964","n/e","n/e","1857","1732"
"16.01.2022 14:00 - 16.01.2022 15:00","8137","8798","n/e","n/e","1836","1779"
"16.01.2022 15:00 - 16.01.2022 16:00","7453","8168","n/e","n/e","1847","2024"
"16.01.2022 16:00 - 16.01.2022 17:00","5729","6326","n/e","n/e","2071","2122"
"16.01.2022 17:00 - 16.01.2022 18:00","2782","2849","n/e","n/e","2472","2100"
"16.01.2022 18:00 - 16.01.2022 19:00","413","313","n/e","n/e","2981","2575"
"16.01.2022 19:00 - 16.01.2022 20:00","76","58","n/e","n/e","3245","2849"
"16.01.2022 20:00 - 16.01.2022 21:00","71","27","n/e","n/e","3408","3028"
"16.01.2022 21:00 - 16.01.2022 22:00","54","15","n/e","n/e","3543","3271"
"16.01.2022 22:00 - 16.01.2022 23:00","46","21","n/e","n/e","3575","3277"
"16.01.2022 23:00 - 17.01.2022 00:00","37","23","n/e","n/e","3655","3228"
"17.01.2022 00:00 - 17.01.2022 01:00","22","13","n/e","n/e","3088","3233"
"17.01.2022 01:00 - 17.01.2022 02:00","22","15","n/e","n/e","3147","3143"
"17.01.2022 02:00 - 17.01.2022 03:00","22","18","n/e","n/e","3267","2970"
"17.01.2022 03:00 - 17.01.2022 04:00","24","17","n/e","n/e","3228","2831"
"17.01.2022 04:00 - 17.01.2022 05:00","24","21","n/e","n/e","3331","3164"
"17.01.2022 05:00 - 17.01.2022 06:00","24","21","n/e","n/e","3382","3627"
"17.01.2022 06:00 - 17.01.2022 07:00","25","21","n/e","n/e","3504","3793"
"17.01.2022 07:00 - 17.01.2022 08:00","21","20","n/e","n/e","3610","3896"
"17.01.2022 08:00 - 17.01.2022 09:00","160","125","n/e","n/e","3753","3981"
"17.01.2022 09:00 - 17.01.2022 10:00","2714","2310","n/e","n/e","3796","3954"
"17.01.2022 10:00 - 17.01.2022 11:00","5936","5613","n/e","n/e","3405","3412"
"17.01.2022 11:00 - 17.01.2022 12:00","7880","7847","n/e","n/e","2954","2689"
"17.01.2022 12:00 - 17.01.2022 13:00","8747","8652","n/e","n/e","2705","2670"
"17.01.2022 13:00 - 17.01.2022 14:00","9040","8831","n/e","n/e","2820","2669"
"17.01.2022 14:00 - 17.01.2022 15:00","8955","8852","n/e","n/e","2889","2590"
"17.01.2022 15:00 - 17.01.2022 16:00","8589","8587","n/e","n/e","2783","2590"
"17.01.2022 16:00 - 17.01.2022 17:00","7018","7037","n/e","n/e","2926","2657"
"17.01.2022 17:00 - 17.01.2022 18:00","3458","3605","n/e","n/e","3244","2722"
"17.01.2022 18:00 - 17.01.2022 19:00","465","472","n/e","n/e","3721","3084"
"17.01.2022 19:00 - 17.01.2022 20:00","67","70","n/e","n/e","3948","3497"
"17.01.2022 20:00 - 17.01.2022 21:00","49","53","n/e","n/e","3909","3633"
"17.01.2022 21:00 - 17.01.2022 22:00","32","26","n/e","n/e","3838","3519"
"17.01.2022 22:00 - 17.01.2022 23:00","28","24","n/e","n/e","3605","3414"
"17.01.2022 23:00 - 18.01.2022 00:00","28","23","n/e","n/e","3359","2982"
"18.01.2022 00:00 - 18.01.2022 01:00","22","21","n/e","n/e","2941","2823"
"18.01.2022 01:00 - 18.01.2022 02:00","20","16","n/e","n/e","2816","2779"
"18.01.2022 02:00 - 18.01.2022 03:00","14","12","n/e","n/e","2703","2726"
"18.01.2022 03:00 - 18.01.2022 04:00","13","10","n/e","n/e","2584","2619"
"18.01.2022 04:00 - 18.01.2022 05:00","12","9","n/e","n/e","2550","2548"
"18.01.2022 05:00 - 18.01.2022 06:00","13","9","n/e","n/e","2508","2470"
"18.01.2022 06:00 - 18.01.2022 07:00","13","9","n/e","n/e","2472","2414"
"18.01.2022 07:00 - 18.01.2022 08:00","13","8","n/e","n/e","2412","2455"
"18.01.2022 08:00 - 18.01.2022 09:00","161","138","n/e","n/e","2362","2439"
"18.01.2022 09:00 - 18.01.2022 10:00","2754","2455","n/e","n/e","2282","2232"
"18.01.2022 10:00 - 18.01.2022 11:00","6046","5756","n/e","n/e","2101","2104"
"18.01.2022 11:00 - 18.01.2022 12:00","7864","7669","n/e","n/e","1902","1879"
"18.01.2022 12:00 - 18.01.2022 13:00","8608","8874","n/e","n/e","1727","1732"
"18.01.2022 13:00 - 18.01.2022 14:00","8921","9415","n/e","n/e","1630","1685"
"18.01.2022 14:00 - 18.01.2022 15:00","8859","9315","n/e","n/e","1563","1612"
"18.01.2022 15:00 - 18.01.2022 16:00","8490","8872","n/e","n/e","1540","1574"
"18.01.2022 16:00 - 18.01.2022 17:00","6820","6805","n/e","n/e","1602","1612"
"18.01.2022 17:00 - 18.01.2022 18:00","3323","3297","n/e","n/e","1706","1580"
"18.01.2022 18:00 - 18.01.2022 19:00","390","473","n/e","n/e","1825","1743"
"18.01.2022 19:00 - 18.01.2022 20:00","40","78","n/e","n/e","2024","2036"
"18.01.2022 20:00 - 18.01.2022 21:00","42","44","n/e","n/e","2165","2494"
"18.01.2022 21:00 - 18.01.2022 22:00","25","39","n/e","n/e","2308","2489"
"18.01.2022 22:00 - 18.01.2022 23:00","18","33","n/e","n/e","2457","2390"
"18.01.2022 23:00 - 19.01.2022 00:00","11","16","n/e","n/e","2553","2667"
"19.01.2022 00:00 - 19.01.2022 01:00","18","17","n/e","n/e","2660","2598"
"19.01.2022 01:00 - 19.01.2022 02:00","19","14","n/e","n/e","2755","2505"
"19.01.2022 02:00 - 19.01.2022 03:00","19","10","n/e","n/e","2817","2235"
"19.01.2022 03:00 - 19.01.2022 04:00","19","15","n/e","n/e","2795","2152"
"19.01.2022 04:00 - 19.01.2022 05:00","18","16","n/e","n/e","2907","2172"
"19.01.2022 05:00 - 19.01.2022 06:00","12","11","n/e","n/e","3156","2510"
"19.01.2022 06:00 - 19.01.2022 07:00","10","8","n/e","n/e","3501","2773"
"19.01.2022 07:00 - 19.01.2022 08:00","14","17","n/e","n/e","3763","3397"
"19.01.2022 08:00 - 19.01.2022 09:00","164","142","n/e","n/e","4027","3806"
"19.01.2022 09:00 - 19.01.2022 10:00","3016","2338","n/e","n/e","4337","3881"
"19.01.2022 10:00 - 19.01.2022 11:00","6300","5694","n/e","n/e","4194","3676"
"19.01.2022 11:00 - 19.01.2022 12:00","8142","7881","n/e","n/e","3912","3351"
"19.01.2022 12:00 - 19.01.2022 13:00","9041","8864","n/e","n/e","3737","3478"
"19.01.2022 13:00 - 19.01.2022 14:00","9296","9073","n/e","n/e","3957","3828"
"19.01.2022 14:00 - 19.01.2022 15:00","9283","9082","n/e","n/e","4322","3975"
"19.01.2022 15:00 - 19.01.2022 16:00","8990","8879","n/e","n/e","4631","4147"
"19.01.2022 16:00 - 19.01.2022 17:00","7749","7431","n/e","n/e","4918","4197"
"19.01.2022 17:00 - 19.01.2022 18:00","4281","3736","n/e","n/e","5276","4513"
"19.01.2022 18:00 - 19.01.2022 19:00","593","575","n/e","n/e","5835","5379"
"19.01.2022 19:00 - 19.01.2022 20:00","64","64","n/e","n/e","6422","6161"
"19.01.2022 20:00 - 19.01.2022 21:00","45","26","n/e","n/e","6813","6185"
"19.01.2022 21:00 - 19.01.2022 22:00","33","28","n/e","n/e","7160","6191"
"19.01.2022 22:00 - 19.01.2022 23:00","30","29","n/e","n/e","7367","6296"
"19.01.2022 23:00 - 20.01.2022 00:00","29","26","n/e","n/e","7608","6478"
"20.01.2022 00:00 - 20.01.2022 01:00","27","24","n/e","n/e","7209","6881"
"20.01.2022 01:00 - 20.01.2022 02:00","26","24","n/e","n/e","7129","7047"
"20.01.2022 02:00 - 20.01.2022 03:00","22","20","n/e","n/e","7212","7404"
"20.01.2022 03:00 - 20.01.2022 04:00","20","16","n/e","n/e","7298","7752"
"20.01.2022 04:00 - 20.01.2022 05:00","19","19","n/e","n/e","7286","7716"
"20.01.2022 05:00 - 20.01.2022 06:00","18","11","n/e","n/e","7285","7824"
"20.01.2022 06:00 - 20.01.2022 07:00","16","11","n/e","n/e","7212","7471"
"20.01.2022 07:00 - 20.01.2022 08:00","18","10","n/e","n/e","6925","7183"
"20.01.2022 08:00 - 20.01.2022 09:00","134","142","n/e","n/e","6755","7022"
"20.01.2022 09:00 - 20.01.2022 10:00","2425","2469","n/e","n/e","6524","6813"
"20.01.2022 10:00 - 20.01.2022 11:00","5735","5742","n/e","n/e","6163","6194"
"20.01.2022 11:00 - 20.01.2022 12:00","7760","7880","n/e","n/e","5966","6208"
"20.01.2022 12:00 - 20.01.2022 13:00","8577","8923","n/e","n/e","6164","6496"
"20.01.2022 13:00 - 20.01.2022 14:00","8784","9184","n/e","n/e","6438","6597"
"20.01.2022 14:00 - 20.01.2022 15:00","8774","9023","n/e","n/e","6560","7775"
"20.01.2022 15:00 - 20.01.2022 16:00","8526","8701","n/e","n/e","7053","8586"
"20.01.2022 16:00 - 20.01.2022 17:00","7091","7227","n/e","n/e","7626","9039"
"20.01.2022 17:00 - 20.01.2022 18:00","3547","3676","n/e","n/e","8062","9382"
"20.01.2022 18:00 - 20.01.2022 19:00","588","592","n/e","n/e","8756","10074"
"20.01.2022 19:00 - 20.01.2022 20:00","74","69","n/e","n/e","9488","11451"
"20.01.2022 20:00 - 20.01.2022 21:00","50","22","n/e","n/e","10582","12155"
"20.01.2022 21:00 - 20.01.2022 22:00","44","24","n/e","n/e","11402","12584"
"20.01.2022 22:00 - 20.01.2022 23:00","40","34","n/e","n/e","11919","12524"
"20.01.2022 23:00 - 21.01.2022 00:00","32","18","n/e","n/e","11981","12388"
"21.01.2022 00:00 - 21.01.2022 01:00","22","14","n/e","n/e","12472","12616"
"21.01.2022 01:00 - 21.01.2022 02:00","20","14","n/e","n/e","12603","12732"
"21.01.2022 02:00 - 21.01.2022 03:00","16","18","n/e","n/e","12716","12551"
"21.01.2022 03:00 - 21.01.2022 04:00","18","19","n/e","n/e","12728","12226"
"21.01.2022 04:00 - 21.01.2022 05:00","17","20","n/e","n/e","12666","12452"
"21.01.2022 05:00 - 21.01.2022 06:00","17","20","n/e","n/e","12635","12539"
"21.01.2022 06:00 - 21.01.2022 07:00","19","20","n/e","n/e","12597","12682"
"21.01.2022 07:00 - 21.01.2022 08:00","17","19","n/e","n/e","12500","12452"
"21.01.2022 08:00 - 21.01.2022 09:00","164","153","n/e","n/e","12369","12667"
"21.01.2022 09:00 - 21.01.2022 10:00","2769","2514","n/e","n/e","12262","12648"
"21.01.2022 10:00 - 21.01.2022 11:00","6130","5860","n/e","n/e","12184","12436"
"21.01.2022 11:00 - 21.01.2022 12:00","8051","7931","n/e","n/e","12095","12707"
"21.01.2022 12:00 - 21.01.2022 13:00","8900","9003","n/e","n/e","11984","12870"
"21.01.2022 13:00 - 21.01.2022 14:00","9063","9260","n/e","n/e","11798","12561"
"21.01.2022 14:00 - 21.01.2022 15:00","9016","9165","n/e","n/e","11566","12222"
"21.01.2022 15:00 - 21.01.2022 16:00","8736","8754","n/e","n/e","11386","12133"
"21.01.2022 16:00 - 21.01.2022 17:00","7430","7201","n/e","n/e","11370","11992"
"21.01.2022 17:00 - 21.01.2022 18:00","3837","3646","n/e","n/e","11564","12059"
"21.01.2022 18:00 - 21.01.2022 19:00","610","563","n/e","n/e","11927","12184"
"21.01.2022 19:00 - 21.01.2022 20:00","66","63","n/e","n/e","12487","12656"
"21.01.2022 20:00 - 21.01.2022 21:00","39","33","n/e","n/e","12756","13082"
"21.01.2022 21:00 - 21.01.2022 22:00","36","23","n/e","n/e","12785","13469"
"21.01.2022 22:00 - 21.01.2022 23:00","34","23","n/e","n/e","12532","13417"
"21.01.2022 23:00 - 22.01.2022 00:00","30","23","n/e","n/e","12059","12965"
"22.01.2022 00:00 - 22.01.2022 01:00","23","22","n/e","n/e","11516","12807"
"22.01.2022 01:00 - 22.01.2022 02:00","23","21","n/e","n/e","11032","12360"
"22.01.2022 02:00 - 22.01.2022 03:00","15","12","n/e","n/e","10587","12123"
"22.01.2022 03:00 - 22.01.2022 04:00","11","9","n/e","n/e","10159","11342"
"22.01.2022 04:00 - 22.01.2022 05:00","10","9","n/e","n/e","9720","10979"
"22.01.2022 05:00 - 22.01.2022 06:00","10","9","n/e","n/e","9243","10252"
"22.01.2022 06:00 - 22.01.2022 07:00","10","10","n/e","n/e","8782","9752"
"22.01.2022 07:00 - 22.01.2022 08:00","8","10","n/e","n/e","8422","9012"
"22.01.2022 08:00 - 22.01.2022 09:00","116","119","n/e","n/e","8087","8454"
"22.01.2022 09:00 - 22.01.2022 10:00","2107","2121","n/e","n/e","7630","7847"
"22.01.2022 10:00 - 22.01.2022 11:00","4911","4881","n/e","n/e","6837","6648"
"22.01.2022 11:00 - 22.01.2022 12:00","6770","6827","n/e","n/e","5984","5849"
"22.01.2022 12:00 - 22.01.2022 13:00","7687","7813","n/e","n/e","5306","5318"
"22.01.2022 13:00 - 22.01.2022 14:00","7960","8319","n/e","n/e","4781","4571"
"22.01.2022 14:00 - 22.01.2022 15:00","7924","7971","n/e","n/e","4371","4139"
"22.01.2022 15:00 - 22.01.2022 16:00","7680","7857","n/e","n/e","4069","4063"
"22.01.2022 16:00 - 22.01.2022 17:00","6338","6414","n/e","n/e","3987","4295"
"22.01.2022 17:00 - 22.01.2022 18:00","3210","3250","n/e","n/e","4098","4397"
"22.01.2022 18:00 - 22.01.2022 19:00","490","546","n/e","n/e","4396","4592"
"22.01.2022 19:00 - 22.01.2022 20:00","52","60","n/e","n/e","4811","5039"
"22.01.2022 20:00 - 22.01.2022 21:00","24","28","n/e","n/e","5078","5144"
"22.01.2022 21:00 - 22.01.2022 22:00","21","25","n/e","n/e","5164","5177"
"22.01.2022 22:00 - 22.01.2022 23:00","16","25","n/e","n/e","5022","5150"
"22.01.2022 23:00 - 23.01.2022 00:00","14","23","n/e","n/e","4782","5102"
"23.01.2022 00:00 - 23.01.2022 01:00","16","21","n/e","n/e","4665","5111"
"23.01.2022 01:00 - 23.01.2022 02:00","16","21","n/e","n/e","4341","4934"
"23.01.2022 02:00 - 23.01.2022 03:00","16","16","n/e","n/e","4084","4608"
"23.01.2022 03:00 - 23.01.2022 04:00","16","9","n/e","n/e","3825","4250"
"23.01.2022 04:00 - 23.01.2022 05:00","15","10","n/e","n/e","3707","4052"
"23.01.2022 05:00 - 23.01.2022 06:00","15","10","n/e","n/e","3627","4066"
"23.01.2022 06:00 - 23.01.2022 07:00","15","10","n/e","n/e","3575","4068"
"23.01.2022 07:00 - 23.01.2022 08:00","14","11","n/e","n/e","3548","4061"
"23.01.2022 08:00 - 23.01.2022 09:00","115","112","n/e","n/e","3590","4126"
"23.01.2022 09:00 - 23.01.2022 10:00","1698","1821","n/e","n/e","3604","4041"
"23.01.2022 10:00 - 23.01.2022 11:00","4138","4122","n/e","n/e","3483","3933"
"23.01.2022 11:00 - 23.01.2022 12:00","5908","6031","n/e","n/e","3355","3763"
"23.01.2022 12:00 - 23.01.2022 13:00","6836","6941","n/e","n/e","3268","3774"
"23.01.2022 13:00 - 23.01.2022 14:00","7212","7349","n/e","n/e","3177","3655"
"23.01.2022 14:00 - 23.01.2022 15:00","7220","7151","n/e","n/e","3100","3572"
"23.01.2022 15:00 - 23.01.2022 16:00","6896","6582","n/e","n/e","3064","3536"
"23.01.2022 16:00 - 23.01.2022 17:00","5687","5392","n/e","n/e","3225","3566"
"23.01.2022 17:00 - 23.01.2022 18:00","2871","2683","n/e","n/e","3450","3566"
"23.01.2022 18:00 - 23.01.2022 19:00","478","321","n/e","n/e","3716","3761"
"23.01.2022 19:00 - 23.01.2022 20:00","62","18","n/e","n/e","3912","3986"
"23.01.2022 20:00 - 23.01.2022 21:00","39","3","n/e","n/e","4084","4253"
"23.01.2022 21:00 - 23.01.2022 22:00","36","9","n/e","n/e","4250","4411"
"23.01.2022 22:00 - 23.01.2022 23:00","34","11","n/e","n/e","4321","4513"
"23.01.2022 23:00 - 24.01.2022 00:00","27","9","n/e","n/e","4358","4659"
"24.01.2022 00:00 - 24.01.2022 01:00","26","8","n/e","n/e","4588","4739"
"24.01.2022 01:00 - 24.01.2022 02:00","26","9","n/e","n/e","4422","4601"
"24.01.2022 02:00 - 24.01.2022 03:00","23","9","n/e","n/e","4289","4364"
"24.01.2022 03:00 - 24.01.2022 04:00","22","9","n/e","n/e","4154","4153"
"24.01.2022 04:00 - 24.01.2022 05:00","24","10","n/e","n/e","3952","4024"
"24.01.2022 05:00 - 24.01.2022 06:00","16","9","n/e","n/e","3935","3935"
"24.01.2022 06:00 - 24.01.2022 07:00","9","8","n/e","n/e","3815","3843"
"24.01.2022 07:00 - 24.01.2022 08:00","10","9","n/e","n/e","3792","3814"
"24.01.2022 08:00 - 24.01.2022 09:00","114","104","n/e","n/e","3749","3880"
"24.01.2022 09:00 - 24.01.2022 10:00","1830","1713","n/e","n/e","3689","3635"
"24.01.2022 10:00 - 24.01.2022 11:00","4545","4393","n/e","n/e","3575","3378"
"24.01.2022 11:00 - 24.01.2022 12:00","6254","6321","n/e","n/e","3532","3319"
"24.01.2022 12:00 - 24.01.2022 13:00","7041","6955","n/e","n/e","3490","3354"
"24.01.2022 13:00 - 24.01.2022 14:00","7260","6923","n/e","n/e","3397","3294"
"24.01.2022 14:00 - 24.01.2022 15:00","7116","6628","n/e","n/e","3344","3092"
"24.01.2022 15:00 - 24.01.2022 16:00","6525","6194","n/e","n/e","3222","2850"
"24.01.2022 16:00 - 24.01.2022 17:00","5165","4955","n/e","n/e","3272","2705"
"24.01.2022 17:00 - 24.01.2022 18:00","2525","2334","n/e","n/e","3339","2743"
"24.01.2022 18:00 - 24.01.2022 19:00","400","328","n/e","n/e","3448","2918"
"24.01.2022 19:00 - 24.01.2022 20:00","73","81","n/e","n/e","3639","3238"
"24.01.2022 20:00 - 24.01.2022 21:00","61","9","n/e","n/e","3854","3495"
"24.01.2022 21:00 - 24.01.2022 22:00","52","7","n/e","n/e","4061","3570"
"24.01.2022 22:00 - 24.01.2022 23:00","47","11","n/e","n/e","4188","3583"
"24.01.2022 23:00 - 25.01.2022 00:00","32","10","n/e","n/e","4280","3547"
"25.01.2022 00:00 - 25.01.2022 01:00","28","9","n/e","n/e","3864","3479"
"25.01.2022 01:00 - 25.01.2022 02:00","29","10","n/e","n/e","3809","3403"
"25.01.2022 02:00 - 25.01.2022 03:00","25","11","n/e","n/e","3784","3169"
"25.01.2022 03:00 - 25.01.2022 04:00","24","9","n/e","n/e","3734","3102"
"25.01.2022 04:00 - 25.01.2022 05:00","18","8","n/e","n/e","3779","3155"
"25.01.2022 05:00 - 25.01.2022 06:00","7","9","n/e","n/e","3839","3280"
"25.01.2022 06:00 - 25.01.2022 07:00","2","8","n/e","n/e","3904","3605"
"25.01.2022 07:00 - 25.01.2022 08:00","2","8","n/e","n/e","4002","3830"
"25.01.2022 08:00 - 25.01.2022 09:00","116","102","n/e","n/e","4093","4222"
"25.01.2022 09:00 - 25.01.2022 10:00","1815","1858","n/e","n/e","4204","4453"
"25.01.2022 10:00 - 25.01.2022 11:00","4340","4629","n/e","n/e","4296","4348"
"25.01.2022 11:00 - 25.01.2022 12:00","6157","6435","n/e","n/e","4591","4606"
"25.01.2022 12:00 - 25.01.2022 13:00","6948","7270","n/e","n/e","4756","4803"
