"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Austria (AT)","Generation - Solar  [MW] Current / Austria (AT)","Generation - Wind Offshore  [MW] Day Ahead/ Austria (AT)","Generation - Wind Offshore  [MW] Current / Austria (AT)","Generation - Wind Onshore  [MW] Day Ahead/ Austria (AT)","Generation - Wind Onshore  [MW] Current / Austria (AT)"
"04.01.2022 01:30 - 04.01.2022 01:45","0","0","n/e","n/e","636","732"
"04.01.2022 01:45 - 04.01.2022 02:00","0","0","n/e","n/e","620","708"
"04.01.2022 02:00 - 04.01.2022 02:15","0","0","n/e","n/e","604","692"
"04.01.2022 02:15 - 04.01.2022 02:30","0","0","n/e","n/e","600","680"
"04.01.2022 02:30 - 04.01.2022 02:45","0","0","n/e","n/e","592","680"
"04.01.2022 02:45 - 04.01.2022 03:00","0","0","n/e","n/e","584","684"
"04.01.2022 03:00 - 04.01.2022 03:15","0","0","n/e","n/e","576","680"
"04.01.2022 03:15 - 04.01.2022 03:30","0","0","n/e","n/e","568","672"
"04.01.2022 03:30 - 04.01.2022 03:45","0","0","n/e","n/e","556","672"
"04.01.2022 03:45 - 04.01.2022 04:00","0","0","n/e","n/e","548","668"
"04.01.2022 04:00 - 04.01.2022 04:15","0","0","n/e","n/e","544","660"
"04.01.2022 04:15 - 04.01.2022 04:30","0","0","n/e","n/e","548","640"
"04.01.2022 04:30 - 04.01.2022 04:45","0","0","n/e","n/e","556","624"
"04.01.2022 04:45 - 04.01.2022 05:00","0","0","n/e","n/e","560","608"
"04.01.2022 05:00 - 04.01.2022 05:15","0","0","n/e","n/e","576","592"
"04.01.2022 05:15 - 04.01.2022 05:30","0","0","n/e","n/e","592","580"
"04.01.2022 05:30 - 04.01.2022 05:45","0","0","n/e","n/e","612","592"
"04.01.2022 05:45 - 04.01.2022 06:00","0","0","n/e","n/e","632","572"
"04.01.2022 06:00 - 04.01.2022 06:15","0","0","n/e","n/e","648","584"
"04.01.2022 06:15 - 04.01.2022 06:30","0","0","n/e","n/e","664","628"
"04.01.2022 06:30 - 04.01.2022 06:45","0","0","n/e","n/e","680","672"
"04.01.2022 06:45 - 04.01.2022 07:00","0","0","n/e","n/e","692","712"
"04.01.2022 07:00 - 04.01.2022 07:15","0","0","n/e","n/e","696","756"
"04.01.2022 07:15 - 04.01.2022 07:30","0","0","n/e","n/e","692","812"
"04.01.2022 07:30 - 04.01.2022 07:45","0","0","n/e","n/e","684","864"
"04.01.2022 07:45 - 04.01.2022 08:00","16","16","n/e","n/e","680","920"
"04.01.2022 08:00 - 04.01.2022 08:15","44","44","n/e","n/e","676","944"
"04.01.2022 08:15 - 04.01.2022 08:30","48","48","n/e","n/e","680","944"
"04.01.2022 08:30 - 04.01.2022 08:45","52","52","n/e","n/e","684","860"
"04.01.2022 08:45 - 04.01.2022 09:00","60","60","n/e","n/e","688","868"
"04.01.2022 09:00 - 04.01.2022 09:15","76","72","n/e","n/e","704","876"
"04.01.2022 09:15 - 04.01.2022 09:30","88","84","n/e","n/e","732","884"
"04.01.2022 09:30 - 04.01.2022 09:45","100","96","n/e","n/e","764","892"
"04.01.2022 09:45 - 04.01.2022 10:00","108","104","n/e","n/e","792","896"
"04.01.2022 10:00 - 04.01.2022 10:15","124","120","n/e","n/e","824","896"
"04.01.2022 10:15 - 04.01.2022 10:30","140","136","n/e","n/e","860","884"
"04.01.2022 10:30 - 04.01.2022 10:45","152","148","n/e","n/e","896","872"
"04.01.2022 10:45 - 04.01.2022 11:00","164","156","n/e","n/e","932","860"
"04.01.2022 11:00 - 04.01.2022 11:15","168","168","n/e","n/e","968","848"
"04.01.2022 11:15 - 04.01.2022 11:30","176","180","n/e","n/e","1004","832"
"04.01.2022 11:30 - 04.01.2022 11:45","176","188","n/e","n/e","1040","828"
"04.01.2022 11:45 - 04.01.2022 12:00","172","192","n/e","n/e","1080","820"
"04.01.2022 12:00 - 04.01.2022 12:15","164","196","n/e","n/e","1112","828"
"04.01.2022 12:15 - 04.01.2022 12:30","156","204","n/e","n/e","1144","852"
"04.01.2022 12:30 - 04.01.2022 12:45","144","204","n/e","n/e","1176","784"
"04.01.2022 12:45 - 04.01.2022 13:00","132","204","n/e","n/e","1204","800"
"04.01.2022 13:00 - 04.01.2022 13:15","132","204","n/e","n/e","1228","844"
"04.01.2022 13:15 - 04.01.2022 13:30","128","208","n/e","n/e","1240","908"
"04.01.2022 13:30 - 04.01.2022 13:45","124","200","n/e","n/e","1252","976"
"04.01.2022 13:45 - 04.01.2022 14:00","120","184","n/e","n/e","1264","1040"
"04.01.2022 14:00 - 04.01.2022 14:15","116","172","n/e","n/e","1268","1108"
"04.01.2022 14:15 - 04.01.2022 14:30","112","164","n/e","n/e","1272","1176"
"04.01.2022 14:30 - 04.01.2022 14:45","104","148","n/e","n/e","1272","1372"
"04.01.2022 14:45 - 04.01.2022 15:00","100","128","n/e","n/e","1276","1444"
"04.01.2022 15:00 - 04.01.2022 15:15","92","108","n/e","n/e","1296","1500"
"04.01.2022 15:15 - 04.01.2022 15:30","84","92","n/e","n/e","1336","1536"
"04.01.2022 15:30 - 04.01.2022 15:45","76","72","n/e","n/e","1380","1572"
"04.01.2022 15:45 - 04.01.2022 16:00","72","52","n/e","n/e","1420","1612"
"04.01.2022 16:00 - 04.01.2022 16:15","64","44","n/e","n/e","1448","1632"
"04.01.2022 16:15 - 04.01.2022 16:30","8","8","n/e","n/e","1464","1632"
"04.01.2022 16:30 - 04.01.2022 16:45","0","0","n/e","n/e","1480","1632"
"04.01.2022 16:45 - 04.01.2022 17:00","0","0","n/e","n/e","1496","1632"
"04.01.2022 17:00 - 04.01.2022 17:15","0","0","n/e","n/e","1488","1632"
"04.01.2022 17:15 - 04.01.2022 17:30","0","0","n/e","n/e","1452","1624"
"04.01.2022 17:30 - 04.01.2022 17:45","0","0","n/e","n/e","1420","1604"
"04.01.2022 17:45 - 04.01.2022 18:00","0","0","n/e","n/e","1388","1588"
"04.01.2022 18:00 - 04.01.2022 18:15","0","0","n/e","n/e","1372","1552"
"04.01.2022 18:15 - 04.01.2022 18:30","0","0","n/e","n/e","1372","1500"
"04.01.2022 18:30 - 04.01.2022 18:45","0","0","n/e","n/e","1372","1448"
"04.01.2022 18:45 - 04.01.2022 19:00","0","0","n/e","n/e","1372","1392"
"04.01.2022 19:00 - 04.01.2022 19:15","0","0","n/e","n/e","1364","1356"
"04.01.2022 19:15 - 04.01.2022 19:30","0","0","n/e","n/e","1348","1328"
"04.01.2022 19:30 - 04.01.2022 19:45","0","0","n/e","n/e","1332","1304"
"04.01.2022 19:45 - 04.01.2022 20:00","0","0","n/e","n/e","1316","1280"
"04.01.2022 20:00 - 04.01.2022 20:15","0","0","n/e","n/e","1300","1264"
"04.01.2022 20:15 - 04.01.2022 20:30","0","0","n/e","n/e","1284","1252"
"04.01.2022 20:30 - 04.01.2022 20:45","0","0","n/e","n/e","1272","1296"
"04.01.2022 20:45 - 04.01.2022 21:00","0","0","n/e","n/e","1256","1280"
"04.01.2022 21:00 - 04.01.2022 21:15","0","0","n/e","n/e","1236","1268"
"04.01.2022 21:15 - 04.01.2022 21:30","0","0","n/e","n/e","1204","1264"
"04.01.2022 21:30 - 04.01.2022 21:45","0","0","n/e","n/e","1172","1260"
"04.01.2022 21:45 - 04.01.2022 22:00","0","0","n/e","n/e","1144","1260"
"04.01.2022 22:00 - 04.01.2022 22:15","0","0","n/e","n/e","1108","1236"
"04.01.2022 22:15 - 04.01.2022 22:30","0","0","n/e","n/e","1060","1192"
"04.01.2022 22:30 - 04.01.2022 22:45","0","0","n/e","n/e","1016","1148"
"04.01.2022 22:45 - 04.01.2022 23:00","0","0","n/e","n/e","972","1104"
"04.01.2022 23:00 - 04.01.2022 23:15","0","0","n/e","n/e","944","1040"
"04.01.2022 23:15 - 04.01.2022 23:30","0","0","n/e","n/e","936","952"
"04.01.2022 23:30 - 04.01.2022 23:45","0","0","n/e","n/e","924","864"
"04.01.2022 23:45 - 05.01.2022 00:00","0","0","n/e","n/e","916","776"
"05.01.2022 00:00 - 05.01.2022 00:15","0","0","n/e","n/e","656","680"
"05.01.2022 00:15 - 05.01.2022 00:30","0","0","n/e","n/e","628","636"
"05.01.2022 00:30 - 05.01.2022 00:45","0","0","n/e","n/e","596","556"
"05.01.2022 00:45 - 05.01.2022 01:00","0","0","n/e","n/e","568","520"
"05.01.2022 01:00 - 05.01.2022 01:15","0","0","n/e","n/e","536","492"
"05.01.2022 01:15 - 05.01.2022 01:30","0","0","n/e","n/e","504","472"
"05.01.2022 01:30 - 05.01.2022 01:45","0","0","n/e","n/e","468","448"
"05.01.2022 01:45 - 05.01.2022 02:00","0","0","n/e","n/e","436","428"
"05.01.2022 02:00 - 05.01.2022 02:15","0","0","n/e","n/e","416","408"
"05.01.2022 02:15 - 05.01.2022 02:30","0","0","n/e","n/e","412","396"
"05.01.2022 02:30 - 05.01.2022 02:45","0","0","n/e","n/e","408","344"
"05.01.2022 02:45 - 05.01.2022 03:00","0","0","n/e","n/e","408","324"
"05.01.2022 03:00 - 05.01.2022 03:15","0","0","n/e","n/e","416","316"
"05.01.2022 03:15 - 05.01.2022 03:30","0","0","n/e","n/e","440","320"
"05.01.2022 03:30 - 05.01.2022 03:45","0","0","n/e","n/e","464","328"
"05.01.2022 03:45 - 05.01.2022 04:00","0","0","n/e","n/e","488","332"
"05.01.2022 04:00 - 05.01.2022 04:15","0","0","n/e","n/e","516","340"
"05.01.2022 04:15 - 05.01.2022 04:30","0","0","n/e","n/e","556","356"
"05.01.2022 04:30 - 05.01.2022 04:45","0","0","n/e","n/e","592","372"
"05.01.2022 04:45 - 05.01.2022 05:00","0","0","n/e","n/e","628","388"
"05.01.2022 05:00 - 05.01.2022 05:15","0","0","n/e","n/e","684","404"
"05.01.2022 05:15 - 05.01.2022 05:30","0","0","n/e","n/e","748","428"
"05.01.2022 05:30 - 05.01.2022 05:45","0","0","n/e","n/e","816","416"
"05.01.2022 05:45 - 05.01.2022 06:00","0","0","n/e","n/e","884","460"
"05.01.2022 06:00 - 05.01.2022 06:15","0","0","n/e","n/e","936","512"
"05.01.2022 06:15 - 05.01.2022 06:30","0","0","n/e","n/e","980","576"
"05.01.2022 06:30 - 05.01.2022 06:45","0","0","n/e","n/e","1020","636"
"05.01.2022 06:45 - 05.01.2022 07:00","0","0","n/e","n/e","1064","700"
"05.01.2022 07:00 - 05.01.2022 07:15","0","0","n/e","n/e","1088","792"
"05.01.2022 07:15 - 05.01.2022 07:30","0","0","n/e","n/e","1096","912"
"05.01.2022 07:30 - 05.01.2022 07:45","0","0","n/e","n/e","1104","984"
"05.01.2022 07:45 - 05.01.2022 08:00","20","20","n/e","n/e","1108","1080"
"05.01.2022 08:00 - 05.01.2022 08:15","44","44","n/e","n/e","1116","1180"
"05.01.2022 08:15 - 05.01.2022 08:30","44","44","n/e","n/e","1120","1276"
"05.01.2022 08:30 - 05.01.2022 08:45","44","48","n/e","n/e","1128","1372"
"05.01.2022 08:45 - 05.01.2022 09:00","48","48","n/e","n/e","1132","1476"
"05.01.2022 09:00 - 05.01.2022 09:15","52","56","n/e","n/e","1148","1556"
"05.01.2022 09:15 - 05.01.2022 09:30","56","56","n/e","n/e","1180","1612"
"05.01.2022 09:30 - 05.01.2022 09:45","56","60","n/e","n/e","1208","1668"
"05.01.2022 09:45 - 05.01.2022 10:00","60","64","n/e","n/e","1240","1724"
"05.01.2022 10:00 - 05.01.2022 10:15","64","68","n/e","n/e","1260","1728"
"05.01.2022 10:15 - 05.01.2022 10:30","68","72","n/e","n/e","1272","1672"
"05.01.2022 10:30 - 05.01.2022 10:45","72","76","n/e","n/e","1280","1620"
"05.01.2022 10:45 - 05.01.2022 11:00","76","80","n/e","n/e","1292","1568"
"05.01.2022 11:00 - 05.01.2022 11:15","84","84","n/e","n/e","1316","1540"
"05.01.2022 11:15 - 05.01.2022 11:30","92","88","n/e","n/e","1352","1540"
"05.01.2022 11:30 - 05.01.2022 11:45","96","88","n/e","n/e","1392","1520"
"05.01.2022 11:45 - 05.01.2022 12:00","104","92","n/e","n/e","1428","1516"
"05.01.2022 12:00 - 05.01.2022 12:15","108","92","n/e","n/e","1464","1536"
"05.01.2022 12:15 - 05.01.2022 12:30","116","92","n/e","n/e","1496","1576"
"05.01.2022 12:30 - 05.01.2022 12:45","116","92","n/e","n/e","1528","1680"
"05.01.2022 12:45 - 05.01.2022 13:00","120","88","n/e","n/e","1560","1700"
"05.01.2022 13:00 - 05.01.2022 13:15","116","88","n/e","n/e","1616","1732"
"05.01.2022 13:15 - 05.01.2022 13:30","112","88","n/e","n/e","1696","1772"
"05.01.2022 13:30 - 05.01.2022 13:45","108","84","n/e","n/e","1776","1816"
"05.01.2022 13:45 - 05.01.2022 14:00","100","80","n/e","n/e","1856","1856"
"05.01.2022 14:00 - 05.01.2022 14:15","96","76","n/e","n/e","1932","1888"
"05.01.2022 14:15 - 05.01.2022 14:30","92","76","n/e","n/e","2012","1920"
"05.01.2022 14:30 - 05.01.2022 14:45","84","72","n/e","n/e","2088","2004"
"05.01.2022 14:45 - 05.01.2022 15:00","80","64","n/e","n/e","2164","2036"
"05.01.2022 15:00 - 05.01.2022 15:15","72","60","n/e","n/e","2228","2068"
"05.01.2022 15:15 - 05.01.2022 15:30","68","56","n/e","n/e","2280","2104"
"05.01.2022 15:30 - 05.01.2022 15:45","64","52","n/e","n/e","2332","2160"
"05.01.2022 15:45 - 05.01.2022 16:00","60","48","n/e","n/e","2384","2196"
"05.01.2022 16:00 - 05.01.2022 16:15","56","44","n/e","n/e","2412","2228"
"05.01.2022 16:15 - 05.01.2022 16:30","8","8","n/e","n/e","2412","2260"
"05.01.2022 16:30 - 05.01.2022 16:45","0","0","n/e","n/e","2416","2272"
"05.01.2022 16:45 - 05.01.2022 17:00","0","0","n/e","n/e","2416","2312"
"05.01.2022 17:00 - 05.01.2022 17:15","0","0","n/e","n/e","2400","2316"
"05.01.2022 17:15 - 05.01.2022 17:30","0","0","n/e","n/e","2364","2284"
"05.01.2022 17:30 - 05.01.2022 17:45","0","0","n/e","n/e","2324","2256"
"05.01.2022 17:45 - 05.01.2022 18:00","0","0","n/e","n/e","2288","2224"
"05.01.2022 18:00 - 05.01.2022 18:15","0","0","n/e","n/e","2272","2204"
"05.01.2022 18:15 - 05.01.2022 18:30","0","0","n/e","n/e","2280","2196"
"05.01.2022 18:30 - 05.01.2022 18:45","0","0","n/e","n/e","2284","2164"
"05.01.2022 18:45 - 05.01.2022 19:00","0","0","n/e","n/e","2292","2148"
"05.01.2022 19:00 - 05.01.2022 19:15","0","0","n/e","n/e","2296","2160"
"05.01.2022 19:15 - 05.01.2022 19:30","0","0","n/e","n/e","2296","2200"
"05.01.2022 19:30 - 05.01.2022 19:45","0","0","n/e","n/e","2300","2228"
"05.01.2022 19:45 - 05.01.2022 20:00","0","0","n/e","n/e","2300","2268"
"05.01.2022 20:00 - 05.01.2022 20:15","0","0","n/e","n/e","2304","2300"
"05.01.2022 20:15 - 05.01.2022 20:30","0","0","n/e","n/e","2304","2320"
"05.01.2022 20:30 - 05.01.2022 20:45","0","0","n/e","n/e","2308","2348"
"05.01.2022 20:45 - 05.01.2022 21:00","0","0","n/e","n/e","2308","2368"
"05.01.2022 21:00 - 05.01.2022 21:15","0","0","n/e","n/e","2312","2376"
"05.01.2022 21:15 - 05.01.2022 21:30","0","0","n/e","n/e","2312","2376"
"05.01.2022 21:30 - 05.01.2022 21:45","0","0","n/e","n/e","2316","2380"
"05.01.2022 21:45 - 05.01.2022 22:00","0","0","n/e","n/e","2316","2380"
"05.01.2022 22:00 - 05.01.2022 22:15","0","0","n/e","n/e","2320","2380"
"05.01.2022 22:15 - 05.01.2022 22:30","0","0","n/e","n/e","2324","2384"
"05.01.2022 22:30 - 05.01.2022 22:45","0","0","n/e","n/e","2328","2384"
"05.01.2022 22:45 - 05.01.2022 23:00","0","0","n/e","n/e","2332","2388"
"05.01.2022 23:00 - 05.01.2022 23:15","0","0","n/e","n/e","2328","2384"
"05.01.2022 23:15 - 05.01.2022 23:30","0","0","n/e","n/e","2320","2372"
"05.01.2022 23:30 - 05.01.2022 23:45","0","0","n/e","n/e","2308","2364"
"05.01.2022 23:45 - 06.01.2022 00:00","0","0","n/e","n/e","2300","2352"
"06.01.2022 00:00 - 06.01.2022 00:15","0","0","n/e","n/e","2248","2352"
"06.01.2022 00:15 - 06.01.2022 00:30","0","0","n/e","n/e","2240","2356"
"06.01.2022 00:30 - 06.01.2022 00:45","0","0","n/e","n/e","2232","2384"
"06.01.2022 00:45 - 06.01.2022 01:00","0","0","n/e","n/e","2224","2388"
"06.01.2022 01:00 - 06.01.2022 01:15","0","0","n/e","n/e","2220","2384"
"06.01.2022 01:15 - 06.01.2022 01:30","0","0","n/e","n/e","2220","2376"
"06.01.2022 01:30 - 06.01.2022 01:45","0","0","n/e","n/e","2220","2368"
"06.01.2022 01:45 - 06.01.2022 02:00","0","0","n/e","n/e","2224","2356"
"06.01.2022 02:00 - 06.01.2022 02:15","0","0","n/e","n/e","2220","2348"
"06.01.2022 02:15 - 06.01.2022 02:30","0","0","n/e","n/e","2212","2340"
"06.01.2022 02:30 - 06.01.2022 02:45","0","0","n/e","n/e","2208","2288"
"06.01.2022 02:45 - 06.01.2022 03:00","0","0","n/e","n/e","2200","2292"
"06.01.2022 03:00 - 06.01.2022 03:15","0","0","n/e","n/e","2200","2284"
"06.01.2022 03:15 - 06.01.2022 03:30","0","0","n/e","n/e","2204","2276"
"06.01.2022 03:30 - 06.01.2022 03:45","0","0","n/e","n/e","2208","2264"
"06.01.2022 03:45 - 06.01.2022 04:00","0","0","n/e","n/e","2212","2252"
"06.01.2022 04:00 - 06.01.2022 04:15","0","0","n/e","n/e","2208","2244"
"06.01.2022 04:15 - 06.01.2022 04:30","0","0","n/e","n/e","2196","2240"
"06.01.2022 04:30 - 06.01.2022 04:45","0","0","n/e","n/e","2184","2236"
"06.01.2022 04:45 - 06.01.2022 05:00","0","0","n/e","n/e","2176","2232"
"06.01.2022 05:00 - 06.01.2022 05:15","0","0","n/e","n/e","2168","2232"
"06.01.2022 05:15 - 06.01.2022 05:30","0","0","n/e","n/e","2164","2244"
"06.01.2022 05:30 - 06.01.2022 05:45","0","0","n/e","n/e","2160","2296"
"06.01.2022 05:45 - 06.01.2022 06:00","0","0","n/e","n/e","2160","2316"
"06.01.2022 06:00 - 06.01.2022 06:15","0","0","n/e","n/e","2152","2328"
"06.01.2022 06:15 - 06.01.2022 06:30","0","0","n/e","n/e","2144","2340"
"06.01.2022 06:30 - 06.01.2022 06:45","0","0","n/e","n/e","2136","2360"
"06.01.2022 06:45 - 06.01.2022 07:00","0","0","n/e","n/e","2128","2364"
"06.01.2022 07:00 - 06.01.2022 07:15","0","0","n/e","n/e","2120","2364"
"06.01.2022 07:15 - 06.01.2022 07:30","0","0","n/e","n/e","2120","2352"
"06.01.2022 07:30 - 06.01.2022 07:45","0","0","n/e","n/e","2120","2344"
"06.01.2022 07:45 - 06.01.2022 08:00","20","20","n/e","n/e","2116","2332"
"06.01.2022 08:00 - 06.01.2022 08:15","44","44","n/e","n/e","2116","2328"
"06.01.2022 08:15 - 06.01.2022 08:30","52","52","n/e","n/e","2116","2324"
"06.01.2022 08:30 - 06.01.2022 08:45","60","60","n/e","n/e","2116","2324"
"06.01.2022 08:45 - 06.01.2022 09:00","76","72","n/e","n/e","2116","2328"
"06.01.2022 09:00 - 06.01.2022 09:15","96","92","n/e","n/e","2096","2316"
"06.01.2022 09:15 - 06.01.2022 09:30","132","128","n/e","n/e","2060","2288"
"06.01.2022 09:30 - 06.01.2022 09:45","148","144","n/e","n/e","2024","2264"
"06.01.2022 09:45 - 06.01.2022 10:00","176","168","n/e","n/e","1984","2240"
"06.01.2022 10:00 - 06.01.2022 10:15","200","192","n/e","n/e","2008","2252"
"06.01.2022 10:15 - 06.01.2022 10:30","232","220","n/e","n/e","2092","2300"
"06.01.2022 10:30 - 06.01.2022 10:45","256","244","n/e","n/e","2172","2348"
"06.01.2022 10:45 - 06.01.2022 11:00","272","260","n/e","n/e","2256","2396"
"06.01.2022 11:00 - 06.01.2022 11:15","288","280","n/e","n/e","2324","2444"
"06.01.2022 11:15 - 06.01.2022 11:30","304","308","n/e","n/e","2384","2488"
"06.01.2022 11:30 - 06.01.2022 11:45","308","320","n/e","n/e","2444","2516"
"06.01.2022 11:45 - 06.01.2022 12:00","304","324","n/e","n/e","2500","2564"
"06.01.2022 12:00 - 06.01.2022 12:15","300","332","n/e","n/e","2536","2588"
"06.01.2022 12:15 - 06.01.2022 12:30","296","344","n/e","n/e","2540","2588"
"06.01.2022 12:30 - 06.01.2022 12:45","288","344","n/e","n/e","2548","2580"
"06.01.2022 12:45 - 06.01.2022 13:00","276","332","n/e","n/e","2552","2572"
"06.01.2022 13:00 - 06.01.2022 13:15","268","324","n/e","n/e","2544","2552"
"06.01.2022 13:15 - 06.01.2022 13:30","260","320","n/e","n/e","2520","2516"
"06.01.2022 13:30 - 06.01.2022 13:45","252","304","n/e","n/e","2496","2480"
"06.01.2022 13:45 - 06.01.2022 14:00","240","280","n/e","n/e","2468","2440"
"06.01.2022 14:00 - 06.01.2022 14:15","228","256","n/e","n/e","2416","2396"
"06.01.2022 14:15 - 06.01.2022 14:30","212","236","n/e","n/e","2332","2348"
"06.01.2022 14:30 - 06.01.2022 14:45","196","208","n/e","n/e","2248","2288"
"06.01.2022 14:45 - 06.01.2022 15:00","176","176","n/e","n/e","2164","2224"
"06.01.2022 15:00 - 06.01.2022 15:15","156","144","n/e","n/e","2076","2164"
"06.01.2022 15:15 - 06.01.2022 15:30","136","116","n/e","n/e","1984","2108"
"06.01.2022 15:30 - 06.01.2022 15:45","116","84","n/e","n/e","1892","2028"
"06.01.2022 15:45 - 06.01.2022 16:00","104","60","n/e","n/e","1804","1968"
"06.01.2022 16:00 - 06.01.2022 16:15","92","48","n/e","n/e","1736","1896"
"06.01.2022 16:15 - 06.01.2022 16:30","12","8","n/e","n/e","1696","1820"
"06.01.2022 16:30 - 06.01.2022 16:45","0","0","n/e","n/e","1652","1740"
"06.01.2022 16:45 - 06.01.2022 17:00","0","0","n/e","n/e","1612","1664"
"06.01.2022 17:00 - 06.01.2022 17:15","0","0","n/e","n/e","1576","1588"
"06.01.2022 17:15 - 06.01.2022 17:30","0","0","n/e","n/e","1544","1520"
"06.01.2022 17:30 - 06.01.2022 17:45","0","0","n/e","n/e","1512","1408"
"06.01.2022 17:45 - 06.01.2022 18:00","0","0","n/e","n/e","1480","1348"
"06.01.2022 18:00 - 06.01.2022 18:15","0","0","n/e","n/e","1440","1296"
"06.01.2022 18:15 - 06.01.2022 18:30","0","0","n/e","n/e","1396","1252"
"06.01.2022 18:30 - 06.01.2022 18:45","0","0","n/e","n/e","1352","1180"
"06.01.2022 18:45 - 06.01.2022 19:00","0","0","n/e","n/e","1304","1140"
"06.01.2022 19:00 - 06.01.2022 19:15","0","0","n/e","n/e","1260","1112"
"06.01.2022 19:15 - 06.01.2022 19:30","0","0","n/e","n/e","1220","1092"
"06.01.2022 19:30 - 06.01.2022 19:45","0","0","n/e","n/e","1180","1056"
"06.01.2022 19:45 - 06.01.2022 20:00","0","0","n/e","n/e","1140","1032"
"06.01.2022 20:00 - 06.01.2022 20:15","0","0","n/e","n/e","1092","1012"
"06.01.2022 20:15 - 06.01.2022 20:30","0","0","n/e","n/e","1044","1000"
"06.01.2022 20:30 - 06.01.2022 20:45","0","0","n/e","n/e","996","980"
"06.01.2022 20:45 - 06.01.2022 21:00","0","0","n/e","n/e","948","964"
"06.01.2022 21:00 - 06.01.2022 21:15","0","0","n/e","n/e","900","944"
"06.01.2022 21:15 - 06.01.2022 21:30","0","0","n/e","n/e","860","916"
"06.01.2022 21:30 - 06.01.2022 21:45","0","0","n/e","n/e","820","888"
"06.01.2022 21:45 - 06.01.2022 22:00","0","0","n/e","n/e","780","860"
"06.01.2022 22:00 - 06.01.2022 22:15","0","0","n/e","n/e","744","828"
"06.01.2022 22:15 - 06.01.2022 22:30","0","0","n/e","n/e","708","788"
"06.01.2022 22:30 - 06.01.2022 22:45","0","0","n/e","n/e","672","748"
"06.01.2022 22:45 - 06.01.2022 23:00","0","0","n/e","n/e","636","708"
"06.01.2022 23:00 - 06.01.2022 23:15","0","0","n/e","n/e","600","664"
"06.01.2022 23:15 - 06.01.2022 23:30","0","0","n/e","n/e","564","616"
"06.01.2022 23:30 - 06.01.2022 23:45","0","0","n/e","n/e","532","568"
"06.01.2022 23:45 - 07.01.2022 00:00","0","0","n/e","n/e","496","520"
"07.01.2022 00:00 - 07.01.2022 00:15","0","0","n/e","n/e","440","468"
"07.01.2022 00:15 - 07.01.2022 00:30","0","0","n/e","n/e","400","420"
"07.01.2022 00:30 - 07.01.2022 00:45","0","0","n/e","n/e","360","368"
"07.01.2022 00:45 - 07.01.2022 01:00","0","0","n/e","n/e","320","324"
"07.01.2022 01:00 - 07.01.2022 01:15","0","0","n/e","n/e","284","284"
"07.01.2022 01:15 - 07.01.2022 01:30","0","0","n/e","n/e","256","248"
"07.01.2022 01:30 - 07.01.2022 01:45","0","0","n/e","n/e","228","216"
"07.01.2022 01:45 - 07.01.2022 02:00","0","0","n/e","n/e","200","180"
"07.01.2022 02:00 - 07.01.2022 02:15","0","0","n/e","n/e","176","152"
"07.01.2022 02:15 - 07.01.2022 02:30","0","0","n/e","n/e","160","128"
"07.01.2022 02:30 - 07.01.2022 02:45","0","0","n/e","n/e","144","116"
"07.01.2022 02:45 - 07.01.2022 03:00","0","0","n/e","n/e","124","88"
"07.01.2022 03:00 - 07.01.2022 03:15","0","0","n/e","n/e","112","72"
"07.01.2022 03:15 - 07.01.2022 03:30","0","0","n/e","n/e","100","64"
"07.01.2022 03:30 - 07.01.2022 03:45","0","0","n/e","n/e","88","56"
"07.01.2022 03:45 - 07.01.2022 04:00","0","0","n/e","n/e","76","44"
"07.01.2022 04:00 - 07.01.2022 04:15","0","0","n/e","n/e","68","40"
"07.01.2022 04:15 - 07.01.2022 04:30","0","0","n/e","n/e","60","40"
"07.01.2022 04:30 - 07.01.2022 04:45","0","0","n/e","n/e","56","40"
"07.01.2022 04:45 - 07.01.2022 05:00","0","0","n/e","n/e","52","44"
"07.01.2022 05:00 - 07.01.2022 05:15","0","0","n/e","n/e","48","44"
"07.01.2022 05:15 - 07.01.2022 05:30","0","0","n/e","n/e","44","52"
"07.01.2022 05:30 - 07.01.2022 05:45","0","0","n/e","n/e","44","52"
"07.01.2022 05:45 - 07.01.2022 06:00","0","0","n/e","n/e","40","56"
"07.01.2022 06:00 - 07.01.2022 06:15","0","0","n/e","n/e","40","60"
"07.01.2022 06:15 - 07.01.2022 06:30","0","0","n/e","n/e","40","68"
"07.01.2022 06:30 - 07.01.2022 06:45","0","0","n/e","n/e","44","76"
"07.01.2022 06:45 - 07.01.2022 07:00","0","0","n/e","n/e","44","84"
"07.01.2022 07:00 - 07.01.2022 07:15","0","0","n/e","n/e","52","92"
"07.01.2022 07:15 - 07.01.2022 07:30","0","0","n/e","n/e","56","108"
"07.01.2022 07:30 - 07.01.2022 07:45","0","0","n/e","n/e","64","120"
"07.01.2022 07:45 - 07.01.2022 08:00","20","20","n/e","n/e","68","136"
"07.01.2022 08:00 - 07.01.2022 08:15","44","44","n/e","n/e","76","160"
"07.01.2022 08:15 - 07.01.2022 08:30","52","52","n/e","n/e","84","196"
"07.01.2022 08:30 - 07.01.2022 08:45","68","64","n/e","n/e","96","240"
"07.01.2022 08:45 - 07.01.2022 09:00","84","80","n/e","n/e","104","280"
"07.01.2022 09:00 - 07.01.2022 09:15","108","104","n/e","n/e","116","308"
