"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Romania (RO)","Generation - Solar  [MW] Current / Romania (RO)","Generation - Wind Offshore  [MW] Day Ahead/ Romania (RO)","Generation - Wind Offshore  [MW] Current / Romania (RO)","Generation - Wind Onshore  [MW] Day Ahead/ Romania (RO)","Generation - Wind Onshore  [MW] Current / Romania (RO)"
"04.01.2022 04:30 - 04.01.2022 04:45","0","0","n/e","n/e","1201","1214"
"04.01.2022 04:45 - 04.01.2022 05:00","0","0","n/e","n/e","1200","1223"
"04.01.2022 05:00 - 04.01.2022 05:15","0","0","n/e","n/e","999","1015"
"04.01.2022 05:15 - 04.01.2022 05:30","0","0","n/e","n/e","998","1014"
"04.01.2022 05:30 - 04.01.2022 05:45","0","0","n/e","n/e","998","1014"
"04.01.2022 05:45 - 04.01.2022 06:00","0","0","n/e","n/e","997","1004"
"04.01.2022 06:00 - 04.01.2022 06:15","0","0","n/e","n/e","843","816"
"04.01.2022 06:15 - 04.01.2022 06:30","1","1","n/e","n/e","842","815"
"04.01.2022 06:30 - 04.01.2022 06:45","2","2","n/e","n/e","841","814"
"04.01.2022 06:45 - 04.01.2022 07:00","4","4","n/e","n/e","841","814"
"04.01.2022 07:00 - 04.01.2022 07:15","29","29","n/e","n/e","706","687"
"04.01.2022 07:15 - 04.01.2022 07:30","33","33","n/e","n/e","705","685"
"04.01.2022 07:30 - 04.01.2022 07:45","38","38","n/e","n/e","704","684"
"04.01.2022 07:45 - 04.01.2022 08:00","44","44","n/e","n/e","702","683"
"04.01.2022 08:00 - 04.01.2022 08:15","134","134","n/e","n/e","576","571"
"04.01.2022 08:15 - 04.01.2022 08:30","141","141","n/e","n/e","576","571"
"04.01.2022 08:30 - 04.01.2022 08:45","147","147","n/e","n/e","576","571"
"04.01.2022 08:45 - 04.01.2022 09:00","153","153","n/e","n/e","576","571"
"04.01.2022 09:00 - 04.01.2022 09:15","262","262","n/e","n/e","539","536"
"04.01.2022 09:15 - 04.01.2022 09:30","267","267","n/e","n/e","537","534"
"04.01.2022 09:30 - 04.01.2022 09:45","271","271","n/e","n/e","535","532"
"04.01.2022 09:45 - 04.01.2022 10:00","276","276","n/e","n/e","533","530"
"04.01.2022 10:00 - 04.01.2022 10:15","352","352","n/e","n/e","398","398"
"04.01.2022 10:15 - 04.01.2022 10:30","355","355","n/e","n/e","396","396"
"04.01.2022 10:30 - 04.01.2022 10:45","356","356","n/e","n/e","395","395"
"04.01.2022 10:45 - 04.01.2022 11:00","358","358","n/e","n/e","394","394"
"04.01.2022 11:00 - 04.01.2022 11:15","377","377","n/e","n/e","354","354"
"04.01.2022 11:15 - 04.01.2022 11:30","378","378","n/e","n/e","355","355"
"04.01.2022 11:30 - 04.01.2022 11:45","376","376","n/e","n/e","355","355"
"04.01.2022 11:45 - 04.01.2022 12:00","374","374","n/e","n/e","355","355"
"04.01.2022 12:00 - 04.01.2022 12:15","346","346","n/e","n/e","359","359"
"04.01.2022 12:15 - 04.01.2022 12:30","344","344","n/e","n/e","359","359"
"04.01.2022 12:30 - 04.01.2022 12:45","341","341","n/e","n/e","359","359"
"04.01.2022 12:45 - 04.01.2022 13:00","338","338","n/e","n/e","360","360"
"04.01.2022 13:00 - 04.01.2022 13:15","249","249","n/e","n/e","347","347"
"04.01.2022 13:15 - 04.01.2022 13:30","245","245","n/e","n/e","347","347"
"04.01.2022 13:30 - 04.01.2022 13:45","241","241","n/e","n/e","347","347"
"04.01.2022 13:45 - 04.01.2022 14:00","236","236","n/e","n/e","347","347"
"04.01.2022 14:00 - 04.01.2022 14:15","114","114","n/e","n/e","436","436"
"04.01.2022 14:15 - 04.01.2022 14:30","110","110","n/e","n/e","437","437"
"04.01.2022 14:30 - 04.01.2022 14:45","106","106","n/e","n/e","438","438"
"04.01.2022 14:45 - 04.01.2022 15:00","102","102","n/e","n/e","438","438"
"04.01.2022 15:00 - 04.01.2022 15:15","19","19","n/e","n/e","640","640"
"04.01.2022 15:15 - 04.01.2022 15:30","18","18","n/e","n/e","642","642"
"04.01.2022 15:30 - 04.01.2022 15:45","16","16","n/e","n/e","644","644"
"04.01.2022 15:45 - 04.01.2022 16:00","16","16","n/e","n/e","646","646"
"04.01.2022 16:00 - 04.01.2022 16:15","1","1","n/e","n/e","872","872"
"04.01.2022 16:15 - 04.01.2022 16:30","1","1","n/e","n/e","874","874"
"04.01.2022 16:30 - 04.01.2022 16:45","1","1","n/e","n/e","877","877"
"04.01.2022 16:45 - 04.01.2022 17:00","1","1","n/e","n/e","880","880"
"04.01.2022 17:00 - 04.01.2022 17:15","0","0","n/e","n/e","1104","1104"
"04.01.2022 17:15 - 04.01.2022 17:30","0","0","n/e","n/e","1107","1107"
"04.01.2022 17:30 - 04.01.2022 17:45","0","0","n/e","n/e","1108","1108"
"04.01.2022 17:45 - 04.01.2022 18:00","0","0","n/e","n/e","1109","1109"
"04.01.2022 18:00 - 04.01.2022 18:15","0","0","n/e","n/e","1311","1311"
"04.01.2022 18:15 - 04.01.2022 18:30","0","0","n/e","n/e","1311","1311"
"04.01.2022 18:30 - 04.01.2022 18:45","0","0","n/e","n/e","1312","1312"
"04.01.2022 18:45 - 04.01.2022 19:00","0","0","n/e","n/e","1312","1312"
"04.01.2022 19:00 - 04.01.2022 19:15","0","0","n/e","n/e","1427","1427"
"04.01.2022 19:15 - 04.01.2022 19:30","0","0","n/e","n/e","1427","1427"
"04.01.2022 19:30 - 04.01.2022 19:45","0","0","n/e","n/e","1427","1427"
"04.01.2022 19:45 - 04.01.2022 20:00","0","0","n/e","n/e","1427","1427"
"04.01.2022 20:00 - 04.01.2022 20:15","0","0","n/e","n/e","1565","1565"
"04.01.2022 20:15 - 04.01.2022 20:30","0","0","n/e","n/e","1566","1566"
"04.01.2022 20:30 - 04.01.2022 20:45","0","0","n/e","n/e","1566","1566"
"04.01.2022 20:45 - 04.01.2022 21:00","0","0","n/e","n/e","1566","1566"
"04.01.2022 21:00 - 04.01.2022 21:15","0","0","n/e","n/e","1633","1633"
"04.01.2022 21:15 - 04.01.2022 21:30","0","0","n/e","n/e","1633","1633"
"04.01.2022 21:30 - 04.01.2022 21:45","0","0","n/e","n/e","1633","1633"
"04.01.2022 21:45 - 04.01.2022 22:00","0","0","n/e","n/e","1633","1633"
"04.01.2022 22:00 - 04.01.2022 22:15","0","0","n/e","n/e","1605","1605"
"04.01.2022 22:15 - 04.01.2022 22:30","0","0","n/e","n/e","1605","1605"
"04.01.2022 22:30 - 04.01.2022 22:45","0","0","n/e","n/e","1605","1605"
"04.01.2022 22:45 - 04.01.2022 23:00","0","0","n/e","n/e","1605","1605"
"04.01.2022 23:00 - 04.01.2022 23:15","0","0","n/e","n/e","1524","1553"
"04.01.2022 23:15 - 04.01.2022 23:30","0","0","n/e","n/e","1523","1553"
"04.01.2022 23:30 - 04.01.2022 23:45","0","0","n/e","n/e","1523","1553"
"04.01.2022 23:45 - 05.01.2022 00:00","0","0","n/e","n/e","1523","1546"
"05.01.2022 00:00 - 05.01.2022 00:15","0","0","n/e","n/e","1582","1620"
"05.01.2022 00:15 - 05.01.2022 00:30","0","0","n/e","n/e","1582","1620"
"05.01.2022 00:30 - 05.01.2022 00:45","0","0","n/e","n/e","1582","1625"
"05.01.2022 00:45 - 05.01.2022 01:00","0","0","n/e","n/e","1582","1628"
"05.01.2022 01:00 - 05.01.2022 01:15","0","0","n/e","n/e","1663","1691"
"05.01.2022 01:15 - 05.01.2022 01:30","0","0","n/e","n/e","1663","1685"
"05.01.2022 01:30 - 05.01.2022 01:45","0","0","n/e","n/e","1664","1685"
"05.01.2022 01:45 - 05.01.2022 02:00","0","0","n/e","n/e","1664","1685"
"05.01.2022 02:00 - 05.01.2022 02:15","0","0","n/e","n/e","1689","1701"
"05.01.2022 02:15 - 05.01.2022 02:30","0","0","n/e","n/e","1689","1701"
"05.01.2022 02:30 - 05.01.2022 02:45","0","0","n/e","n/e","1689","1701"
"05.01.2022 02:45 - 05.01.2022 03:00","0","0","n/e","n/e","1689","1702"
"05.01.2022 03:00 - 05.01.2022 03:15","0","0","n/e","n/e","1664","1676"
"05.01.2022 03:15 - 05.01.2022 03:30","0","0","n/e","n/e","1664","1676"
"05.01.2022 03:30 - 05.01.2022 03:45","0","0","n/e","n/e","1663","1676"
"05.01.2022 03:45 - 05.01.2022 04:00","0","0","n/e","n/e","1663","1676"
"05.01.2022 04:00 - 05.01.2022 04:15","0","0","n/e","n/e","1653","1793"
"05.01.2022 04:15 - 05.01.2022 04:30","0","0","n/e","n/e","1652","1793"
"05.01.2022 04:30 - 05.01.2022 04:45","0","0","n/e","n/e","1652","1792"
"05.01.2022 04:45 - 05.01.2022 05:00","0","0","n/e","n/e","1652","1798"
"05.01.2022 05:00 - 05.01.2022 05:15","0","0","n/e","n/e","1603","1701"
"05.01.2022 05:15 - 05.01.2022 05:30","0","0","n/e","n/e","1603","1701"
"05.01.2022 05:30 - 05.01.2022 05:45","0","0","n/e","n/e","1603","1701"
"05.01.2022 05:45 - 05.01.2022 06:00","0","0","n/e","n/e","1603","1712"
"05.01.2022 06:00 - 05.01.2022 06:15","0","0","n/e","n/e","1578","1629"
"05.01.2022 06:15 - 05.01.2022 06:30","1","1","n/e","n/e","1578","1625"
"05.01.2022 06:30 - 05.01.2022 06:45","2","2","n/e","n/e","1578","1625"
"05.01.2022 06:45 - 05.01.2022 07:00","4","4","n/e","n/e","1578","1625"
"05.01.2022 07:00 - 05.01.2022 07:15","35","35","n/e","n/e","1567","1568"
"05.01.2022 07:15 - 05.01.2022 07:30","40","40","n/e","n/e","1567","1568"
"05.01.2022 07:30 - 05.01.2022 07:45","45","45","n/e","n/e","1567","1568"
"05.01.2022 07:45 - 05.01.2022 08:00","51","51","n/e","n/e","1567","1568"
"05.01.2022 08:00 - 05.01.2022 08:15","162","162","n/e","n/e","1600","1599"
"05.01.2022 08:15 - 05.01.2022 08:30","170","170","n/e","n/e","1600","1599"
"05.01.2022 08:30 - 05.01.2022 08:45","177","177","n/e","n/e","1600","1600"
"05.01.2022 08:45 - 05.01.2022 09:00","185","185","n/e","n/e","1600","1600"
"05.01.2022 09:00 - 05.01.2022 09:15","327","327","n/e","n/e","1524","1519"
"05.01.2022 09:15 - 05.01.2022 09:30","334","334","n/e","n/e","1524","1519"
"05.01.2022 09:30 - 05.01.2022 09:45","340","340","n/e","n/e","1523","1518"
"05.01.2022 09:45 - 05.01.2022 10:00","346","346","n/e","n/e","1523","1518"
"05.01.2022 10:00 - 05.01.2022 10:15","447","447","n/e","n/e","1297","1297"
"05.01.2022 10:15 - 05.01.2022 10:30","451","451","n/e","n/e","1297","1297"
"05.01.2022 10:30 - 05.01.2022 10:45","454","454","n/e","n/e","1296","1296"
"05.01.2022 10:45 - 05.01.2022 11:00","456","456","n/e","n/e","1296","1296"
"05.01.2022 11:00 - 05.01.2022 11:15","485","485","n/e","n/e","1164","1170"
"05.01.2022 11:15 - 05.01.2022 11:30","485","485","n/e","n/e","1163","1163"
"05.01.2022 11:30 - 05.01.2022 11:45","484","484","n/e","n/e","1163","1164"
"05.01.2022 11:45 - 05.01.2022 12:00","483","483","n/e","n/e","1162","1162"
"05.01.2022 12:00 - 05.01.2022 12:15","456","456","n/e","n/e","1013","1013"
"05.01.2022 12:15 - 05.01.2022 12:30","453","453","n/e","n/e","1012","1012"
"05.01.2022 12:30 - 05.01.2022 12:45","450","450","n/e","n/e","1011","1012"
"05.01.2022 12:45 - 05.01.2022 13:00","445","445","n/e","n/e","1010","1010"
"05.01.2022 13:00 - 05.01.2022 13:15","332","332","n/e","n/e","923","923"
"05.01.2022 13:15 - 05.01.2022 13:30","328","328","n/e","n/e","923","923"
"05.01.2022 13:30 - 05.01.2022 13:45","322","322","n/e","n/e","923","923"
"05.01.2022 13:45 - 05.01.2022 14:00","315","315","n/e","n/e","922","928"
"05.01.2022 14:00 - 05.01.2022 14:15","152","152","n/e","n/e","956","956"
"05.01.2022 14:15 - 05.01.2022 14:30","146","146","n/e","n/e","957","957"
"05.01.2022 14:30 - 05.01.2022 14:45","141","141","n/e","n/e","957","957"
"05.01.2022 14:45 - 05.01.2022 15:00","137","137","n/e","n/e","958","958"
"05.01.2022 15:00 - 05.01.2022 15:15","25","25","n/e","n/e","1050","1050"
"05.01.2022 15:15 - 05.01.2022 15:30","23","23","n/e","n/e","1050","1050"
"05.01.2022 15:30 - 05.01.2022 15:45","22","22","n/e","n/e","1050","1050"
"05.01.2022 15:45 - 05.01.2022 16:00","21","21","n/e","n/e","1049","1049"
"05.01.2022 16:00 - 05.01.2022 16:15","1","1","n/e","n/e","1057","1057"
"05.01.2022 16:15 - 05.01.2022 16:30","1","1","n/e","n/e","1056","1056"
"05.01.2022 16:30 - 05.01.2022 16:45","1","1","n/e","n/e","1055","1055"
"05.01.2022 16:45 - 05.01.2022 17:00","1","1","n/e","n/e","1055","1061"
"05.01.2022 17:00 - 05.01.2022 17:15","0","0","n/e","n/e","979","979"
"05.01.2022 17:15 - 05.01.2022 17:30","0","0","n/e","n/e","980","980"
"05.01.2022 17:30 - 05.01.2022 17:45","0","0","n/e","n/e","980","980"
"05.01.2022 17:45 - 05.01.2022 18:00","0","0","n/e","n/e","981","981"
"05.01.2022 18:00 - 05.01.2022 18:15","0","0","n/e","n/e","929","929"
"05.01.2022 18:15 - 05.01.2022 18:30","0","0","n/e","n/e","929","929"
"05.01.2022 18:30 - 05.01.2022 18:45","0","0","n/e","n/e","929","929"
"05.01.2022 18:45 - 05.01.2022 19:00","0","0","n/e","n/e","929","929"
"05.01.2022 19:00 - 05.01.2022 19:15","0","0","n/e","n/e","882","882"
"05.01.2022 19:15 - 05.01.2022 19:30","0","0","n/e","n/e","882","882"
"05.01.2022 19:30 - 05.01.2022 19:45","0","0","n/e","n/e","882","882"
"05.01.2022 19:45 - 05.01.2022 20:00","0","0","n/e","n/e","881","881"
"05.01.2022 20:00 - 05.01.2022 20:15","0","0","n/e","n/e","862","862"
"05.01.2022 20:15 - 05.01.2022 20:30","0","0","n/e","n/e","862","862"
"05.01.2022 20:30 - 05.01.2022 20:45","0","0","n/e","n/e","862","862"
"05.01.2022 20:45 - 05.01.2022 21:00","0","0","n/e","n/e","862","862"
"05.01.2022 21:00 - 05.01.2022 21:15","0","0","n/e","n/e","848","848"
"05.01.2022 21:15 - 05.01.2022 21:30","0","0","n/e","n/e","848","848"
"05.01.2022 21:30 - 05.01.2022 21:45","0","0","n/e","n/e","847","847"
"05.01.2022 21:45 - 05.01.2022 22:00","0","0","n/e","n/e","847","847"
"05.01.2022 22:00 - 05.01.2022 22:15","0","0","n/e","n/e","813","813"
"05.01.2022 22:15 - 05.01.2022 22:30","0","0","n/e","n/e","812","812"
"05.01.2022 22:30 - 05.01.2022 22:45","0","0","n/e","n/e","812","812"
"05.01.2022 22:45 - 05.01.2022 23:00","0","0","n/e","n/e","811","811"
"05.01.2022 23:00 - 05.01.2022 23:15","0","0","n/e","n/e","750","749"
"05.01.2022 23:15 - 05.01.2022 23:30","0","0","n/e","n/e","750","748"
"05.01.2022 23:30 - 05.01.2022 23:45","0","0","n/e","n/e","749","747"
"05.01.2022 23:45 - 06.01.2022 00:00","0","0","n/e","n/e","748","747"
"06.01.2022 00:00 - 06.01.2022 00:15","0","0","n/e","n/e","683","761"
"06.01.2022 00:15 - 06.01.2022 00:30","0","0","n/e","n/e","684","762"
"06.01.2022 00:30 - 06.01.2022 00:45","0","0","n/e","n/e","684","766"
"06.01.2022 00:45 - 06.01.2022 01:00","0","0","n/e","n/e","684","765"
"06.01.2022 01:00 - 06.01.2022 01:15","0","0","n/e","n/e","704","776"
"06.01.2022 01:15 - 06.01.2022 01:30","0","0","n/e","n/e","704","776"
"06.01.2022 01:30 - 06.01.2022 01:45","0","0","n/e","n/e","705","776"
"06.01.2022 01:45 - 06.01.2022 02:00","0","0","n/e","n/e","705","777"
"06.01.2022 02:00 - 06.01.2022 02:15","0","0","n/e","n/e","692","773"
"06.01.2022 02:15 - 06.01.2022 02:30","0","0","n/e","n/e","691","773"
"06.01.2022 02:30 - 06.01.2022 02:45","0","0","n/e","n/e","691","773"
"06.01.2022 02:45 - 06.01.2022 03:00","0","0","n/e","n/e","691","772"
"06.01.2022 03:00 - 06.01.2022 03:15","0","0","n/e","n/e","738","823"
"06.01.2022 03:15 - 06.01.2022 03:30","0","0","n/e","n/e","738","823"
"06.01.2022 03:30 - 06.01.2022 03:45","0","0","n/e","n/e","739","824"
"06.01.2022 03:45 - 06.01.2022 04:00","0","0","n/e","n/e","739","824"
"06.01.2022 04:00 - 06.01.2022 04:15","0","0","n/e","n/e","815","922"
"06.01.2022 04:15 - 06.01.2022 04:30","0","0","n/e","n/e","816","922"
"06.01.2022 04:30 - 06.01.2022 04:45","0","0","n/e","n/e","817","923"
"06.01.2022 04:45 - 06.01.2022 05:00","0","0","n/e","n/e","817","923"
"06.01.2022 05:00 - 06.01.2022 05:15","0","0","n/e","n/e","879","969"
"06.01.2022 05:15 - 06.01.2022 05:30","0","0","n/e","n/e","880","989"
"06.01.2022 05:30 - 06.01.2022 05:45","0","0","n/e","n/e","881","1000"
"06.01.2022 05:45 - 06.01.2022 06:00","0","0","n/e","n/e","882","995"
"06.01.2022 06:00 - 06.01.2022 06:15","0","0","n/e","n/e","977","1008"
"06.01.2022 06:15 - 06.01.2022 06:30","1","1","n/e","n/e","978","1009"
"06.01.2022 06:30 - 06.01.2022 06:45","2","2","n/e","n/e","979","1010"
"06.01.2022 06:45 - 06.01.2022 07:00","3","3","n/e","n/e","980","1011"
"06.01.2022 07:00 - 06.01.2022 07:15","30","30","n/e","n/e","1025","1040"
"06.01.2022 07:15 - 06.01.2022 07:30","34","34","n/e","n/e","1024","1039"
"06.01.2022 07:30 - 06.01.2022 07:45","39","39","n/e","n/e","1025","1040"
"06.01.2022 07:45 - 06.01.2022 08:00","43","43","n/e","n/e","1025","1040"
"06.01.2022 08:00 - 06.01.2022 08:15","128","127","n/e","n/e","1062","1079"
"06.01.2022 08:15 - 06.01.2022 08:30","135","134","n/e","n/e","1062","1079"
"06.01.2022 08:30 - 06.01.2022 08:45","140","140","n/e","n/e","1063","1080"
"06.01.2022 08:45 - 06.01.2022 09:00","146","146","n/e","n/e","1063","1080"
"06.01.2022 09:00 - 06.01.2022 09:15","262","262","n/e","n/e","1194","1194"
"06.01.2022 09:15 - 06.01.2022 09:30","267","267","n/e","n/e","1195","1195"
"06.01.2022 09:30 - 06.01.2022 09:45","272","273","n/e","n/e","1195","1195"
"06.01.2022 09:45 - 06.01.2022 10:00","277","277","n/e","n/e","1195","1195"
"06.01.2022 10:00 - 06.01.2022 10:15","359","359","n/e","n/e","1149","1149"
"06.01.2022 10:15 - 06.01.2022 10:30","362","362","n/e","n/e","1147","1147"
"06.01.2022 10:30 - 06.01.2022 10:45","365","365","n/e","n/e","1145","1145"
"06.01.2022 10:45 - 06.01.2022 11:00","367","367","n/e","n/e","1144","1144"
"06.01.2022 11:00 - 06.01.2022 11:15","391","391","n/e","n/e","972","972"
"06.01.2022 11:15 - 06.01.2022 11:30","391","391","n/e","n/e","970","970"
"06.01.2022 11:30 - 06.01.2022 11:45","390","390","n/e","n/e","968","968"
"06.01.2022 11:45 - 06.01.2022 12:00","389","389","n/e","n/e","966","966"
"06.01.2022 12:00 - 06.01.2022 12:15","355","355","n/e","n/e","914","914"
"06.01.2022 12:15 - 06.01.2022 12:30","353","353","n/e","n/e","914","914"
"06.01.2022 12:30 - 06.01.2022 12:45","350","350","n/e","n/e","914","914"
"06.01.2022 12:45 - 06.01.2022 13:00","347","347","n/e","n/e","914","914"
"06.01.2022 13:00 - 06.01.2022 13:15","251","251","n/e","n/e","1005","1005"
"06.01.2022 13:15 - 06.01.2022 13:30","248","248","n/e","n/e","1006","1006"
"06.01.2022 13:30 - 06.01.2022 13:45","244","244","n/e","n/e","1007","1007"
"06.01.2022 13:45 - 06.01.2022 14:00","238","238","n/e","n/e","1008","1008"
"06.01.2022 14:00 - 06.01.2022 14:15","109","109","n/e","n/e","1165","1165"
"06.01.2022 14:15 - 06.01.2022 14:30","105","105","n/e","n/e","1166","1166"
"06.01.2022 14:30 - 06.01.2022 14:45","101","101","n/e","n/e","1168","1168"
"06.01.2022 14:45 - 06.01.2022 15:00","98","98","n/e","n/e","1170","1170"
"06.01.2022 15:00 - 06.01.2022 15:15","19","19","n/e","n/e","1319","1319"
"06.01.2022 15:15 - 06.01.2022 15:30","17","17","n/e","n/e","1321","1321"
"06.01.2022 15:30 - 06.01.2022 15:45","16","16","n/e","n/e","1323","1323"
"06.01.2022 15:45 - 06.01.2022 16:00","16","16","n/e","n/e","1324","1324"
"06.01.2022 16:00 - 06.01.2022 16:15","1","1","n/e","n/e","1358","1358"
"06.01.2022 16:15 - 06.01.2022 16:30","1","1","n/e","n/e","1358","1358"
"06.01.2022 16:30 - 06.01.2022 16:45","1","1","n/e","n/e","1359","1359"
"06.01.2022 16:45 - 06.01.2022 17:00","1","1","n/e","n/e","1359","1359"
"06.01.2022 17:00 - 06.01.2022 17:15","0","0","n/e","n/e","1246","1246"
"06.01.2022 17:15 - 06.01.2022 17:30","0","0","n/e","n/e","1246","1246"
"06.01.2022 17:30 - 06.01.2022 17:45","0","0","n/e","n/e","1246","1246"
"06.01.2022 17:45 - 06.01.2022 18:00","0","0","n/e","n/e","1245","1245"
"06.01.2022 18:00 - 06.01.2022 18:15","0","0","n/e","n/e","1131","1131"
"06.01.2022 18:15 - 06.01.2022 18:30","0","0","n/e","n/e","1129","1129"
"06.01.2022 18:30 - 06.01.2022 18:45","0","0","n/e","n/e","1127","1127"
"06.01.2022 18:45 - 06.01.2022 19:00","0","0","n/e","n/e","1125","1125"
"06.01.2022 19:00 - 06.01.2022 19:15","0","0","n/e","n/e","939","939"
"06.01.2022 19:15 - 06.01.2022 19:30","0","0","n/e","n/e","938","938"
"06.01.2022 19:30 - 06.01.2022 19:45","0","0","n/e","n/e","936","936"
"06.01.2022 19:45 - 06.01.2022 20:00","0","0","n/e","n/e","935","935"
"06.01.2022 20:00 - 06.01.2022 20:15","0","0","n/e","n/e","699","699"
"06.01.2022 20:15 - 06.01.2022 20:30","0","0","n/e","n/e","697","697"
"06.01.2022 20:30 - 06.01.2022 20:45","0","0","n/e","n/e","695","695"
"06.01.2022 20:45 - 06.01.2022 21:00","0","0","n/e","n/e","693","693"
"06.01.2022 21:00 - 06.01.2022 21:15","0","0","n/e","n/e","532","532"
"06.01.2022 21:15 - 06.01.2022 21:30","0","0","n/e","n/e","531","531"
"06.01.2022 21:30 - 06.01.2022 21:45","0","0","n/e","n/e","529","529"
"06.01.2022 21:45 - 06.01.2022 22:00","0","0","n/e","n/e","528","528"
"06.01.2022 22:00 - 06.01.2022 22:15","0","0","n/e","n/e","428","428"
"06.01.2022 22:15 - 06.01.2022 22:30","0","0","n/e","n/e","427","427"
"06.01.2022 22:30 - 06.01.2022 22:45","0","0","n/e","n/e","427","427"
"06.01.2022 22:45 - 06.01.2022 23:00","0","0","n/e","n/e","427","427"
"06.01.2022 23:00 - 06.01.2022 23:15","0","0","n/e","n/e","358","386"
"06.01.2022 23:15 - 06.01.2022 23:30","0","0","n/e","n/e","358","386"
"06.01.2022 23:30 - 06.01.2022 23:45","0","0","n/e","n/e","357","386"
"06.01.2022 23:45 - 07.01.2022 00:00","0","0","n/e","n/e","357","393"
"07.01.2022 00:00 - 07.01.2022 00:15","0","0","n/e","n/e","321","373"
"07.01.2022 00:15 - 07.01.2022 00:30","0","0","n/e","n/e","321","373"
"07.01.2022 00:30 - 07.01.2022 00:45","0","0","n/e","n/e","321","372"
"07.01.2022 00:45 - 07.01.2022 01:00","0","0","n/e","n/e","320","372"
"07.01.2022 01:00 - 07.01.2022 01:15","0","0","n/e","n/e","322","349"
"07.01.2022 01:15 - 07.01.2022 01:30","0","0","n/e","n/e","322","349"
"07.01.2022 01:30 - 07.01.2022 01:45","0","0","n/e","n/e","322","349"
"07.01.2022 01:45 - 07.01.2022 02:00","0","0","n/e","n/e","322","349"
"07.01.2022 02:00 - 07.01.2022 02:15","0","0","n/e","n/e","334","340"
"07.01.2022 02:15 - 07.01.2022 02:30","0","0","n/e","n/e","334","340"
"07.01.2022 02:30 - 07.01.2022 02:45","0","0","n/e","n/e","334","340"
"07.01.2022 02:45 - 07.01.2022 03:00","0","0","n/e","n/e","334","340"
"07.01.2022 03:00 - 07.01.2022 03:15","0","0","n/e","n/e","339","324"
"07.01.2022 03:15 - 07.01.2022 03:30","0","0","n/e","n/e","340","325"
"07.01.2022 03:30 - 07.01.2022 03:45","0","0","n/e","n/e","340","325"
"07.01.2022 03:45 - 07.01.2022 04:00","0","0","n/e","n/e","340","325"
"07.01.2022 04:00 - 07.01.2022 04:15","0","0","n/e","n/e","342","343"
"07.01.2022 04:15 - 07.01.2022 04:30","0","0","n/e","n/e","343","340"
"07.01.2022 04:30 - 07.01.2022 04:45","0","0","n/e","n/e","343","344"
"07.01.2022 04:45 - 07.01.2022 05:00","0","0","n/e","n/e","343","344"
"07.01.2022 05:00 - 07.01.2022 05:15","0","0","n/e","n/e","350","316"
"07.01.2022 05:15 - 07.01.2022 05:30","0","0","n/e","n/e","351","316"
"07.01.2022 05:30 - 07.01.2022 05:45","0","0","n/e","n/e","351","317"
"07.01.2022 05:45 - 07.01.2022 06:00","0","0","n/e","n/e","352","317"
"07.01.2022 06:00 - 07.01.2022 06:15","0","0","n/e","n/e","433","396"
"07.01.2022 06:15 - 07.01.2022 06:30","1","1","n/e","n/e","433","396"
"07.01.2022 06:30 - 07.01.2022 06:45","2","2","n/e","n/e","433","396"
"07.01.2022 06:45 - 07.01.2022 07:00","3","3","n/e","n/e","434","396"
"07.01.2022 07:00 - 07.01.2022 07:15","15","15","n/e","n/e","528","528"
"07.01.2022 07:15 - 07.01.2022 07:30","18","18","n/e","n/e","528","528"
"07.01.2022 07:30 - 07.01.2022 07:45","22","22","n/e","n/e","528","528"
"07.01.2022 07:45 - 07.01.2022 08:00","27","27","n/e","n/e","528","528"
"07.01.2022 08:00 - 07.01.2022 08:15","83","83","n/e","n/e","635","640"
"07.01.2022 08:15 - 07.01.2022 08:30","89","89","n/e","n/e","636","641"
"07.01.2022 08:30 - 07.01.2022 08:45","94","94","n/e","n/e","637","641"
"07.01.2022 08:45 - 07.01.2022 09:00","99","99","n/e","n/e","637","642"
"07.01.2022 09:00 - 07.01.2022 09:15","171","171","n/e","n/e","803","801"
"07.01.2022 09:15 - 07.01.2022 09:30","177","177","n/e","n/e","804","802"
"07.01.2022 09:30 - 07.01.2022 09:45","182","182","n/e","n/e","805","803"
"07.01.2022 09:45 - 07.01.2022 10:00","187","187","n/e","n/e","806","804"
"07.01.2022 10:00 - 07.01.2022 10:15","236","236","n/e","n/e","880","878"
"07.01.2022 10:15 - 07.01.2022 10:30","237","237","n/e","n/e","881","879"
