"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Netherlands (NL)","Generation - Solar  [MW] Current / Netherlands (NL)","Generation - Wind Offshore  [MW] Day Ahead/ Netherlands (NL)","Generation - Wind Offshore  [MW] Current / Netherlands (NL)","Generation - Wind Onshore  [MW] Day Ahead/ Netherlands (NL)","Generation - Wind Onshore  [MW] Current / Netherlands (NL)"
"03.01.2022 22:30 - 03.01.2022 22:45","0","n/e","1221","n/e","2160","n/e"
"03.01.2022 22:45 - 03.01.2022 23:00","0","n/e","1196","n/e","2091","n/e"
"03.01.2022 23:00 - 03.01.2022 23:15","0","n/e","1171","n/e","2021","n/e"
"03.01.2022 23:15 - 03.01.2022 23:30","0","n/e","1138","n/e","1946","n/e"
"03.01.2022 23:30 - 03.01.2022 23:45","0","n/e","1098","n/e","1869","n/e"
"03.01.2022 23:45 - 04.01.2022 00:00","0","n/e","1057","n/e","1792","n/e"
"04.01.2022 00:00 - 04.01.2022 00:15","0","n/e","1120","n/e","1945","n/e"
"04.01.2022 00:15 - 04.01.2022 00:30","0","n/e","1087","n/e","1881","n/e"
"04.01.2022 00:30 - 04.01.2022 00:45","0","n/e","1045","n/e","1816","n/e"
"04.01.2022 00:45 - 04.01.2022 01:00","0","n/e","1003","n/e","1749","n/e"
"04.01.2022 01:00 - 04.01.2022 01:15","0","n/e","961","n/e","1685","n/e"
"04.01.2022 01:15 - 04.01.2022 01:30","0","n/e","927","n/e","1621","n/e"
"04.01.2022 01:30 - 04.01.2022 01:45","0","n/e","900","n/e","1560","n/e"
"04.01.2022 01:45 - 04.01.2022 02:00","0","n/e","873","n/e","1498","n/e"
"04.01.2022 02:00 - 04.01.2022 02:15","0","n/e","846","n/e","1434","n/e"
"04.01.2022 02:15 - 04.01.2022 02:30","0","n/e","818","n/e","1376","n/e"
"04.01.2022 02:30 - 04.01.2022 02:45","0","n/e","788","n/e","1323","n/e"
"04.01.2022 02:45 - 04.01.2022 03:00","0","n/e","758","n/e","1269","n/e"
"04.01.2022 03:00 - 04.01.2022 03:15","0","n/e","728","n/e","1217","n/e"
"04.01.2022 03:15 - 04.01.2022 03:30","0","n/e","694","n/e","1163","n/e"
"04.01.2022 03:30 - 04.01.2022 03:45","0","n/e","658","n/e","1105","n/e"
"04.01.2022 03:45 - 04.01.2022 04:00","0","n/e","621","n/e","1050","n/e"
"04.01.2022 04:00 - 04.01.2022 04:15","0","n/e","585","n/e","997","n/e"
"04.01.2022 04:15 - 04.01.2022 04:30","0","n/e","555","n/e","950","n/e"
"04.01.2022 04:30 - 04.01.2022 04:45","0","n/e","533","n/e","921","n/e"
"04.01.2022 04:45 - 04.01.2022 05:00","0","n/e","510","n/e","891","n/e"
"04.01.2022 05:00 - 04.01.2022 05:15","0","n/e","487","n/e","861","n/e"
"04.01.2022 05:15 - 04.01.2022 05:30","0","n/e","474","n/e","836","n/e"
"04.01.2022 05:30 - 04.01.2022 05:45","0","n/e","470","n/e","817","n/e"
"04.01.2022 05:45 - 04.01.2022 06:00","0","n/e","467","n/e","797","n/e"
"04.01.2022 06:00 - 04.01.2022 06:15","0","n/e","463","n/e","777","n/e"
"04.01.2022 06:15 - 04.01.2022 06:30","0","n/e","460","n/e","766","n/e"
"04.01.2022 06:30 - 04.01.2022 06:45","0","n/e","459","n/e","764","n/e"
"04.01.2022 06:45 - 04.01.2022 07:00","0","n/e","458","n/e","766","n/e"
"04.01.2022 07:00 - 04.01.2022 07:15","0","n/e","457","n/e","765","n/e"
"04.01.2022 07:15 - 04.01.2022 07:30","0","n/e","457","n/e","769","n/e"
"04.01.2022 07:30 - 04.01.2022 07:45","0","n/e","459","n/e","775","n/e"
"04.01.2022 07:45 - 04.01.2022 08:00","0","n/e","460","n/e","780","n/e"
"04.01.2022 08:00 - 04.01.2022 08:15","0","n/e","462","n/e","786","n/e"
"04.01.2022 08:15 - 04.01.2022 08:30","0","n/e","465","n/e","770","n/e"
"04.01.2022 08:30 - 04.01.2022 08:45","0","n/e","469","n/e","735","n/e"
"04.01.2022 08:45 - 04.01.2022 09:00","0","n/e","474","n/e","697","n/e"
"04.01.2022 09:00 - 04.01.2022 09:15","0","n/e","478","n/e","660","n/e"
"04.01.2022 09:15 - 04.01.2022 09:30","28","n/e","504","n/e","643","n/e"
"04.01.2022 09:30 - 04.01.2022 09:45","55","n/e","550","n/e","641","n/e"
"04.01.2022 09:45 - 04.01.2022 10:00","81","n/e","595","n/e","640","n/e"
"04.01.2022 10:00 - 04.01.2022 10:15","105","n/e","641","n/e","639","n/e"
"04.01.2022 10:15 - 04.01.2022 10:30","176","n/e","683","n/e","656","n/e"
"04.01.2022 10:30 - 04.01.2022 10:45","247","n/e","721","n/e","687","n/e"
"04.01.2022 10:45 - 04.01.2022 11:00","319","n/e","758","n/e","716","n/e"
"04.01.2022 11:00 - 04.01.2022 11:15","391","n/e","796","n/e","746","n/e"
"04.01.2022 11:15 - 04.01.2022 11:30","430","n/e","787","n/e","785","n/e"
"04.01.2022 11:30 - 04.01.2022 11:45","472","n/e","733","n/e","833","n/e"
"04.01.2022 11:45 - 04.01.2022 12:00","514","n/e","678","n/e","879","n/e"
"04.01.2022 12:00 - 04.01.2022 12:15","554","n/e","624","n/e","927","n/e"
"04.01.2022 12:15 - 04.01.2022 12:30","579","n/e","590","n/e","965","n/e"
"04.01.2022 12:30 - 04.01.2022 12:45","603","n/e","576","n/e","991","n/e"
"04.01.2022 12:45 - 04.01.2022 13:00","626","n/e","562","n/e","1020","n/e"
"04.01.2022 13:00 - 04.01.2022 13:15","651","n/e","548","n/e","1046","n/e"
"04.01.2022 13:15 - 04.01.2022 13:30","667","n/e","561","n/e","1050","n/e"
"04.01.2022 13:30 - 04.01.2022 13:45","678","n/e","602","n/e","1030","n/e"
"04.01.2022 13:45 - 04.01.2022 14:00","694","n/e","643","n/e","1011","n/e"
"04.01.2022 14:00 - 04.01.2022 14:15","707","n/e","684","n/e","991","n/e"
"04.01.2022 14:15 - 04.01.2022 14:30","676","n/e","698","n/e","960","n/e"
"04.01.2022 14:30 - 04.01.2022 14:45","645","n/e","685","n/e","914","n/e"
"04.01.2022 14:45 - 04.01.2022 15:00","614","n/e","672","n/e","865","n/e"
"04.01.2022 15:00 - 04.01.2022 15:15","582","n/e","658","n/e","820","n/e"
"04.01.2022 15:15 - 04.01.2022 15:30","531","n/e","669","n/e","796","n/e"
"04.01.2022 15:30 - 04.01.2022 15:45","480","n/e","703","n/e","792","n/e"
"04.01.2022 15:45 - 04.01.2022 16:00","428","n/e","737","n/e","791","n/e"
"04.01.2022 16:00 - 04.01.2022 16:15","380","n/e","771","n/e","786","n/e"
"04.01.2022 16:15 - 04.01.2022 16:30","294","n/e","815","n/e","797","n/e"
"04.01.2022 16:30 - 04.01.2022 16:45","210","n/e","870","n/e","814","n/e"
"04.01.2022 16:45 - 04.01.2022 17:00","129","n/e","925","n/e","834","n/e"
"04.01.2022 17:00 - 04.01.2022 17:15","44","n/e","980","n/e","851","n/e"
"04.01.2022 17:15 - 04.01.2022 17:30","35","n/e","1022","n/e","894","n/e"
"04.01.2022 17:30 - 04.01.2022 17:45","22","n/e","1052","n/e","957","n/e"
"04.01.2022 17:45 - 04.01.2022 18:00","11","n/e","1083","n/e","1022","n/e"
"04.01.2022 18:00 - 04.01.2022 18:15","0","n/e","1113","n/e","1085","n/e"
"04.01.2022 18:15 - 04.01.2022 18:30","0","n/e","1138","n/e","1146","n/e"
"04.01.2022 18:30 - 04.01.2022 18:45","0","n/e","1158","n/e","1207","n/e"
"04.01.2022 18:45 - 04.01.2022 19:00","0","n/e","1178","n/e","1269","n/e"
"04.01.2022 19:00 - 04.01.2022 19:15","0","n/e","1198","n/e","1330","n/e"
"04.01.2022 19:15 - 04.01.2022 19:30","0","n/e","1217","n/e","1388","n/e"
"04.01.2022 19:30 - 04.01.2022 19:45","0","n/e","1235","n/e","1443","n/e"
"04.01.2022 19:45 - 04.01.2022 20:00","0","n/e","1253","n/e","1497","n/e"
"04.01.2022 20:00 - 04.01.2022 20:15","0","n/e","1271","n/e","1552","n/e"
"04.01.2022 20:15 - 04.01.2022 20:30","0","n/e","1287","n/e","1637","n/e"
"04.01.2022 20:30 - 04.01.2022 20:45","0","n/e","1303","n/e","1755","n/e"
"04.01.2022 20:45 - 04.01.2022 21:00","0","n/e","1318","n/e","1873","n/e"
"04.01.2022 21:00 - 04.01.2022 21:15","0","n/e","1334","n/e","1990","n/e"
"04.01.2022 21:15 - 04.01.2022 21:30","0","n/e","1344","n/e","2078","n/e"
"04.01.2022 21:30 - 04.01.2022 21:45","0","n/e","1350","n/e","2138","n/e"
"04.01.2022 21:45 - 04.01.2022 22:00","0","n/e","1355","n/e","2198","n/e"
"04.01.2022 22:00 - 04.01.2022 22:15","0","n/e","1360","n/e","2259","n/e"
"04.01.2022 22:15 - 04.01.2022 22:30","0","n/e","1366","n/e","2322","n/e"
"04.01.2022 22:30 - 04.01.2022 22:45","0","n/e","1373","n/e","2384","n/e"
"04.01.2022 22:45 - 04.01.2022 23:00","0","n/e","1380","n/e","2448","n/e"
"04.01.2022 23:00 - 04.01.2022 23:15","0","n/e","1387","n/e","2511","n/e"
"04.01.2022 23:15 - 04.01.2022 23:30","0","n/e","1392","n/e","2572","n/e"
"04.01.2022 23:30 - 04.01.2022 23:45","0","n/e","1394","n/e","2631","n/e"
"04.01.2022 23:45 - 05.01.2022 00:00","0","n/e","1397","n/e","2686","n/e"
"05.01.2022 00:00 - 05.01.2022 00:15","0","n/e","1343","n/e","2922","n/e"
"05.01.2022 00:15 - 05.01.2022 00:30","0","n/e","1359","n/e","3001","n/e"
"05.01.2022 00:30 - 05.01.2022 00:45","0","n/e","1372","n/e","3079","n/e"
"05.01.2022 00:45 - 05.01.2022 01:00","0","n/e","1386","n/e","3155","n/e"
"05.01.2022 01:00 - 05.01.2022 01:15","0","n/e","1399","n/e","3235","n/e"
"05.01.2022 01:15 - 05.01.2022 01:30","0","n/e","1407","n/e","3301","n/e"
"05.01.2022 01:30 - 05.01.2022 01:45","0","n/e","1408","n/e","3360","n/e"
"05.01.2022 01:45 - 05.01.2022 02:00","0","n/e","1409","n/e","3420","n/e"
"05.01.2022 02:00 - 05.01.2022 02:15","0","n/e","1410","n/e","3480","n/e"
"05.01.2022 02:15 - 05.01.2022 02:30","0","n/e","1412","n/e","3536","n/e"
"05.01.2022 02:30 - 05.01.2022 02:45","0","n/e","1413","n/e","3591","n/e"
"05.01.2022 02:45 - 05.01.2022 03:00","0","n/e","1415","n/e","3648","n/e"
"05.01.2022 03:00 - 05.01.2022 03:15","0","n/e","1416","n/e","3705","n/e"
"05.01.2022 03:15 - 05.01.2022 03:30","0","n/e","1417","n/e","3758","n/e"
"05.01.2022 03:30 - 05.01.2022 03:45","0","n/e","1416","n/e","3811","n/e"
"05.01.2022 03:45 - 05.01.2022 04:00","0","n/e","1415","n/e","3864","n/e"
"05.01.2022 04:00 - 05.01.2022 04:15","0","n/e","1415","n/e","3917","n/e"
"05.01.2022 04:15 - 05.01.2022 04:30","0","n/e","1414","n/e","3973","n/e"
"05.01.2022 04:30 - 05.01.2022 04:45","0","n/e","1413","n/e","4032","n/e"
"05.01.2022 04:45 - 05.01.2022 05:00","0","n/e","1412","n/e","4088","n/e"
"05.01.2022 05:00 - 05.01.2022 05:15","0","n/e","1410","n/e","4146","n/e"
"05.01.2022 05:15 - 05.01.2022 05:30","0","n/e","1410","n/e","4180","n/e"
"05.01.2022 05:30 - 05.01.2022 05:45","0","n/e","1411","n/e","4187","n/e"
"05.01.2022 05:45 - 05.01.2022 06:00","0","n/e","1412","n/e","4194","n/e"
"05.01.2022 06:00 - 05.01.2022 06:15","0","n/e","1412","n/e","4201","n/e"
"05.01.2022 06:15 - 05.01.2022 06:30","0","n/e","1414","n/e","4209","n/e"
"05.01.2022 06:30 - 05.01.2022 06:45","0","n/e","1417","n/e","4214","n/e"
"05.01.2022 06:45 - 05.01.2022 07:00","0","n/e","1421","n/e","4222","n/e"
"05.01.2022 07:00 - 05.01.2022 07:15","0","n/e","1424","n/e","4229","n/e"
"05.01.2022 07:15 - 05.01.2022 07:30","0","n/e","1426","n/e","4232","n/e"
"05.01.2022 07:30 - 05.01.2022 07:45","0","n/e","1427","n/e","4226","n/e"
"05.01.2022 07:45 - 05.01.2022 08:00","0","n/e","1428","n/e","4222","n/e"
"05.01.2022 08:00 - 05.01.2022 08:15","0","n/e","1429","n/e","4218","n/e"
"05.01.2022 08:15 - 05.01.2022 08:30","0","n/e","1430","n/e","4213","n/e"
"05.01.2022 08:30 - 05.01.2022 08:45","0","n/e","1429","n/e","4210","n/e"
"05.01.2022 08:45 - 05.01.2022 09:00","0","n/e","1429","n/e","4205","n/e"
"05.01.2022 09:00 - 05.01.2022 09:15","1","n/e","1429","n/e","4201","n/e"
"05.01.2022 09:15 - 05.01.2022 09:30","38","n/e","1428","n/e","4202","n/e"
"05.01.2022 09:30 - 05.01.2022 09:45","76","n/e","1428","n/e","4199","n/e"
"05.01.2022 09:45 - 05.01.2022 10:00","113","n/e","1428","n/e","4201","n/e"
"05.01.2022 10:00 - 05.01.2022 10:15","151","n/e","1428","n/e","4201","n/e"
"05.01.2022 10:15 - 05.01.2022 10:30","291","n/e","1427","n/e","4204","n/e"
"05.01.2022 10:30 - 05.01.2022 10:45","431","n/e","1425","n/e","4208","n/e"
"05.01.2022 10:45 - 05.01.2022 11:00","570","n/e","1423","n/e","4215","n/e"
"05.01.2022 11:00 - 05.01.2022 11:15","710","n/e","1421","n/e","4220","n/e"
"05.01.2022 11:15 - 05.01.2022 11:30","763","n/e","1420","n/e","4216","n/e"
"05.01.2022 11:30 - 05.01.2022 11:45","817","n/e","1418","n/e","4206","n/e"
"05.01.2022 11:45 - 05.01.2022 12:00","870","n/e","1417","n/e","4196","n/e"
"05.01.2022 12:00 - 05.01.2022 12:15","925","n/e","1415","n/e","4185","n/e"
"05.01.2022 12:15 - 05.01.2022 12:30","949","n/e","1413","n/e","4162","n/e"
"05.01.2022 12:30 - 05.01.2022 12:45","971","n/e","1411","n/e","4128","n/e"
"05.01.2022 12:45 - 05.01.2022 13:00","998","n/e","1409","n/e","4096","n/e"
"05.01.2022 13:00 - 05.01.2022 13:15","1021","n/e","1406","n/e","4062","n/e"
"05.01.2022 13:15 - 05.01.2022 13:30","1119","n/e","1405","n/e","4025","n/e"
"05.01.2022 13:30 - 05.01.2022 13:45","1211","n/e","1405","n/e","3983","n/e"
"05.01.2022 13:45 - 05.01.2022 14:00","1306","n/e","1405","n/e","3941","n/e"
"05.01.2022 14:00 - 05.01.2022 14:15","1402","n/e","1405","n/e","3899","n/e"
"05.01.2022 14:15 - 05.01.2022 14:30","1345","n/e","1403","n/e","3855","n/e"
"05.01.2022 14:30 - 05.01.2022 14:45","1291","n/e","1399","n/e","3808","n/e"
"05.01.2022 14:45 - 05.01.2022 15:00","1240","n/e","1395","n/e","3761","n/e"
"05.01.2022 15:00 - 05.01.2022 15:15","1182","n/e","1391","n/e","3714","n/e"
"05.01.2022 15:15 - 05.01.2022 15:30","1090","n/e","1386","n/e","3654","n/e"
"05.01.2022 15:30 - 05.01.2022 15:45","998","n/e","1381","n/e","3585","n/e"
"05.01.2022 15:45 - 05.01.2022 16:00","907","n/e","1375","n/e","3516","n/e"
"05.01.2022 16:00 - 05.01.2022 16:15","815","n/e","1370","n/e","3446","n/e"
"05.01.2022 16:15 - 05.01.2022 16:30","632","n/e","1370","n/e","3403","n/e"
"05.01.2022 16:30 - 05.01.2022 16:45","453","n/e","1375","n/e","3377","n/e"
"05.01.2022 16:45 - 05.01.2022 17:00","270","n/e","1381","n/e","3354","n/e"
"05.01.2022 17:00 - 05.01.2022 17:15","89","n/e","1387","n/e","3332","n/e"
"05.01.2022 17:15 - 05.01.2022 17:30","67","n/e","1384","n/e","3301","n/e"
"05.01.2022 17:30 - 05.01.2022 17:45","45","n/e","1371","n/e","3259","n/e"
"05.01.2022 17:45 - 05.01.2022 18:00","22","n/e","1359","n/e","3219","n/e"
"05.01.2022 18:00 - 05.01.2022 18:15","0","n/e","1346","n/e","3179","n/e"
"05.01.2022 18:15 - 05.01.2022 18:30","0","n/e","1333","n/e","3127","n/e"
"05.01.2022 18:30 - 05.01.2022 18:45","0","n/e","1317","n/e","3068","n/e"
"05.01.2022 18:45 - 05.01.2022 19:00","0","n/e","1302","n/e","3008","n/e"
"05.01.2022 19:00 - 05.01.2022 19:15","0","n/e","1287","n/e","2946","n/e"
"05.01.2022 19:15 - 05.01.2022 19:30","0","n/e","1280","n/e","2908","n/e"
"05.01.2022 19:30 - 05.01.2022 19:45","0","n/e","1281","n/e","2889","n/e"
"05.01.2022 19:45 - 05.01.2022 20:00","0","n/e","1281","n/e","2867","n/e"
"05.01.2022 20:00 - 05.01.2022 20:15","0","n/e","1282","n/e","2848","n/e"
"05.01.2022 20:15 - 05.01.2022 20:30","0","n/e","1280","n/e","2830","n/e"
"05.01.2022 20:30 - 05.01.2022 20:45","0","n/e","1275","n/e","2810","n/e"
"05.01.2022 20:45 - 05.01.2022 21:00","0","n/e","1270","n/e","2788","n/e"
"05.01.2022 21:00 - 05.01.2022 21:15","0","n/e","1265","n/e","2768","n/e"
"05.01.2022 21:15 - 05.01.2022 21:30","0","n/e","1262","n/e","2747","n/e"
"05.01.2022 21:30 - 05.01.2022 21:45","0","n/e","1260","n/e","2726","n/e"
"05.01.2022 21:45 - 05.01.2022 22:00","0","n/e","1257","n/e","2703","n/e"
"05.01.2022 22:00 - 05.01.2022 22:15","0","n/e","1255","n/e","2682","n/e"
"05.01.2022 22:15 - 05.01.2022 22:30","0","n/e","1249","n/e","2643","n/e"
"05.01.2022 22:30 - 05.01.2022 22:45","0","n/e","1239","n/e","2587","n/e"
"05.01.2022 22:45 - 05.01.2022 23:00","0","n/e","1229","n/e","2530","n/e"
"05.01.2022 23:00 - 05.01.2022 23:15","0","n/e","1218","n/e","2474","n/e"
"05.01.2022 23:15 - 05.01.2022 23:30","0","n/e","1207","n/e","2418","n/e"
"05.01.2022 23:30 - 05.01.2022 23:45","0","n/e","1195","n/e","2363","n/e"
"05.01.2022 23:45 - 06.01.2022 00:00","0","n/e","1182","n/e","2307","n/e"
"06.01.2022 00:00 - 06.01.2022 00:15","0","n/e","1304","n/e","2991","n/e"
"06.01.2022 00:15 - 06.01.2022 00:30","0","n/e","1290","n/e","2926","n/e"
"06.01.2022 00:30 - 06.01.2022 00:45","0","n/e","1275","n/e","2858","n/e"
"06.01.2022 00:45 - 06.01.2022 01:00","0","n/e","1259","n/e","2791","n/e"
"06.01.2022 01:00 - 06.01.2022 01:15","0","n/e","1244","n/e","2726","n/e"
"06.01.2022 01:15 - 06.01.2022 01:30","0","n/e","1211","n/e","2625","n/e"
"06.01.2022 01:30 - 06.01.2022 01:45","0","n/e","1161","n/e","2489","n/e"
"06.01.2022 01:45 - 06.01.2022 02:00","0","n/e","1110","n/e","2356","n/e"
"06.01.2022 02:00 - 06.01.2022 02:15","0","n/e","1060","n/e","2221","n/e"
"06.01.2022 02:15 - 06.01.2022 02:30","0","n/e","1005","n/e","2090","n/e"
"06.01.2022 02:30 - 06.01.2022 02:45","0","n/e","945","n/e","1961","n/e"
"06.01.2022 02:45 - 06.01.2022 03:00","0","n/e","884","n/e","1835","n/e"
"06.01.2022 03:00 - 06.01.2022 03:15","0","n/e","824","n/e","1705","n/e"
"06.01.2022 03:15 - 06.01.2022 03:30","0","n/e","758","n/e","1582","n/e"
"06.01.2022 03:30 - 06.01.2022 03:45","0","n/e","686","n/e","1464","n/e"
"06.01.2022 03:45 - 06.01.2022 04:00","0","n/e","613","n/e","1345","n/e"
"06.01.2022 04:00 - 06.01.2022 04:15","0","n/e","541","n/e","1227","n/e"
"06.01.2022 04:15 - 06.01.2022 04:30","0","n/e","484","n/e","1132","n/e"
"06.01.2022 04:30 - 06.01.2022 04:45","0","n/e","443","n/e","1061","n/e"
"06.01.2022 04:45 - 06.01.2022 05:00","0","n/e","401","n/e","991","n/e"
"06.01.2022 05:00 - 06.01.2022 05:15","0","n/e","360","n/e","919","n/e"
"06.01.2022 05:15 - 06.01.2022 05:30","0","n/e","321","n/e","859","n/e"
"06.01.2022 05:30 - 06.01.2022 05:45","0","n/e","285","n/e","802","n/e"
"06.01.2022 05:45 - 06.01.2022 06:00","0","n/e","249","n/e","746","n/e"
"06.01.2022 06:00 - 06.01.2022 06:15","0","n/e","213","n/e","690","n/e"
"06.01.2022 06:15 - 06.01.2022 06:30","0","n/e","187","n/e","639","n/e"
"06.01.2022 06:30 - 06.01.2022 06:45","0","n/e","172","n/e","593","n/e"
"06.01.2022 06:45 - 06.01.2022 07:00","0","n/e","156","n/e","549","n/e"
"06.01.2022 07:00 - 06.01.2022 07:15","0","n/e","141","n/e","506","n/e"
"06.01.2022 07:15 - 06.01.2022 07:30","0","n/e","133","n/e","480","n/e"
"06.01.2022 07:30 - 06.01.2022 07:45","0","n/e","133","n/e","468","n/e"
"06.01.2022 07:45 - 06.01.2022 08:00","0","n/e","134","n/e","461","n/e"
"06.01.2022 08:00 - 06.01.2022 08:15","0","n/e","134","n/e","451","n/e"
"06.01.2022 08:15 - 06.01.2022 08:30","0","n/e","135","n/e","443","n/e"
"06.01.2022 08:30 - 06.01.2022 08:45","3","n/e","135","n/e","438","n/e"
"06.01.2022 08:45 - 06.01.2022 09:00","3","n/e","135","n/e","428","n/e"
"06.01.2022 09:00 - 06.01.2022 09:15","4","n/e","135","n/e","424","n/e"
"06.01.2022 09:15 - 06.01.2022 09:30","154","n/e","135","n/e","420","n/e"
"06.01.2022 09:30 - 06.01.2022 09:45","302","n/e","134","n/e","418","n/e"
"06.01.2022 09:45 - 06.01.2022 10:00","452","n/e","133","n/e","414","n/e"
"06.01.2022 10:00 - 06.01.2022 10:15","600","n/e","132","n/e","411","n/e"
"06.01.2022 10:15 - 06.01.2022 10:30","976","n/e","140","n/e","421","n/e"
"06.01.2022 10:30 - 06.01.2022 10:45","1351","n/e","155","n/e","447","n/e"
"06.01.2022 10:45 - 06.01.2022 11:00","1731","n/e","171","n/e","469","n/e"
"06.01.2022 11:00 - 06.01.2022 11:15","2108","n/e","186","n/e","495","n/e"
"06.01.2022 11:15 - 06.01.2022 11:30","2226","n/e","212","n/e","519","n/e"
"06.01.2022 11:30 - 06.01.2022 11:45","2345","n/e","248","n/e","545","n/e"
"06.01.2022 11:45 - 06.01.2022 12:00","2463","n/e","285","n/e","570","n/e"
"06.01.2022 12:00 - 06.01.2022 12:15","2583","n/e","321","n/e","595","n/e"
"06.01.2022 12:15 - 06.01.2022 12:30","2636","n/e","351","n/e","624","n/e"
"06.01.2022 12:30 - 06.01.2022 12:45","2689","n/e","373","n/e","655","n/e"
"06.01.2022 12:45 - 06.01.2022 13:00","2743","n/e","396","n/e","684","n/e"
"06.01.2022 13:00 - 06.01.2022 13:15","2794","n/e","419","n/e","714","n/e"
"06.01.2022 13:15 - 06.01.2022 13:30","2667","n/e","437","n/e","738","n/e"
"06.01.2022 13:30 - 06.01.2022 13:45","2537","n/e","451","n/e","757","n/e"
"06.01.2022 13:45 - 06.01.2022 14:00","2406","n/e","464","n/e","777","n/e"
"06.01.2022 14:00 - 06.01.2022 14:15","2277","n/e","478","n/e","795","n/e"
"06.01.2022 14:15 - 06.01.2022 14:30","2198","n/e","494","n/e","813","n/e"
"06.01.2022 14:30 - 06.01.2022 14:45","2118","n/e","513","n/e","828","n/e"
"06.01.2022 14:45 - 06.01.2022 15:00","2039","n/e","532","n/e","843","n/e"
"06.01.2022 15:00 - 06.01.2022 15:15","1959","n/e","551","n/e","858","n/e"
"06.01.2022 15:15 - 06.01.2022 15:30","1822","n/e","572","n/e","875","n/e"
"06.01.2022 15:30 - 06.01.2022 15:45","1691","n/e","594","n/e","892","n/e"
"06.01.2022 15:45 - 06.01.2022 16:00","1555","n/e","616","n/e","910","n/e"
"06.01.2022 16:00 - 06.01.2022 16:15","1422","n/e","638","n/e","925","n/e"
"06.01.2022 16:15 - 06.01.2022 16:30","1086","n/e","674","n/e","979","n/e"
"06.01.2022 16:30 - 06.01.2022 16:45","747","n/e","725","n/e","1068","n/e"
"06.01.2022 16:45 - 06.01.2022 17:00","410","n/e","776","n/e","1158","n/e"
"06.01.2022 17:00 - 06.01.2022 17:15","72","n/e","827","n/e","1248","n/e"
"06.01.2022 17:15 - 06.01.2022 17:30","54","n/e","870","n/e","1353","n/e"
"06.01.2022 17:30 - 06.01.2022 17:45","37","n/e","906","n/e","1474","n/e"
"06.01.2022 17:45 - 06.01.2022 18:00","16","n/e","942","n/e","1594","n/e"
"06.01.2022 18:00 - 06.01.2022 18:15","0","n/e","978","n/e","1717","n/e"
"06.01.2022 18:15 - 06.01.2022 18:30","0","n/e","1018","n/e","1854","n/e"
"06.01.2022 18:30 - 06.01.2022 18:45","0","n/e","1061","n/e","2000","n/e"
"06.01.2022 18:45 - 06.01.2022 19:00","0","n/e","1104","n/e","2150","n/e"
"06.01.2022 19:00 - 06.01.2022 19:15","0","n/e","1147","n/e","2299","n/e"
"06.01.2022 19:15 - 06.01.2022 19:30","0","n/e","1185","n/e","2433","n/e"
"06.01.2022 19:30 - 06.01.2022 19:45","0","n/e","1220","n/e","2554","n/e"
"06.01.2022 19:45 - 06.01.2022 20:00","0","n/e","1255","n/e","2676","n/e"
"06.01.2022 20:00 - 06.01.2022 20:15","0","n/e","1289","n/e","2798","n/e"
"06.01.2022 20:15 - 06.01.2022 20:30","0","n/e","1316","n/e","2914","n/e"
"06.01.2022 20:30 - 06.01.2022 20:45","0","n/e","1333","n/e","3022","n/e"
"06.01.2022 20:45 - 06.01.2022 21:00","0","n/e","1351","n/e","3134","n/e"
"06.01.2022 21:00 - 06.01.2022 21:15","0","n/e","1368","n/e","3243","n/e"
"06.01.2022 21:15 - 06.01.2022 21:30","0","n/e","1380","n/e","3349","n/e"
"06.01.2022 21:30 - 06.01.2022 21:45","0","n/e","1387","n/e","3449","n/e"
"06.01.2022 21:45 - 06.01.2022 22:00","0","n/e","1394","n/e","3552","n/e"
"06.01.2022 22:00 - 06.01.2022 22:15","0","n/e","1401","n/e","3653","n/e"
"06.01.2022 22:15 - 06.01.2022 22:30","0","n/e","1405","n/e","3728","n/e"
"06.01.2022 22:30 - 06.01.2022 22:45","0","n/e","1406","n/e","3776","n/e"
"06.01.2022 22:45 - 06.01.2022 23:00","0","n/e","1407","n/e","3824","n/e"
"06.01.2022 23:00 - 06.01.2022 23:15","0","n/e","1408","n/e","3872","n/e"
"06.01.2022 23:15 - 06.01.2022 23:30","0","n/e","1410","n/e","3920","n/e"
"06.01.2022 23:30 - 06.01.2022 23:45","0","n/e","1410","n/e","3966","n/e"
"06.01.2022 23:45 - 07.01.2022 00:00","0","n/e","1411","n/e","4016","n/e"
"07.01.2022 00:00 - 07.01.2022 00:15","0","n/e","1413","n/e","4083","n/e"
"07.01.2022 00:15 - 07.01.2022 00:30","0","n/e","1413","n/e","4117","n/e"
"07.01.2022 00:30 - 07.01.2022 00:45","0","n/e","1414","n/e","4153","n/e"
"07.01.2022 00:45 - 07.01.2022 01:00","0","n/e","1414","n/e","4192","n/e"
"07.01.2022 01:00 - 07.01.2022 01:15","0","n/e","1414","n/e","4229","n/e"
"07.01.2022 01:15 - 07.01.2022 01:30","0","n/e","1415","n/e","4244","n/e"
"07.01.2022 01:30 - 07.01.2022 01:45","0","n/e","1415","n/e","4237","n/e"
"07.01.2022 01:45 - 07.01.2022 02:00","0","n/e","1416","n/e","4229","n/e"
"07.01.2022 02:00 - 07.01.2022 02:15","0","n/e","1416","n/e","4222","n/e"
"07.01.2022 02:15 - 07.01.2022 02:30","0","n/e","1417","n/e","4215","n/e"
