"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Italy (IT)","Generation - Solar  [MW] Current / Italy (IT)","Generation - Wind Offshore  [MW] Day Ahead/ Italy (IT)","Generation - Wind Offshore  [MW] Current / Italy (IT)","Generation - Wind Onshore  [MW] Day Ahead/ Italy (IT)","Generation - Wind Onshore  [MW] Current / Italy (IT)"
"11.07.2022 21:00 - 11.07.2022 22:00","0","0","n/e","n/e","329","n/e"
"11.07.2022 22:00 - 11.07.2022 23:00","0","0","n/e","n/e","220","n/e"
"11.07.2022 23:00 - 12.07.2022 00:00","0","0","n/e","n/e","185","n/e"
"12.07.2022 00:00 - 12.07.2022 01:00","0","0","n/e","n/e","154","n/e"
"12.07.2022 01:00 - 12.07.2022 02:00","0","0","n/e","n/e","176","n/e"
"12.07.2022 02:00 - 12.07.2022 03:00","0","0","n/e","n/e","197","n/e"
"12.07.2022 03:00 - 12.07.2022 04:00","0","0","n/e","n/e","266","n/e"
"12.07.2022 04:00 - 12.07.2022 05:00","0","0","n/e","n/e","422","n/e"
"12.07.2022 05:00 - 12.07.2022 06:00","1","1","n/e","n/e","684","n/e"
"12.07.2022 06:00 - 12.07.2022 07:00","375","375","n/e","n/e","492","n/e"
"12.07.2022 07:00 - 12.07.2022 08:00","1889","1889","n/e","n/e","295","n/e"
"12.07.2022 08:00 - 12.07.2022 09:00","4333","4336","n/e","n/e","183","n/e"
"12.07.2022 09:00 - 12.07.2022 10:00","6554","6562","n/e","n/e","181","n/e"
"12.07.2022 10:00 - 12.07.2022 11:00","8107","8118","n/e","n/e","220","n/e"
"12.07.2022 11:00 - 12.07.2022 12:00","9474","9489","n/e","n/e","304","n/e"
"12.07.2022 12:00 - 12.07.2022 13:00","10041","10049","n/e","n/e","441","n/e"
"12.07.2022 13:00 - 12.07.2022 14:00","10149","10134","n/e","n/e","658","n/e"
"12.07.2022 14:00 - 12.07.2022 15:00","9880","9856","n/e","n/e","961","n/e"
"12.07.2022 15:00 - 12.07.2022 16:00","9090","9082","n/e","n/e","1124","n/e"
"12.07.2022 16:00 - 12.07.2022 17:00","7652","7657","n/e","n/e","1047","n/e"
"12.07.2022 17:00 - 12.07.2022 18:00","5724","5694","n/e","n/e","976","n/e"
"12.07.2022 18:00 - 12.07.2022 19:00","3339","3308","n/e","n/e","759","n/e"
"12.07.2022 19:00 - 12.07.2022 20:00","1287","1268","n/e","n/e","612","n/e"
"12.07.2022 20:00 - 12.07.2022 21:00","181","179","n/e","n/e","477","n/e"
"12.07.2022 21:00 - 12.07.2022 22:00","0","0","n/e","n/e","377","n/e"
"12.07.2022 22:00 - 12.07.2022 23:00","0","0","n/e","n/e","322","n/e"
"12.07.2022 23:00 - 13.07.2022 00:00","0","0","n/e","n/e","330","n/e"
"13.07.2022 00:00 - 13.07.2022 01:00","0","0","n/e","n/e","481","n/e"
"13.07.2022 01:00 - 13.07.2022 02:00","0","0","n/e","n/e","480","n/e"
"13.07.2022 02:00 - 13.07.2022 03:00","0","0","n/e","n/e","526","n/e"
"13.07.2022 03:00 - 13.07.2022 04:00","0","0","n/e","n/e","577","n/e"
"13.07.2022 04:00 - 13.07.2022 05:00","0","0","n/e","n/e","693","n/e"
"13.07.2022 05:00 - 13.07.2022 06:00","0","0","n/e","n/e","849","n/e"
"13.07.2022 06:00 - 13.07.2022 07:00","379","380","n/e","n/e","886","n/e"
"13.07.2022 07:00 - 13.07.2022 08:00","2005","2005","n/e","n/e","855","n/e"
"13.07.2022 08:00 - 13.07.2022 09:00","4591","4604","n/e","n/e","877","n/e"
"13.07.2022 09:00 - 13.07.2022 10:00","6972","6986","n/e","n/e","966","n/e"
"13.07.2022 10:00 - 13.07.2022 11:00","8418","8457","n/e","n/e","1231","n/e"
"13.07.2022 11:00 - 13.07.2022 12:00","9773","9808","n/e","n/e","1448","n/e"
"13.07.2022 12:00 - 13.07.2022 13:00","10302","10292","n/e","n/e","1618","n/e"
"13.07.2022 13:00 - 13.07.2022 14:00","10376","10378","n/e","n/e","2043","n/e"
"13.07.2022 14:00 - 13.07.2022 15:00","10188","10215","n/e","n/e","2280","n/e"
"13.07.2022 15:00 - 13.07.2022 16:00","9529","9527","n/e","n/e","2592","n/e"
"13.07.2022 16:00 - 13.07.2022 17:00","8085","8062","n/e","n/e","2787","n/e"
"13.07.2022 17:00 - 13.07.2022 18:00","6202","6112","n/e","n/e","2892","n/e"
"13.07.2022 18:00 - 13.07.2022 19:00","3652","3595","n/e","n/e","2393","n/e"
"13.07.2022 19:00 - 13.07.2022 20:00","1372","1278","n/e","n/e","1765","n/e"
"13.07.2022 20:00 - 13.07.2022 21:00","180","152","n/e","n/e","1283","n/e"
"13.07.2022 21:00 - 13.07.2022 22:00","0","0","n/e","n/e","1102","n/e"
"13.07.2022 22:00 - 13.07.2022 23:00","0","0","n/e","n/e","993","n/e"
"13.07.2022 23:00 - 14.07.2022 00:00","0","0","n/e","n/e","903","n/e"
"14.07.2022 00:00 - 14.07.2022 01:00","0","0","n/e","n/e","793","n/e"
"14.07.2022 01:00 - 14.07.2022 02:00","0","0","n/e","n/e","807","n/e"
"14.07.2022 02:00 - 14.07.2022 03:00","0","0","n/e","n/e","833","n/e"
"14.07.2022 03:00 - 14.07.2022 04:00","0","0","n/e","n/e","812","n/e"
"14.07.2022 04:00 - 14.07.2022 05:00","0","0","n/e","n/e","762","n/e"
"14.07.2022 05:00 - 14.07.2022 06:00","0","0","n/e","n/e","712","n/e"
"14.07.2022 06:00 - 14.07.2022 07:00","391","391","n/e","n/e","627","n/e"
"14.07.2022 07:00 - 14.07.2022 08:00","2011","2012","n/e","n/e","555","n/e"
"14.07.2022 08:00 - 14.07.2022 09:00","4608","4551","n/e","n/e","482","n/e"
"14.07.2022 09:00 - 14.07.2022 10:00","7031","7011","n/e","n/e","523","n/e"
"14.07.2022 10:00 - 14.07.2022 11:00","8454","8469","n/e","n/e","565","n/e"
"14.07.2022 11:00 - 14.07.2022 12:00","9764","9736","n/e","n/e","616","n/e"
"14.07.2022 12:00 - 14.07.2022 13:00","10243","10241","n/e","n/e","729","n/e"
"14.07.2022 13:00 - 14.07.2022 14:00","10331","10351","n/e","n/e","895","n/e"
"14.07.2022 14:00 - 14.07.2022 15:00","10165","10156","n/e","n/e","1053","n/e"
"14.07.2022 15:00 - 14.07.2022 16:00","9531","9504","n/e","n/e","1129","n/e"
"14.07.2022 16:00 - 14.07.2022 17:00","8004","7993","n/e","n/e","1220","n/e"
"14.07.2022 17:00 - 14.07.2022 18:00","6114","5991","n/e","n/e","1317","n/e"
"14.07.2022 18:00 - 14.07.2022 19:00","3591","3503","n/e","n/e","1151","n/e"
"14.07.2022 19:00 - 14.07.2022 20:00","1328","1237","n/e","n/e","966","n/e"
"14.07.2022 20:00 - 14.07.2022 21:00","169","143","n/e","n/e","687","n/e"
"14.07.2022 21:00 - 14.07.2022 22:00","0","0","n/e","n/e","462","n/e"
"14.07.2022 22:00 - 14.07.2022 23:00","0","0","n/e","n/e","334","n/e"
"14.07.2022 23:00 - 15.07.2022 00:00","0","0","n/e","n/e","282","n/e"
"15.07.2022 00:00 - 15.07.2022 01:00","0","0","n/e","n/e","206","n/e"
"15.07.2022 01:00 - 15.07.2022 02:00","0","0","n/e","n/e","172","n/e"
"15.07.2022 02:00 - 15.07.2022 03:00","0","0","n/e","n/e","152","n/e"
"15.07.2022 03:00 - 15.07.2022 04:00","0","0","n/e","n/e","138","n/e"
"15.07.2022 04:00 - 15.07.2022 05:00","0","0","n/e","n/e","132","n/e"
"15.07.2022 05:00 - 15.07.2022 06:00","0","0","n/e","n/e","121","n/e"
"15.07.2022 06:00 - 15.07.2022 07:00","368","368","n/e","n/e","114","n/e"
"15.07.2022 07:00 - 15.07.2022 08:00","1931","1931","n/e","n/e","109","n/e"
"15.07.2022 08:00 - 15.07.2022 09:00","4529","4538","n/e","n/e","88","n/e"
"15.07.2022 09:00 - 15.07.2022 10:00","6924","6934","n/e","n/e","78","n/e"
"15.07.2022 10:00 - 15.07.2022 11:00","8436","8451","n/e","n/e","76","n/e"
"15.07.2022 11:00 - 15.07.2022 12:00","9803","9815","n/e","n/e","98","n/e"
"15.07.2022 12:00 - 15.07.2022 13:00","10336","10347","n/e","n/e","193","n/e"
"15.07.2022 13:00 - 15.07.2022 14:00","10426","10437","n/e","n/e","362","n/e"
"15.07.2022 14:00 - 15.07.2022 15:00","10236","10252","n/e","n/e","587","n/e"
"15.07.2022 15:00 - 15.07.2022 16:00","9532","9540","n/e","n/e","760","n/e"
"15.07.2022 16:00 - 15.07.2022 17:00","7991","7985","n/e","n/e","948","n/e"
"15.07.2022 17:00 - 15.07.2022 18:00","6106","6076","n/e","n/e","1134","n/e"
"15.07.2022 18:00 - 15.07.2022 19:00","3610","3584","n/e","n/e","1069","n/e"
"15.07.2022 19:00 - 15.07.2022 20:00","1306","1289","n/e","n/e","911","n/e"
"15.07.2022 20:00 - 15.07.2022 21:00","159","158","n/e","n/e","771","n/e"
"15.07.2022 21:00 - 15.07.2022 22:00","0","0","n/e","n/e","595","n/e"
"15.07.2022 22:00 - 15.07.2022 23:00","0","0","n/e","n/e","506","n/e"
"15.07.2022 23:00 - 16.07.2022 00:00","0","0","n/e","n/e","471","n/e"
"16.07.2022 00:00 - 16.07.2022 01:00","0","0","n/e","n/e","425","n/e"
"16.07.2022 01:00 - 16.07.2022 02:00","0","0","n/e","n/e","420","n/e"
"16.07.2022 02:00 - 16.07.2022 03:00","0","0","n/e","n/e","421","n/e"
"16.07.2022 03:00 - 16.07.2022 04:00","0","0","n/e","n/e","415","n/e"
"16.07.2022 04:00 - 16.07.2022 05:00","0","0","n/e","n/e","409","n/e"
"16.07.2022 05:00 - 16.07.2022 06:00","0","0","n/e","n/e","403","n/e"
"16.07.2022 06:00 - 16.07.2022 07:00","351","351","n/e","n/e","319","n/e"
"16.07.2022 07:00 - 16.07.2022 08:00","1904","1904","n/e","n/e","262","n/e"
"16.07.2022 08:00 - 16.07.2022 09:00","4438","4438","n/e","n/e","189","n/e"
"16.07.2022 09:00 - 16.07.2022 10:00","6847","6847","n/e","n/e","124","n/e"
"16.07.2022 10:00 - 16.07.2022 11:00","8423","8423","n/e","n/e","95","n/e"
"16.07.2022 11:00 - 16.07.2022 12:00","9754","9754","n/e","n/e","110","n/e"
"16.07.2022 12:00 - 16.07.2022 13:00","10348","10348","n/e","n/e","207","n/e"
"16.07.2022 13:00 - 16.07.2022 14:00","10438","10438","n/e","n/e","391","n/e"
"16.07.2022 14:00 - 16.07.2022 15:00","10225","10225","n/e","n/e","628","n/e"
"16.07.2022 15:00 - 16.07.2022 16:00","9491","9491","n/e","n/e","846","n/e"
"16.07.2022 16:00 - 16.07.2022 17:00","7961","7961","n/e","n/e","1091","n/e"
"16.07.2022 17:00 - 16.07.2022 18:00","6067","6067","n/e","n/e","1273","n/e"
"16.07.2022 18:00 - 16.07.2022 19:00","3575","3575","n/e","n/e","1024","n/e"
"16.07.2022 19:00 - 16.07.2022 20:00","1289","1289","n/e","n/e","800","n/e"
"16.07.2022 20:00 - 16.07.2022 21:00","157","157","n/e","n/e","567","n/e"
"16.07.2022 21:00 - 16.07.2022 22:00","0","0","n/e","n/e","378","n/e"
"16.07.2022 22:00 - 16.07.2022 23:00","0","0","n/e","n/e","274","n/e"
"16.07.2022 23:00 - 17.07.2022 00:00","0","0","n/e","n/e","227","n/e"
"17.07.2022 00:00 - 17.07.2022 01:00","0","0","n/e","n/e","184","n/e"
"17.07.2022 01:00 - 17.07.2022 02:00","0","0","n/e","n/e","178","n/e"
"17.07.2022 02:00 - 17.07.2022 03:00","0","0","n/e","n/e","161","n/e"
"17.07.2022 03:00 - 17.07.2022 04:00","0","0","n/e","n/e","163","n/e"
"17.07.2022 04:00 - 17.07.2022 05:00","0","0","n/e","n/e","167","n/e"
"17.07.2022 05:00 - 17.07.2022 06:00","0","0","n/e","n/e","183","n/e"
"17.07.2022 06:00 - 17.07.2022 07:00","322","322","n/e","n/e","208","n/e"
"17.07.2022 07:00 - 17.07.2022 08:00","1827","1827","n/e","n/e","211","n/e"
"17.07.2022 08:00 - 17.07.2022 09:00","4300","4275","n/e","n/e","225","n/e"
"17.07.2022 09:00 - 17.07.2022 10:00","6630","6575","n/e","n/e","214","n/e"
"17.07.2022 10:00 - 17.07.2022 11:00","8232","8104","n/e","n/e","250","n/e"
"17.07.2022 11:00 - 17.07.2022 12:00","9587","9445","n/e","n/e","326","n/e"
"17.07.2022 12:00 - 17.07.2022 13:00","10072","9999","n/e","n/e","443","n/e"
"17.07.2022 13:00 - 17.07.2022 14:00","10216","10082","n/e","n/e","647","n/e"
"17.07.2022 14:00 - 17.07.2022 15:00","9950","9829","n/e","n/e","951","n/e"
"17.07.2022 15:00 - 17.07.2022 16:00","9251","9045","n/e","n/e","1176","n/e"
"17.07.2022 16:00 - 17.07.2022 17:00","7719","7586","n/e","n/e","1272","n/e"
"17.07.2022 17:00 - 17.07.2022 18:00","5810","5574","n/e","n/e","1235","n/e"
"17.07.2022 18:00 - 17.07.2022 19:00","3456","3288","n/e","n/e","1032","n/e"
"17.07.2022 19:00 - 17.07.2022 20:00","1239","1126","n/e","n/e","993","n/e"
"17.07.2022 20:00 - 17.07.2022 21:00","150","121","n/e","n/e","984","n/e"
"17.07.2022 21:00 - 17.07.2022 22:00","0","0","n/e","n/e","877","n/e"
"17.07.2022 22:00 - 17.07.2022 23:00","0","0","n/e","n/e","811","n/e"
"17.07.2022 23:00 - 18.07.2022 00:00","0","0","n/e","n/e","817","n/e"
"18.07.2022 00:00 - 18.07.2022 01:00","0","0","n/e","n/e","683","n/e"
"18.07.2022 01:00 - 18.07.2022 02:00","0","0","n/e","n/e","792","n/e"
"18.07.2022 02:00 - 18.07.2022 03:00","0","0","n/e","n/e","894","n/e"
"18.07.2022 03:00 - 18.07.2022 04:00","0","0","n/e","n/e","955","n/e"
"18.07.2022 04:00 - 18.07.2022 05:00","0","0","n/e","n/e","1023","n/e"
"18.07.2022 05:00 - 18.07.2022 06:00","0","0","n/e","n/e","1060","n/e"
"18.07.2022 06:00 - 18.07.2022 07:00","325","325","n/e","n/e","968","n/e"
"18.07.2022 07:00 - 18.07.2022 08:00","1846","1845","n/e","n/e","857","n/e"
"18.07.2022 08:00 - 18.07.2022 09:00","4390","4388","n/e","n/e","815","n/e"
"18.07.2022 09:00 - 18.07.2022 10:00","6745","6731","n/e","n/e","835","n/e"
"18.07.2022 10:00 - 18.07.2022 11:00","8274","8288","n/e","n/e","893","n/e"
"18.07.2022 11:00 - 18.07.2022 12:00","9565","9565","n/e","n/e","960","n/e"
"18.07.2022 12:00 - 18.07.2022 13:00","10125","10116","n/e","n/e","1128","n/e"
"18.07.2022 13:00 - 18.07.2022 14:00","10191","10193","n/e","n/e","1328","n/e"
"18.07.2022 14:00 - 18.07.2022 15:00","9918","9953","n/e","n/e","1634","n/e"
"18.07.2022 15:00 - 18.07.2022 16:00","9116","9268","n/e","n/e","1742","n/e"
"18.07.2022 16:00 - 18.07.2022 17:00","7739","7813","n/e","n/e","1811","n/e"
"18.07.2022 17:00 - 18.07.2022 18:00","5914","5685","n/e","n/e","1711","n/e"
"18.07.2022 18:00 - 18.07.2022 19:00","3496","3280","n/e","n/e","1432","n/e"
"18.07.2022 19:00 - 18.07.2022 20:00","1260","1122","n/e","n/e","1096","n/e"
"18.07.2022 20:00 - 18.07.2022 21:00","149","119","n/e","n/e","841","n/e"
"18.07.2022 21:00 - 18.07.2022 22:00","0","0","n/e","n/e","770","n/e"
"18.07.2022 22:00 - 18.07.2022 23:00","0","0","n/e","n/e","743","n/e"
"18.07.2022 23:00 - 19.07.2022 00:00","0","0","n/e","n/e","788","n/e"
"19.07.2022 00:00 - 19.07.2022 01:00","0","0","n/e","n/e","710","n/e"
"19.07.2022 01:00 - 19.07.2022 02:00","0","0","n/e","n/e","725","n/e"
"19.07.2022 02:00 - 19.07.2022 03:00","0","0","n/e","n/e","709","n/e"
"19.07.2022 03:00 - 19.07.2022 04:00","0","0","n/e","n/e","750","n/e"
"19.07.2022 04:00 - 19.07.2022 05:00","0","0","n/e","n/e","810","n/e"
"19.07.2022 05:00 - 19.07.2022 06:00","0","0","n/e","n/e","843","n/e"
"19.07.2022 06:00 - 19.07.2022 07:00","341","342","n/e","n/e","786","n/e"
"19.07.2022 07:00 - 19.07.2022 08:00","1869","1868","n/e","n/e","715","n/e"
"19.07.2022 08:00 - 19.07.2022 09:00","4471","4370","n/e","n/e","634","n/e"
"19.07.2022 09:00 - 19.07.2022 10:00","6873","6831","n/e","n/e","690","n/e"
"19.07.2022 10:00 - 19.07.2022 11:00","8339","8364","n/e","n/e","757","n/e"
"19.07.2022 11:00 - 19.07.2022 12:00","9666","9642","n/e","n/e","903","n/e"
"19.07.2022 12:00 - 19.07.2022 13:00","10287","10252","n/e","n/e","1053","n/e"
"19.07.2022 13:00 - 19.07.2022 14:00","10380","10334","n/e","n/e","1208","n/e"
"19.07.2022 14:00 - 19.07.2022 15:00","10112","10068","n/e","n/e","1376","n/e"
"19.07.2022 15:00 - 19.07.2022 16:00","9442","9401","n/e","n/e","1443","n/e"
"19.07.2022 16:00 - 19.07.2022 17:00","7934","7936","n/e","n/e","1478","n/e"
"19.07.2022 17:00 - 19.07.2022 18:00","6043","5915","n/e","n/e","1460","n/e"
"19.07.2022 18:00 - 19.07.2022 19:00","3546","3430","n/e","n/e","1239","n/e"
"19.07.2022 19:00 - 19.07.2022 20:00","1296","1203","n/e","n/e","1013","n/e"
"19.07.2022 20:00 - 19.07.2022 21:00","151","125","n/e","n/e","706","n/e"
"19.07.2022 21:00 - 19.07.2022 22:00","0","0","n/e","n/e","410","n/e"
"19.07.2022 22:00 - 19.07.2022 23:00","0","0","n/e","n/e","286","n/e"
"19.07.2022 23:00 - 20.07.2022 00:00","0","0","n/e","n/e","228","n/e"
"20.07.2022 00:00 - 20.07.2022 01:00","0","0","n/e","n/e","206","n/e"
"20.07.2022 01:00 - 20.07.2022 02:00","0","0","n/e","n/e","207","n/e"
"20.07.2022 02:00 - 20.07.2022 03:00","0","0","n/e","n/e","215","n/e"
"20.07.2022 03:00 - 20.07.2022 04:00","0","0","n/e","n/e","231","n/e"
"20.07.2022 04:00 - 20.07.2022 05:00","0","0","n/e","n/e","239","n/e"
"20.07.2022 05:00 - 20.07.2022 06:00","0","0","n/e","n/e","263","n/e"
"20.07.2022 06:00 - 20.07.2022 07:00","331","331","n/e","n/e","230","n/e"
"20.07.2022 07:00 - 20.07.2022 08:00","1878","1878","n/e","n/e","203","n/e"
"20.07.2022 08:00 - 20.07.2022 09:00","4465","4444","n/e","n/e","171","n/e"
"20.07.2022 09:00 - 20.07.2022 10:00","6921","6926","n/e","n/e","150","n/e"
"20.07.2022 10:00 - 20.07.2022 11:00","8423","8470","n/e","n/e","157","n/e"
"20.07.2022 11:00 - 20.07.2022 12:00","9794","9779","n/e","n/e","212","n/e"
"20.07.2022 12:00 - 20.07.2022 13:00","10260","10258","n/e","n/e","348","n/e"
"20.07.2022 13:00 - 20.07.2022 14:00","10306","10312","n/e","n/e","526","n/e"
"20.07.2022 14:00 - 20.07.2022 15:00","10194","10164","n/e","n/e","701","n/e"
"20.07.2022 15:00 - 20.07.2022 16:00","9548","9513","n/e","n/e","866","n/e"
"20.07.2022 16:00 - 20.07.2022 17:00","8051","7991","n/e","n/e","994","n/e"
"20.07.2022 17:00 - 20.07.2022 18:00","6137","6001","n/e","n/e","1146","n/e"
"20.07.2022 18:00 - 20.07.2022 19:00","3609","3513","n/e","n/e","1029","n/e"
"20.07.2022 19:00 - 20.07.2022 20:00","1299","1198","n/e","n/e","850","n/e"
"20.07.2022 20:00 - 20.07.2022 21:00","149","122","n/e","n/e","596","n/e"
"20.07.2022 21:00 - 20.07.2022 22:00","0","0","n/e","n/e","297","n/e"
"20.07.2022 22:00 - 20.07.2022 23:00","0","0","n/e","n/e","164","n/e"
"20.07.2022 23:00 - 21.07.2022 00:00","0","0","n/e","n/e","107","n/e"
"21.07.2022 00:00 - 21.07.2022 01:00","0","0","n/e","n/e","71","n/e"
"21.07.2022 01:00 - 21.07.2022 02:00","0","0","n/e","n/e","78","n/e"
"21.07.2022 02:00 - 21.07.2022 03:00","0","0","n/e","n/e","98","n/e"
"21.07.2022 03:00 - 21.07.2022 04:00","0","0","n/e","n/e","101","n/e"
"21.07.2022 04:00 - 21.07.2022 05:00","0","0","n/e","n/e","109","n/e"
"21.07.2022 05:00 - 21.07.2022 06:00","0","0","n/e","n/e","115","n/e"
"21.07.2022 06:00 - 21.07.2022 07:00","306","308","n/e","n/e","98","n/e"
"21.07.2022 07:00 - 21.07.2022 08:00","1793","1793","n/e","n/e","81","n/e"
"21.07.2022 08:00 - 21.07.2022 09:00","4266","4361","n/e","n/e","49","n/e"
"21.07.2022 09:00 - 21.07.2022 10:00","6592","6691","n/e","n/e","44","n/e"
"21.07.2022 10:00 - 21.07.2022 11:00","8258","8288","n/e","n/e","68","n/e"
"21.07.2022 11:00 - 21.07.2022 12:00","9578","9572","n/e","n/e","141","n/e"
"21.07.2022 12:00 - 21.07.2022 13:00","10171","10147","n/e","n/e","285","n/e"
"21.07.2022 13:00 - 21.07.2022 14:00","10255","10238","n/e","n/e","520","n/e"
"21.07.2022 14:00 - 21.07.2022 15:00","10066","10057","n/e","n/e","850","n/e"
"21.07.2022 15:00 - 21.07.2022 16:00","9313","9365","n/e","n/e","1135","n/e"
"21.07.2022 16:00 - 21.07.2022 17:00","7863","7831","n/e","n/e","1415","n/e"
"21.07.2022 17:00 - 21.07.2022 18:00","5983","5797","n/e","n/e","1616","n/e"
"21.07.2022 18:00 - 21.07.2022 19:00","3520","3370","n/e","n/e","1280","n/e"
"21.07.2022 19:00 - 21.07.2022 20:00","1261","1159","n/e","n/e","896","n/e"
"21.07.2022 20:00 - 21.07.2022 21:00","137","116","n/e","n/e","577","n/e"
"21.07.2022 21:00 - 21.07.2022 22:00","0","0","n/e","n/e","400","n/e"
"21.07.2022 22:00 - 21.07.2022 23:00","0","0","n/e","n/e","332","n/e"
"21.07.2022 23:00 - 22.07.2022 00:00","0","0","n/e","n/e","307","n/e"
"22.07.2022 00:00 - 22.07.2022 01:00","0","0","n/e","n/e","274","n/e"
"22.07.2022 01:00 - 22.07.2022 02:00","0","0","n/e","n/e","250","n/e"
"22.07.2022 02:00 - 22.07.2022 03:00","0","0","n/e","n/e","235","n/e"
"22.07.2022 03:00 - 22.07.2022 04:00","0","0","n/e","n/e","219","n/e"
"22.07.2022 04:00 - 22.07.2022 05:00","0","0","n/e","n/e","196","n/e"
"22.07.2022 05:00 - 22.07.2022 06:00","0","0","n/e","n/e","187","n/e"
"22.07.2022 06:00 - 22.07.2022 07:00","304","304","n/e","n/e","161","n/e"
"22.07.2022 07:00 - 22.07.2022 08:00","1835","1835","n/e","n/e","140","n/e"
"22.07.2022 08:00 - 22.07.2022 09:00","4325","4271","n/e","n/e","108","n/e"
"22.07.2022 09:00 - 22.07.2022 10:00","6571","6553","n/e","n/e","113","n/e"
"22.07.2022 10:00 - 22.07.2022 11:00","8246","8243","n/e","n/e","114","n/e"
"22.07.2022 11:00 - 22.07.2022 12:00","9584","9542","n/e","n/e","169","n/e"
"22.07.2022 12:00 - 22.07.2022 13:00","10190","10109","n/e","n/e","312","n/e"
"22.07.2022 13:00 - 22.07.2022 14:00","10275","10191","n/e","n/e","525","n/e"
"22.07.2022 14:00 - 22.07.2022 15:00","10059","9891","n/e","n/e","809","n/e"
"22.07.2022 15:00 - 22.07.2022 16:00","9272","9180","n/e","n/e","995","n/e"
"22.07.2022 16:00 - 22.07.2022 17:00","7800","7702","n/e","n/e","1157","n/e"
"22.07.2022 17:00 - 22.07.2022 18:00","5940","5688","n/e","n/e","1278","n/e"
"22.07.2022 18:00 - 22.07.2022 19:00","3486","3314","n/e","n/e","1071","n/e"
"22.07.2022 19:00 - 22.07.2022 20:00","1245","1127","n/e","n/e","795","n/e"
"22.07.2022 20:00 - 22.07.2022 21:00","133","107","n/e","n/e","547","n/e"
"22.07.2022 21:00 - 22.07.2022 22:00","0","0","n/e","n/e","376","n/e"
"22.07.2022 22:00 - 22.07.2022 23:00","0","0","n/e","n/e","332","n/e"
"22.07.2022 23:00 - 23.07.2022 00:00","0","0","n/e","n/e","328","n/e"
"23.07.2022 00:00 - 23.07.2022 01:00","0","0","n/e","n/e","360","n/e"
"23.07.2022 01:00 - 23.07.2022 02:00","0","0","n/e","n/e","394","n/e"
"23.07.2022 02:00 - 23.07.2022 03:00","0","0","n/e","n/e","429","n/e"
"23.07.2022 03:00 - 23.07.2022 04:00","0","0","n/e","n/e","411","n/e"
"23.07.2022 04:00 - 23.07.2022 05:00","0","0","n/e","n/e","421","n/e"
"23.07.2022 05:00 - 23.07.2022 06:00","0","0","n/e","n/e","435","n/e"
"23.07.2022 06:00 - 23.07.2022 07:00","297","297","n/e","n/e","362","n/e"
"23.07.2022 07:00 - 23.07.2022 08:00","1786","1783","n/e","n/e","306","n/e"
"23.07.2022 08:00 - 23.07.2022 09:00","4183","4185","n/e","n/e","221","n/e"
"23.07.2022 09:00 - 23.07.2022 10:00","6448","6430","n/e","n/e","149","n/e"
"23.07.2022 10:00 - 23.07.2022 11:00","8144","8145","n/e","n/e","125","n/e"
"23.07.2022 11:00 - 23.07.2022 12:00","9453","9465","n/e","n/e","175","n/e"
"23.07.2022 12:00 - 23.07.2022 13:00","9941","9919","n/e","n/e","338","n/e"
"23.07.2022 13:00 - 23.07.2022 14:00","10020","9941","n/e","n/e","620","n/e"
"23.07.2022 14:00 - 23.07.2022 15:00","9679","9579","n/e","n/e","974","n/e"
"23.07.2022 15:00 - 23.07.2022 16:00","8806","8697","n/e","n/e","1196","n/e"
"23.07.2022 16:00 - 23.07.2022 17:00","7243","7100","n/e","n/e","1441","n/e"
"23.07.2022 17:00 - 23.07.2022 18:00","5486","5225","n/e","n/e","1523","n/e"
"23.07.2022 18:00 - 23.07.2022 19:00","3227","3014","n/e","n/e","1292","n/e"
"23.07.2022 19:00 - 23.07.2022 20:00","1194","1063","n/e","n/e","1116","n/e"
"23.07.2022 20:00 - 23.07.2022 21:00","130","103","n/e","n/e","961","n/e"
"23.07.2022 21:00 - 23.07.2022 22:00","0","0","n/e","n/e","795","n/e"
"23.07.2022 22:00 - 23.07.2022 23:00","0","0","n/e","n/e","768","n/e"
"23.07.2022 23:00 - 24.07.2022 00:00","0","0","n/e","n/e","807","n/e"
"24.07.2022 00:00 - 24.07.2022 01:00","0","0","n/e","n/e","932","n/e"
"24.07.2022 01:00 - 24.07.2022 02:00","0","0","n/e","n/e","997","n/e"
"24.07.2022 02:00 - 24.07.2022 03:00","0","0","n/e","n/e","1058","n/e"
"24.07.2022 03:00 - 24.07.2022 04:00","0","0","n/e","n/e","1094","n/e"
"24.07.2022 04:00 - 24.07.2022 05:00","0","0","n/e","n/e","1127","n/e"
"24.07.2022 05:00 - 24.07.2022 06:00","0","0","n/e","n/e","1184","n/e"
"24.07.2022 06:00 - 24.07.2022 07:00","288","288","n/e","n/e","1062","n/e"
"24.07.2022 07:00 - 24.07.2022 08:00","1752","1751","n/e","n/e","931","n/e"
"24.07.2022 08:00 - 24.07.2022 09:00","4090","4099","n/e","n/e","789","n/e"
"24.07.2022 09:00 - 24.07.2022 10:00","6323","6291","n/e","n/e","614","n/e"
"24.07.2022 10:00 - 24.07.2022 11:00","8104","8103","n/e","n/e","524","n/e"
"24.07.2022 11:00 - 24.07.2022 12:00","9439","9432","n/e","n/e","524","n/e"
"24.07.2022 12:00 - 24.07.2022 13:00","9994","9960","n/e","n/e","658","n/e"
"24.07.2022 13:00 - 24.07.2022 14:00","10153","10108","n/e","n/e","929","n/e"
