"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Germany (DE)","Generation - Solar  [MW] Current / Germany (DE)","Generation - Wind Offshore  [MW] Day Ahead/ Germany (DE)","Generation - Wind Offshore  [MW] Current / Germany (DE)","Generation - Wind Onshore  [MW] Day Ahead/ Germany (DE)","Generation - Wind Onshore  [MW] Current / Germany (DE)"
"04.04.2022 13:45 - 04.04.2022 14:00","16507","16834","4911","4299","38728","37456"
"04.04.2022 14:00 - 04.04.2022 14:15","16060","16671","4899","4199","38888","37687"
"04.04.2022 14:15 - 04.04.2022 14:30","15582","16384","4893","4205","39037","37800"
"04.04.2022 14:30 - 04.04.2022 14:45","15046","16096","4884","4221","39187","37487"
"04.04.2022 14:45 - 04.04.2022 15:00","14492","15520","4882","4243","39344","37145"
"04.04.2022 15:00 - 04.04.2022 15:15","13859","14837","4877","4245","39478","37169"
"04.04.2022 15:15 - 04.04.2022 15:30","13151","14170","4846","4280","39613","37674"
"04.04.2022 15:30 - 04.04.2022 15:45","12372","13244","4818","4153","39727","37939"
"04.04.2022 15:45 - 04.04.2022 16:00","11445","12259","4795","4185","39837","38049"
"04.04.2022 16:00 - 04.04.2022 16:15","10479","11226","4772","4237","39998","38752"
"04.04.2022 16:15 - 04.04.2022 16:30","9478","10214","4827","4174","40124","39074"
"04.04.2022 16:30 - 04.04.2022 16:45","8441","9027","4874","4244","40148","39563"
"04.04.2022 16:45 - 04.04.2022 17:00","7399","8031","4928","4229","40162","40236"
"04.04.2022 17:00 - 04.04.2022 17:15","6371","6928","4982","4278","40175","40403"
"04.04.2022 17:15 - 04.04.2022 17:30","5360","5695","5006","4268","40150","40752"
"04.04.2022 17:30 - 04.04.2022 17:45","4382","4687","5025","4251","40125","40922"
"04.04.2022 17:45 - 04.04.2022 18:00","3476","3759","5041","4102","40099","41049"
"04.04.2022 18:00 - 04.04.2022 18:15","2683","2940","5049","3865","40048","41059"
"04.04.2022 18:15 - 04.04.2022 18:30","1987","2151","5052","3822","39965","41235"
"04.04.2022 18:30 - 04.04.2022 18:45","1405","1504","5055","3852","39881","41209"
"04.04.2022 18:45 - 04.04.2022 19:00","948","1033","5058","3835","39796","41027"
"04.04.2022 19:00 - 04.04.2022 19:15","607","657","5054","3881","39703","40792"
"04.04.2022 19:15 - 04.04.2022 19:30","371","400","5047","3788","39596","40764"
"04.04.2022 19:30 - 04.04.2022 19:45","188","217","5030","3733","39472","40681"
"04.04.2022 19:45 - 04.04.2022 20:00","87","106","5013","3679","39342","40574"
"04.04.2022 20:00 - 04.04.2022 20:15","33","45","4989","3653","39185","40350"
"04.04.2022 20:15 - 04.04.2022 20:30","0","0","4959","3582","39010","40172"
"04.04.2022 20:30 - 04.04.2022 20:45","0","0","4925","3603","38830","39870"
"04.04.2022 20:45 - 04.04.2022 21:00","0","0","4896","3611","38639","39794"
"04.04.2022 21:00 - 04.04.2022 21:15","0","0","4864","3728","38428","39471"
"04.04.2022 21:15 - 04.04.2022 21:30","0","0","4823","3621","38210","39204"
"04.04.2022 21:30 - 04.04.2022 21:45","0","0","4782","3690","37987","38642"
"04.04.2022 21:45 - 04.04.2022 22:00","0","0","4731","3659","37756","38263"
"04.04.2022 22:00 - 04.04.2022 22:15","0","0","4685","3847","36893","37032"
"04.04.2022 22:15 - 04.04.2022 22:30","0","0","4624","3780","36645","36895"
"04.04.2022 22:30 - 04.04.2022 22:45","0","0","4566","3692","36394","36544"
"04.04.2022 22:45 - 04.04.2022 23:00","0","0","4504","3623","36142","36409"
"04.04.2022 23:00 - 04.04.2022 23:15","0","0","4454","3549","35883","35846"
"04.04.2022 23:15 - 04.04.2022 23:30","0","0","4420","3500","35626","35682"
"04.04.2022 23:30 - 04.04.2022 23:45","0","0","4385","3489","35361","35220"
"04.04.2022 23:45 - 05.04.2022 00:00","0","0","4350","3497","35083","35114"
"05.04.2022 00:00 - 05.04.2022 00:15","0","0","5255","3515","34998","35041"
"05.04.2022 00:15 - 05.04.2022 00:30","0","0","5280","3432","34622","34152"
"05.04.2022 00:30 - 05.04.2022 00:45","0","0","5299","3514","34312","33847"
"05.04.2022 00:45 - 05.04.2022 01:00","0","0","5319","3690","34042","33393"
"05.04.2022 01:00 - 05.04.2022 01:15","0","0","5192","4042","33764","32813"
"05.04.2022 01:15 - 05.04.2022 01:30","0","0","5198","4109","33438","32675"
"05.04.2022 01:30 - 05.04.2022 01:45","0","0","5198","4178","33120","32589"
"05.04.2022 01:45 - 05.04.2022 02:00","0","0","5195","4201","32789","32321"
"05.04.2022 02:00 - 05.04.2022 02:15","0","0","5186","4249","32468","32004"
"05.04.2022 02:15 - 05.04.2022 02:30","0","0","5158","4219","32158","31661"
"05.04.2022 02:30 - 05.04.2022 02:45","0","0","5118","4230","31855","31589"
"05.04.2022 02:45 - 05.04.2022 03:00","0","0","5086","4130","31547","31366"
"05.04.2022 03:00 - 05.04.2022 03:15","0","0","4765","4125","31286","31151"
"05.04.2022 03:15 - 05.04.2022 03:30","0","0","4735","3973","31009","30784"
"05.04.2022 03:30 - 05.04.2022 03:45","0","0","4704","3921","30704","30351"
"05.04.2022 03:45 - 05.04.2022 04:00","0","0","4676","3884","30378","29949"
"05.04.2022 04:00 - 05.04.2022 04:15","0","0","4640","3876","30026","29756"
"05.04.2022 04:15 - 05.04.2022 04:30","0","0","4604","3802","29629","29422"
"05.04.2022 04:30 - 05.04.2022 04:45","0","0","4572","3758","29217","28929"
"05.04.2022 04:45 - 05.04.2022 05:00","0","0","4537","3706","28798","28384"
"05.04.2022 05:00 - 05.04.2022 05:15","0","0","4498","3665","28342","27960"
"05.04.2022 05:15 - 05.04.2022 05:30","0","0","4447","3590","27814","27475"
"05.04.2022 05:30 - 05.04.2022 05:45","0","0","4395","3554","27274","27054"
"05.04.2022 05:45 - 05.04.2022 06:00","0","0","4335","3488","26725","26421"
"05.04.2022 06:00 - 05.04.2022 06:15","0","1","4333","3363","26546","26223"
"05.04.2022 06:15 - 05.04.2022 06:30","0","2","4270","3198","26012","25587"
"05.04.2022 06:30 - 05.04.2022 06:45","1","4","4213","3203","25489","25043"
"05.04.2022 06:45 - 05.04.2022 07:00","54","61","4150","3186","24964","24491"
"05.04.2022 07:00 - 05.04.2022 07:15","195","188","3821","3053","24442","23910"
"05.04.2022 07:15 - 05.04.2022 07:30","351","352","3731","2864","23922","23364"
"05.04.2022 07:30 - 05.04.2022 07:45","557","578","3645","2909","23394","23462"
"05.04.2022 07:45 - 05.04.2022 08:00","837","826","3553","2900","22837","22987"
"05.04.2022 08:00 - 05.04.2022 08:15","1167","1169","3454","2973","22342","22289"
"05.04.2022 08:15 - 05.04.2022 08:30","1542","1649","3362","2740","21937","21676"
"05.04.2022 08:30 - 05.04.2022 08:45","1972","2206","3275","2601","21566","21088"
"05.04.2022 08:45 - 05.04.2022 09:00","2426","2807","3181","2544","21215","20692"
"05.04.2022 09:00 - 05.04.2022 09:15","2884","3496","3093","2332","21073","20488"
"05.04.2022 09:15 - 05.04.2022 09:30","3351","4132","2997","2202","21040","20167"
"05.04.2022 09:30 - 05.04.2022 09:45","3831","4799","2901","2209","21123","19873"
"05.04.2022 09:45 - 05.04.2022 10:00","4298","5475","2805","2118","21206","19659"
"05.04.2022 10:00 - 05.04.2022 10:15","4757","6006","2708","1992","21254","19590"
"05.04.2022 10:15 - 05.04.2022 10:30","5186","6551","2628","1942","21226","19464"
"05.04.2022 10:30 - 05.04.2022 10:45","5603","6993","2546","1869","21193","19370"
"05.04.2022 10:45 - 05.04.2022 11:00","6021","7542","2462","1751","21162","19226"
"05.04.2022 11:00 - 05.04.2022 11:15","6375","7975","2372","1668","21105","19115"
"05.04.2022 11:15 - 05.04.2022 11:30","6741","8273","2330","1638","20987","18728"
"05.04.2022 11:30 - 05.04.2022 11:45","7057","8597","2287","1565","20863","18467"
"05.04.2022 11:45 - 05.04.2022 12:00","7330","8855","2242","1549","20736","18263"
"05.04.2022 12:00 - 05.04.2022 12:15","7542","9114","2202","1504","20647","18051"
"05.04.2022 12:15 - 05.04.2022 12:30","7741","9317","2168","1485","20630","18087"
"05.04.2022 12:30 - 05.04.2022 12:45","7889","9500","2130","1426","20616","17982"
"05.04.2022 12:45 - 05.04.2022 13:00","7985","9572","2090","1398","20601","17928"
"05.04.2022 13:00 - 05.04.2022 13:15","8094","9594","2051","1376","20553","17953"
"05.04.2022 13:15 - 05.04.2022 13:30","8136","9568","2012","1295","20467","18405"
"05.04.2022 13:30 - 05.04.2022 13:45","8141","9481","1967","1239","20388","18489"
"05.04.2022 13:45 - 05.04.2022 14:00","8100","9379","1931","1198","20332","18495"
"05.04.2022 14:00 - 05.04.2022 14:15","8018","9231","1892","1160","20276","18814"
"05.04.2022 14:15 - 05.04.2022 14:30","7923","9175","1853","1131","20204","18910"
"05.04.2022 14:30 - 05.04.2022 14:45","7721","8846","1813","1089","20109","18997"
"05.04.2022 14:45 - 05.04.2022 15:00","7488","8595","1766","1057","19998","19272"
"05.04.2022 15:00 - 05.04.2022 15:15","7194","8056","1716","1062","19884","19146"
"05.04.2022 15:15 - 05.04.2022 15:30","6896","7603","1678","1026","19761","18853"
"05.04.2022 15:30 - 05.04.2022 15:45","6555","7202","1636","1007","19642","18464"
"05.04.2022 15:45 - 05.04.2022 16:00","6169","6816","1600","994","19516","18314"
"05.04.2022 16:00 - 05.04.2022 16:15","5764","6293","1549","981","19336","18043"
"05.04.2022 16:15 - 05.04.2022 16:30","5349","5742","1521","948","19036","17950"
"05.04.2022 16:30 - 05.04.2022 16:45","4900","5245","1487","913","18735","17941"
"05.04.2022 16:45 - 05.04.2022 17:00","4439","4689","1459","893","18432","17784"
"05.04.2022 17:00 - 05.04.2022 17:15","3962","4083","1432","863","18131","17620"
"05.04.2022 17:15 - 05.04.2022 17:30","3477","3497","1401","871","17808","17468"
"05.04.2022 17:30 - 05.04.2022 17:45","2988","2925","1372","868","17483","17357"
"05.04.2022 17:45 - 05.04.2022 18:00","2501","2422","1341","872","17149","17227"
"05.04.2022 18:00 - 05.04.2022 18:15","2042","1962","1320","872","16822","17200"
"05.04.2022 18:15 - 05.04.2022 18:30","1604","1527","1289","888","16537","16999"
"05.04.2022 18:30 - 05.04.2022 18:45","1206","1091","1261","880","16259","16999"
"05.04.2022 18:45 - 05.04.2022 19:00","864","767","1238","890","15984","17003"
"05.04.2022 19:00 - 05.04.2022 19:15","589","514","1218","911","15724","17185"
"05.04.2022 19:15 - 05.04.2022 19:30","379","331","1228","906","15492","17398"
"05.04.2022 19:30 - 05.04.2022 19:45","211","182","1238","912","15321","17687"
"05.04.2022 19:45 - 05.04.2022 20:00","110","95","1247","925","15155","17902"
"05.04.2022 20:00 - 05.04.2022 20:15","45","36","1255","962","15093","18073"
"05.04.2022 20:15 - 05.04.2022 20:30","0","0","1257","1075","15126","18199"
"05.04.2022 20:30 - 05.04.2022 20:45","0","0","1260","1147","15178","18345"
"05.04.2022 20:45 - 05.04.2022 21:00","0","0","1259","1302","15244","18361"
"05.04.2022 21:00 - 05.04.2022 21:15","0","0","1291","1478","15326","18436"
"05.04.2022 21:15 - 05.04.2022 21:30","0","0","1406","1719","15400","18433"
"05.04.2022 21:30 - 05.04.2022 21:45","0","0","1525","1962","15492","18432"
"05.04.2022 21:45 - 05.04.2022 22:00","0","0","1640","2158","15590","18612"
"05.04.2022 22:00 - 05.04.2022 22:15","0","0","1784","2369","15550","18525"
"05.04.2022 22:15 - 05.04.2022 22:30","0","0","1997","2491","15754","18732"
"05.04.2022 22:30 - 05.04.2022 22:45","0","0","2213","2656","15938","18939"
"05.04.2022 22:45 - 05.04.2022 23:00","0","0","2433","2780","16120","19081"
"05.04.2022 23:00 - 05.04.2022 23:15","0","0","2662","2859","16346","19080"
"05.04.2022 23:15 - 05.04.2022 23:30","0","0","2815","2930","16594","19366"
"05.04.2022 23:30 - 05.04.2022 23:45","0","0","2962","3014","16843","19612"
"05.04.2022 23:45 - 06.04.2022 00:00","0","0","3110","3125","17091","19783"
"06.04.2022 00:00 - 06.04.2022 00:15","0","0","3255","3438","20038","21104"
"06.04.2022 00:15 - 06.04.2022 00:30","0","0","3375","3493","20344","21289"
"06.04.2022 00:30 - 06.04.2022 00:45","0","0","3473","3533","20654","21311"
"06.04.2022 00:45 - 06.04.2022 01:00","0","0","3565","3527","20983","21235"
"06.04.2022 01:00 - 06.04.2022 01:15","0","0","3677","3511","21341","20153"
"06.04.2022 01:15 - 06.04.2022 01:30","0","0","3540","3477","21635","20332"
"06.04.2022 01:30 - 06.04.2022 01:45","0","0","3639","3452","21910","20420"
"06.04.2022 01:45 - 06.04.2022 02:00","0","0","3734","3424","22192","20373"
"06.04.2022 02:00 - 06.04.2022 02:15","0","0","3789","3467","22456","20359"
"06.04.2022 02:15 - 06.04.2022 02:30","0","0","3814","3570","22712","20593"
"06.04.2022 02:30 - 06.04.2022 02:45","0","0","3831","3709","22973","20886"
"06.04.2022 02:45 - 06.04.2022 03:00","0","0","3846","3888","23243","21078"
"06.04.2022 03:00 - 06.04.2022 03:15","0","0","3892","3947","23574","21235"
"06.04.2022 03:15 - 06.04.2022 03:30","0","0","3963","4012","23865","21399"
"06.04.2022 03:30 - 06.04.2022 03:45","0","0","4033","4024","24159","21576"
"06.04.2022 03:45 - 06.04.2022 04:00","0","0","3968","4040","24444","21760"
"06.04.2022 04:00 - 06.04.2022 04:15","0","0","4007","4045","24755","22126"
"06.04.2022 04:15 - 06.04.2022 04:30","0","0","4010","4087","25121","22613"
"06.04.2022 04:30 - 06.04.2022 04:45","0","0","4013","4180","25492","22887"
"06.04.2022 04:45 - 06.04.2022 05:00","0","0","4022","4275","25850","23192"
"06.04.2022 05:00 - 06.04.2022 05:15","0","0","4025","4364","26188","23521"
"06.04.2022 05:15 - 06.04.2022 05:30","0","0","3923","4383","26531","23959"
"06.04.2022 05:30 - 06.04.2022 05:45","0","0","3931","4389","26880","24379"
"06.04.2022 05:45 - 06.04.2022 06:00","0","0","3933","4417","27222","24863"
"06.04.2022 06:00 - 06.04.2022 06:15","0","0","3934","4401","27923","25940"
"06.04.2022 06:15 - 06.04.2022 06:30","0","0","3943","4347","28200","26150"
"06.04.2022 06:30 - 06.04.2022 06:45","4","1","3948","4327","28470","26304"
"06.04.2022 06:45 - 06.04.2022 07:00","81","66","3959","4319","28732","26516"
"06.04.2022 07:00 - 06.04.2022 07:15","314","251","3966","4313","28979","26973"
"06.04.2022 07:15 - 06.04.2022 07:30","576","483","3987","4352","29192","27390"
"06.04.2022 07:30 - 06.04.2022 07:45","957","836","4007","4425","29370","28712"
"06.04.2022 07:45 - 06.04.2022 08:00","1498","1256","4026","4358","29502","29094"
"06.04.2022 08:00 - 06.04.2022 08:15","2172","1761","4054","4381","29590","29267"
"06.04.2022 08:15 - 06.04.2022 08:30","2984","2459","4109","4475","29693","29202"
"06.04.2022 08:30 - 06.04.2022 08:45","3919","3252","4162","4492","29816","29629"
"06.04.2022 08:45 - 06.04.2022 09:00","4924","4147","4216","4530","29955","29909"
"06.04.2022 09:00 - 06.04.2022 09:15","5948","5206","4207","4533","30252","30258"
"06.04.2022 09:15 - 06.04.2022 09:30","7004","6275","4262","4602","30578","30605"
"06.04.2022 09:30 - 06.04.2022 09:45","8064","7208","4321","4642","31031","31051"
"06.04.2022 09:45 - 06.04.2022 10:00","9092","8012","4373","4482","31462","31437"
"06.04.2022 10:00 - 06.04.2022 10:15","10091","9088","4427","4469","31835","31946"
"06.04.2022 10:15 - 06.04.2022 10:30","11080","10082","4471","4438","32148","32501"
"06.04.2022 10:30 - 06.04.2022 10:45","12007","10941","4519","4486","32435","32916"
"06.04.2022 10:45 - 06.04.2022 11:00","12821","11727","4560","4525","32708","33160"
"06.04.2022 11:00 - 06.04.2022 11:15","13546","12213","4600","4560","32971","33488"
"06.04.2022 11:15 - 06.04.2022 11:30","14200","12770","4651","4596","33018","33633"
"06.04.2022 11:30 - 06.04.2022 11:45","14828","13377","4704","4659","33065","33820"
"06.04.2022 11:45 - 06.04.2022 12:00","15374","13980","4753","4661","33107","33983"
"06.04.2022 12:00 - 06.04.2022 12:15","15849","14656","4803","4642","33127","34326"
"06.04.2022 12:15 - 06.04.2022 12:30","16264","15123","4823","4629","33074","34402"
"06.04.2022 12:30 - 06.04.2022 12:45","16585","15685","4842","4651","33021","34344"
"06.04.2022 12:45 - 06.04.2022 13:00","16760","15812","4846","4645","32971","34164"
"06.04.2022 13:00 - 06.04.2022 13:15","16880","15876","4847","4656","32932","34360"
"06.04.2022 13:15 - 06.04.2022 13:30","16951","16422","4850","4644","32912","34686"
"06.04.2022 13:30 - 06.04.2022 13:45","16950","16476","4851","4659","32899","34974"
"06.04.2022 13:45 - 06.04.2022 14:00","16890","16868","4851","4645","32881","34944"
"06.04.2022 14:00 - 06.04.2022 14:15","16762","16685","4849","4200","32839","34717"
"06.04.2022 14:15 - 06.04.2022 14:30","16585","16640","4847","4134","32790","34586"
"06.04.2022 14:30 - 06.04.2022 14:45","16335","16317","4847","4162","32733","34547"
"06.04.2022 14:45 - 06.04.2022 15:00","15947","16110","4843","4567","32672","34164"
"06.04.2022 15:00 - 06.04.2022 15:15","15399","15544","4849","4563","32580","34095"
"06.04.2022 15:15 - 06.04.2022 15:30","14810","15089","4849","4571","32467","33762"
"06.04.2022 15:30 - 06.04.2022 15:45","14130","14571","4849","4591","32333","33504"
"06.04.2022 15:45 - 06.04.2022 16:00","13357","13879","4848","4636","32190","33391"
"06.04.2022 16:00 - 06.04.2022 16:15","12541","13087","4843","4831","32028","33414"
"06.04.2022 16:15 - 06.04.2022 16:30","11670","12250","4837","4718","31862","33066"
"06.04.2022 16:30 - 06.04.2022 16:45","10718","11374","4831","4850","31697","32744"
"06.04.2022 16:45 - 06.04.2022 17:00","9712","10360","4825","4734","31520","32490"
"06.04.2022 17:00 - 06.04.2022 17:15","8661","9263","4813","4748","31323","32019"
"06.04.2022 17:15 - 06.04.2022 17:30","7575","8131","4791","4728","30939","31633"
"06.04.2022 17:30 - 06.04.2022 17:45","6449","6938","4770","4807","30545","31401"
"06.04.2022 17:45 - 06.04.2022 18:00","5325","5809","4741","4848","30154","31014"
"06.04.2022 18:00 - 06.04.2022 18:15","4256","4710","4745","4785","29712","30792"
"06.04.2022 18:15 - 06.04.2022 18:30","3234","3599","4692","4708","29302","30454"
"06.04.2022 18:30 - 06.04.2022 18:45","2290","2514","4644","4756","28917","29996"
"06.04.2022 18:45 - 06.04.2022 19:00","1504","1669","4645","4758","28527","29856"
"06.04.2022 19:00 - 06.04.2022 19:15","948","1036","4610","4806","28229","29879"
"06.04.2022 19:15 - 06.04.2022 19:30","579","630","4567","4748","28052","30352"
"06.04.2022 19:30 - 06.04.2022 19:45","319","333","4518","4681","28058","30763"
"06.04.2022 19:45 - 06.04.2022 20:00","153","141","4476","4655","28061","30940"
"06.04.2022 20:00 - 06.04.2022 20:15","52","50","4448","4620","28245","31272"
"06.04.2022 20:15 - 06.04.2022 20:30","1","4","4430","4678","28560","31527"
"06.04.2022 20:30 - 06.04.2022 20:45","0","1","4406","4645","28915","31818"
"06.04.2022 20:45 - 06.04.2022 21:00","0","0","4389","4706","29290","31765"
"06.04.2022 21:00 - 06.04.2022 21:15","0","0","4392","4768","29730","32028"
"06.04.2022 21:15 - 06.04.2022 21:30","0","0","4418","4789","30179","32455"
"06.04.2022 21:30 - 06.04.2022 21:45","0","0","4438","4775","30647","33118"
"06.04.2022 21:45 - 06.04.2022 22:00","0","0","4462","4828","31108","33564"
"06.04.2022 22:00 - 06.04.2022 22:15","0","0","4478","4807","31060","32832"
"06.04.2022 22:15 - 06.04.2022 22:30","0","0","4494","4747","31474","33168"
"06.04.2022 22:30 - 06.04.2022 22:45","0","0","4510","4779","31884","33819"
"06.04.2022 22:45 - 06.04.2022 23:00","0","0","4527","4803","32276","34087"
"06.04.2022 23:00 - 06.04.2022 23:15","0","0","4537","4833","32631","34324"
"06.04.2022 23:15 - 06.04.2022 23:30","0","0","4523","4878","32851","34750"
"06.04.2022 23:30 - 06.04.2022 23:45","0","0","4545","4904","33065","34447"
"06.04.2022 23:45 - 07.04.2022 00:00","0","0","4564","4831","33275","34554"
"07.04.2022 00:00 - 07.04.2022 00:15","0","0","4996","4608","34090","34441"
"07.04.2022 00:15 - 07.04.2022 00:30","0","0","5018","4594","34108","34497"
"07.04.2022 00:30 - 07.04.2022 00:45","0","0","5040","4628","34109","34533"
"07.04.2022 00:45 - 07.04.2022 01:00","0","0","5008","4641","34094","34364"
"07.04.2022 01:00 - 07.04.2022 01:15","0","0","4564","4661","34049","33197"
"07.04.2022 01:15 - 07.04.2022 01:30","0","0","4600","4726","33889","33036"
"07.04.2022 01:30 - 07.04.2022 01:45","0","0","4628","4768","33707","33124"
"07.04.2022 01:45 - 07.04.2022 02:00","0","0","4652","4818","33528","33084"
"07.04.2022 02:00 - 07.04.2022 02:15","0","0","4679","4618","33347","32858"
"07.04.2022 02:15 - 07.04.2022 02:30","0","0","4720","4553","33249","32556"
"07.04.2022 02:30 - 07.04.2022 02:45","0","0","4758","4564","33195","32472"
"07.04.2022 02:45 - 07.04.2022 03:00","0","0","4795","4517","33145","32230"
"07.04.2022 03:00 - 07.04.2022 03:15","0","0","4824","4588","33209","32137"
"07.04.2022 03:15 - 07.04.2022 03:30","0","0","4833","4534","33289","32178"
